src,trg,usage_count,forwarded_satoshis
02de4ba1b08b2895bde816f012d4b4a5fdd797dfdf6443c28db183ca4a83043835,037eb17d0fee2d20bacea3d78940b40f4ac61a5a7040a23b6e8280c80d7ebfb420,5,50000
02de8259a572ef06873e72401f4aa2e77d5040db232af4ed5776b251067db30cc7,02cdf83ef8e45908b1092125d25c68dcec7751ca8d39f557775cd842e5bc127469,5,50000
02e356a8f310ffa8a7a3851ae735364696d0ed4cd0abdd599fa6bd2412f27ca06d,02529db69fd2ebd3126fb66fafa234fc3544477a23d509fe93ed229bb0e92e4fb8,5,50000
02e389d861acd9d6f5700c99c6c33dd4460d6f1e2f6ba89d1f4f36be85fc60f8d7,02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b,5,50000
02e5353624ec2180f6fd1b584dea493b91f982764db8e2cf520a0f1d18cf0f9d7e,02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b,5,50000
02ea01e2476f9c6c69f720e369aa302b43e5c101423d7a5dc9f0e5834d1b152fb7,02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b,5,50000
02ec4882d8a0b54f20b46c37f4a166f22a52e19da52e2ec1e1d792c4106804bdcd,02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b,5,50000
02ed9102fe81a117b19f0c1fe0586536a04c962838677dcdb762aeb9804d9f33c7,02cdf83ef8e45908b1092125d25c68dcec7751ca8d39f557775cd842e5bc127469,5,50000
02f8220c901057c536fc8b4fdffd4f88b8ddd9cf811af03bbf85dd2c1eb25a7262,031d2bbc75802689312220a017c6b51fa246efc59c7aa9355f6f7395038ffb4d6a,5,50000
02feb44008c8a4aae9c42fece6164b77f2531c00c5d474adb8582ca18c8f7432c3,0331f80652fb840239df8dc99205792bba2e559a05469915804c08420230e23c7c,5,50000
03038c30c32821a3f61eb37d64347575bda0c609fa0b4238d45a138947e1f4edce,03c2abfa93eacec04721c019644584424aab2ba4dff3ac9bdab4e9c97007491dda,5,50000
030c3f19d742ca294a55c00376b3b355c3c90d61c6b6b39554dbc7ac19b141c14f,0260fab633066ed7b1d9b9b8a0fac87e1579d1709e874d28a0d171a1f5c43bb877,5,50000
030cc70965a23ad34e69e1a66ec897cd73fa18b4193ec401d196c5ea25ec056e3f,0217890e3aad8d35bc054f43acc00084b25229ecff0ab68debd82883ad65ee8266,5,50000
030ea1b3efaf88e7b7d22679b0de8cdd5d2c6eb78babc4fee4d7d27cb06e8aa175,02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b,5,50000
031157d786ca2fb7b86f330366db3e0bb6925b336d285ed40705976eaa68ead610,032b2b3f4abda9677bb9563e226c068d3a2456fb8b036635a81c9bcaa1671d1ada,5,50000
0314ecd09f2c9887530ed99436a20dd62607fa0fa0a8d0e2f630cf27f86e91e5f9,02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b,5,50000
031ad40e94278c0f90284831a4335cf59d17e5de12c249e7ecb3c2a4901fc435b1,021607cfce19a4c5e7e6e738663dfafbbbac262e4ff76c2c9b30dbeefc35c00643,5,50000
031b6ba6271514bd30202ba007a1d2ef2e2106aaa5774183c570137251687407dc,0319fec13dcb6df5b6a0cee49e85b4f6c48e5387d62d67858d6d46615b6e683f81,5,50000
031b71cbad0cb4e22141e45f16c83c332f755e1ba6819597ab943574010b18bcad,02529db69fd2ebd3126fb66fafa234fc3544477a23d509fe93ed229bb0e92e4fb8,5,50000
031c54632e084a3fc56831b85b4431a10268fa9d92dd3fb4a3c02154e0795a6e07,022755c3ff4e5a1d71f573cda4b315887fc00a9e5c9ea9a847d939f3e517e69a70,5,50000
031d2bbc75802689312220a017c6b51fa246efc59c7aa9355f6f7395038ffb4d6a,038ddc73e450a4bfb52992b35be8b0f52e1a1b4726ff319249a3314a508b616cde,5,50000
0320f5037e422f23204db9dd1cf32389752b1de8edbd4b90e412a877728e07a182,021607cfce19a4c5e7e6e738663dfafbbbac262e4ff76c2c9b30dbeefc35c00643,5,50000
032260c3b64b471b7eb0630b4af5d07ca94ff4e759573cbbe1bfb25845c375ed6e,030c3f19d742ca294a55c00376b3b355c3c90d61c6b6b39554dbc7ac19b141c14f,5,50000
032271efcb35188ef00e3f28469a2bb18b50a5f2f325bd130bdac341af24e9b5f0,02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b,5,50000
0327049d8d63f0c40193cdf3afc61817c8647808a4e482de0716fcef74e6d92ebf,02f302189b8c0028aa919e5441a5d7e80c82ebdff421219e34408acea58274a823,5,50000
03295d2e292565743a40bd44da227a820f8730877bc3dfadebade8785bcf355258,0238107198ba9e0e5fd5a0c67eac88e3633072885397c5925205891f8985e52078,5,50000
03295d2e292565743a40bd44da227a820f8730877bc3dfadebade8785bcf355258,03bb88ccc444534da7b5b64b4f7b15e1eccb18e102db0e400d4b9cfe93763aa26d,5,50000
032cc4541b25e86e39a7d450a979c1a9adbe2878df3a93fcb59c96c700bfe26aa3,021607cfce19a4c5e7e6e738663dfafbbbac262e4ff76c2c9b30dbeefc35c00643,5,50000
0331f80652fb840239df8dc99205792bba2e559a05469915804c08420230e23c7c,026c7d28784791a4b31a64eb34d9ab01552055b795919165e6ae886de637632efb,5,50000
0331f80652fb840239df8dc99205792bba2e559a05469915804c08420230e23c7c,02c12b5459cf107ee0440cae41902f1189db50fa003a077f3a6fbe6b5760218695,5,50000
0331f80652fb840239df8dc99205792bba2e559a05469915804c08420230e23c7c,032060a40a94dc7b848d02314e4ccebe20f451dc87f28c1ed685caa58bfcc3989a,5,50000
0331f80652fb840239df8dc99205792bba2e559a05469915804c08420230e23c7c,03d24a4d2c8841890779f3c788cd269d467ad8ff8fcfdc21c8ceead42c7dd7f04b,5,50000
03377f891367579d0cdfc2833bc323a1d01514eea40d48cce86d31e398223e0cb3,02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b,5,50000
0338f248e010529c1056f924893a5e0c28d0fb7e8618e20209ed96961e10ed608a,02ae3c06f6db6a87ea874ef7ba86c87ab0041eabf6d8be0594582505b1fd5d7ee8,5,50000
033a79ee73d58c4476e8ed95b65746e63e806540497bdaebd6bd21a633c41db70b,0331f80652fb840239df8dc99205792bba2e559a05469915804c08420230e23c7c,5,50000
033ac2f9f7ff643c235cc247c521663924aff73b26b38118a6c6821460afcde1b3,0244ca64ee218a2a9be80880f218c8edcb19b609514780ebe4e229c25c5d7ab5a2,5,50000
033ec518c6ad5b565a89215d9f59c9d6dd2ca3d757b4c8fc4ea28eeeb0996ff837,03deedbfee762a68a44d2587560507e513ac185908728aaf053ad4a3c096d8acb0,5,50000
034084df3f826a433e27129d029c04c00e6df128e9de1d129f545978290f35a746,023f5e3582716bed96f6f26cfcd8037e07474d7b4743afdc8b07e692df63464d7e,5,50000
034143d1a45cb9bcb912eab97facf4a971098385c4701753d6bc40e52192d0c04f,02308c54b63e2c1375a52ce6ca27b171188f99e7c274eaf14be396289d93fb6003,5,50000
03434a39cd9a537c852fc8fb72454086d726f9111e9f730cef4985c39c11fae944,02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b,5,50000
0353308936d64e44970186cb43f215fbce1e2ab8631da17c545fadb0a79312229c,03ee180e8ee07f1f9c9987d98b5d5decf6bad7d058bdd8be3ad97c8e0dd2cdc7ba,5,50000
035467fbac7f7755bb90363bac31772aa70f2045b95b6f28e7f8d893ad6e08644b,027c3abc90a51617fb9cf5162c2fedfd9832c620ef82b54e413e9ce0f892dabb0d,5,50000
035ee4232e84202c4c7a70f479beba74a424b7ee6235123400071844fa2efedd7e,02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b,5,50000
036c977839833af6b6994ee2c9a7155ad8c256a114378bb3718c3cfa24384c867d,02f40890af885da4673f0ee9725ee74bb2c66d6491cc4334056a2701057993e61d,5,50000
03708ca2b640f817ea5d21e2c3dfd4c80fbbfcdc1ddb6b8fc50346b17766cc0eea,03c4bb19c3a388d790968328b0f0d187a1a28597d3ad082200a47baadfdb6aee8d,5,50000
03720fe458e78020737d28c7fb578ae023d3b211dc15585d67d189102be0061f82,0331f80652fb840239df8dc99205792bba2e559a05469915804c08420230e23c7c,5,50000
0372b06465e770cf5bf39c65de8dc2425cf649a6eab00cf08d192f0edf35fa5cf5,03c2c348fac3e4953a797ba632ae8379bd4ae0ccc8d2598b7207eb62019fcbd875,5,50000
0373ca948ffd4cbbd08488c480aa7c43b57e9446c8ac6d3fe1cc92392e39e9eb95,02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b,5,50000
0374ecf61ed6c1208c42339f47decde2bc0c4393ac95f07827b3471e939d7eb961,03bb88ccc444534da7b5b64b4f7b15e1eccb18e102db0e400d4b9cfe93763aa26d,5,50000
03765088ae55a5999014b58a1531eceb4cb75ef1164841b85fe858d25768dc8a56,02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b,5,50000
0384cbcc619ed15a7b0d3ef1dabb7adf554ed58ce93ef3fb82bafd046e82f4fb97,029d50d59c78b81a39f4ca40b6bc9b89710542a31429b69aa075b91b587979205d,5,50000
0390631abbeec237bb26683e582000831302aa7232e1deb040a6404b87f822b0b6,02df5ffe895c778e10f7742a6c5b8a0cefbe9465df58b92fadeb883752c8107c8f,5,50000
039f66421275c78cf09993ab26069f00323874433271a6939b25aa49e54ad0875c,0331f80652fb840239df8dc99205792bba2e559a05469915804c08420230e23c7c,5,50000
03a17e8ec9570e1b71d1c719aeeafa88b0604068863dc88028b490b96c2898dda8,02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b,5,50000
03a21580b22df4530e1d497126bab62de6b69951abe0d3238a647780b61c7ea490,02529db69fd2ebd3126fb66fafa234fc3544477a23d509fe93ed229bb0e92e4fb8,5,50000
03a8334aba5660e241468e2f0deb2526bfd50d0e3fe808d882913e39094dc1a028,02cdf83ef8e45908b1092125d25c68dcec7751ca8d39f557775cd842e5bc127469,5,50000
03b036004195f1f5010b8da057495d903c39351c27357c25c3e1f0efa086106e8c,03f78684b49e125d73c1801b3529f7d663f08ae7e1dd5db416fe69d9cb47b1c50f,5,50000
03b72d20a8a76753f5ba10fedb2d27cc43e7b885c48d4e796a5e7202498723ea84,028dcc199be86786818c8c32bffe9db8855c5fca98951eec99d1fa335d841605c2,5,50000
03bb88ccc444534da7b5b64b4f7b15e1eccb18e102db0e400d4b9cfe93763aa26d,026bce917a5854f3c5140cc69c977d19a6d656554120b6dedf045b246941b858c5,5,50000
03bb88ccc444534da7b5b64b4f7b15e1eccb18e102db0e400d4b9cfe93763aa26d,02725e5abcbf5550fc29e6b19706a1377f25d2b1502684f9be9965b6deac167520,5,50000
03bb88ccc444534da7b5b64b4f7b15e1eccb18e102db0e400d4b9cfe93763aa26d,02a45def9ae014fdd2603dd7033d157faa3a55a72b06a63ae22ef46d9fafdc6e8d,5,50000
03bb88ccc444534da7b5b64b4f7b15e1eccb18e102db0e400d4b9cfe93763aa26d,0330f0afe893e809d8790b26b40d9353f586ef0894d4ae704d06be24538c030457,5,50000
03bb88ccc444534da7b5b64b4f7b15e1eccb18e102db0e400d4b9cfe93763aa26d,0360e94b6a5ba69e9349ea1077890b6384a4b9e6368e100316d85e22a534f552a8,5,50000
03be2ba115ae6a9454da76ee0c60d35d0576b6aef1ef8eaebcf2bcfa0edb903fbf,0354fcd9f1554f3505238e1b3c29223868953730c30b6565ad482dc31e90bcfa93,5,50000
03bf7528f412ef621ac4898e4815a7c94d427e719eefbac41d32c0e710c299143d,02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b,5,50000
03c73e43e92fab12af3461f723901f0bcdabdfdcf9b74973ad876bf0bff96a8676,02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b,5,50000
03ccfa463aa95e16fad96da31771d63f21efcf6e677483268aa58416c43aba8f41,031d244a60d61936834f290656cdf0ed4b9979260c19b07804bde681819f8e14ca,5,50000
03d67f36c4f81789e2fe425028bacc96b199813eae426c517f589a45f1136c1fe5,02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b,5,50000
03ee180e8ee07f1f9c9987d98b5d5decf6bad7d058bdd8be3ad97c8e0dd2cdc7ba,021607cfce19a4c5e7e6e738663dfafbbbac262e4ff76c2c9b30dbeefc35c00643,5,50000
03ee180e8ee07f1f9c9987d98b5d5decf6bad7d058bdd8be3ad97c8e0dd2cdc7ba,0374ecf61ed6c1208c42339f47decde2bc0c4393ac95f07827b3471e939d7eb961,5,50000
03efccf2c383d7bf340da9a3f02e2c23104a0e4fe8ac1a880c8e2dc92fbdacd9df,02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b,5,50000
03f02d965aea25de84613ad2be36573d2bd8c6d6dd47d9a516d233098c281d3ae7,02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b,5,50000
03f14bfa533d1d7ea433114e69cfb83ed0dd460ee577ce81a10b70ee21fc8fba5f,02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b,5,50000
03f18da23535adee245903c81750745197e3079d3b88b3898981c90a5f2411008c,02c88a0df5e9ea7df582647f79b70b8e441047de308fd6b24408b8bd775f2234bd,5,50000
03f5617f8758ccfb97653df5f07c84f4723d9e9ee4722ae5cad7e412f025508ab4,03a5927b64b1ea8657d5b770d61a3e2d0554fdb5d568773e0d6a92907913ca21f6,5,50000
03f6909c9c7f32df56567e7b8169c58dde716d341dc714b1596e3f4d5d647476d1,03d24a4d2c8841890779f3c788cd269d467ad8ff8fcfdc21c8ceead42c7dd7f04b,5,50000
03f9f50529564517dad007ce0f711ec0bf0a83d9cb4dd00d78a6e5cc3238d5d448,0331f80652fb840239df8dc99205792bba2e559a05469915804c08420230e23c7c,5,50000
03fb822818be083e0a954db85257a2911a3d55458b8c1ea4124b157e865a836d12,02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b,5,50000
03fbe1c1baedbc99b2642ae524d9c2a6f12b771a3ab91e0f56ca6efc6f7f7d53b6,02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b,5,50000
03fe493b887b492cf5a88f92d5e00b5119b6d905c7c68c660cb2f8cc46aedaeafc,03ee180e8ee07f1f9c9987d98b5d5decf6bad7d058bdd8be3ad97c8e0dd2cdc7ba,5,50000
020211194bc7e5830673f87346e77f125c9eca59b308c041f9a54a62be8374f344,023e8b9d0c52dc22d07f70a69624e2457df5760ca0b4d87a5df460b08863f46448,4,40000
0203d0ca878eb8727a99b8c891e2c0e621731e8bf6d4d56736537ceccfb0dc828e,03e50492eab4107a773141bb419e107bda3de3d55652e6e1a41225f06a0bbf2d56,4,40000
0204e5a5ff14b090c1210cb99e7e616f840e0ef1b08fc9a268d13b7a2e5e997845,03780bc0d405f8e9695a4474a03ed3314d761cfa3baf3ea8351c025d66399f969d,4,40000
020bbb584a5008a9d1dfcf9aca44b254919d9f33e37e8dbdba9e0dab3cbfc628dc,03bb88ccc444534da7b5b64b4f7b15e1eccb18e102db0e400d4b9cfe93763aa26d,4,40000
020cbf9eb430b9657ea67e77ec20a06d0c278e7e0d34f1b28feb3f67fedc7a2549,02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b,4,40000
020daf644cd18ba38ac5459be60f353d5f361ffca07bfb8dc86b22a2856d7c2d15,0223390bea8aa598442d056ace37c07e7364da1341b3681c371f6619b2879c0af2,4,40000
020de548b86e373e795e37343c9ef6f972d45ade479cc71ed5a9a7dac2588d0a37,02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b,4,40000
020e56a13babec99abdc2c4afbe34e1e44230d79b234c059fd4ff1e367765fdb1b,02e2670a2c2661a9eea13b7cfdcdd7f552f591b9ee60e5678b7abe77b7f9516f96,4,40000
020e56a13babec99abdc2c4afbe34e1e44230d79b234c059fd4ff1e367765fdb1b,037eb17d0fee2d20bacea3d78940b40f4ac61a5a7040a23b6e8280c80d7ebfb420,4,40000
020fccc5602053c438b13ebee7aa31a25e9c3803baace5afcecedff8db70543747,031ad40e94278c0f90284831a4335cf59d17e5de12c249e7ecb3c2a4901fc435b1,4,40000
02110544e20886a1f43c61490300fef4acaf18126633da94558a1f36735db45539,0388a2cd707ac944a2b0c8adbf67c4a313d24b6dc2ab2baba842f9a9eecf925131,4,40000
021387e1257d1da1c93996e10e7c4e2a2183683e978e60e40ae9f1927b86fabd27,024d2387409269f3b79e2708bb39b895c9f4b6a8322153af54eba487d4993bf60f,4,40000
021779d56f6992431e959991a664d678a2f41054073adb48c5a351d791c9cb0781,02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b,4,40000
0217890e3aad8d35bc054f43acc00084b25229ecff0ab68debd82883ad65ee8266,029cf833ceef83b31b2e202d46c99c2dc9b5fa56259d8b84d128ee37e65e4e96d3,4,40000
0217890e3aad8d35bc054f43acc00084b25229ecff0ab68debd82883ad65ee8266,02a45def9ae014fdd2603dd7033d157faa3a55a72b06a63ae22ef46d9fafdc6e8d,4,40000
0217890e3aad8d35bc054f43acc00084b25229ecff0ab68debd82883ad65ee8266,02c16cca44562b590dd279c942200bdccfd4f990c3a69fad620c10ef2f8228eaff,4,40000
021d7477153209bf1c81060483b4c2519bde173a18cbb3b7b94fb552b79e127323,0320f42d91c643b5a541758e4ecf4ad1d7f25b04ae149755adee8cd79fa9fbdfe3,4,40000
02235e7e27a75a9626f4d6cee16ae1d75e6173227b1c7ac7993e036ef1f695a73d,03bb88ccc444534da7b5b64b4f7b15e1eccb18e102db0e400d4b9cfe93763aa26d,4,40000
02247d9db0dfafea745ef8c9e161eb322f73ac3f8858d8730b6fd97254747ce76b,02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b,4,40000
022755c3ff4e5a1d71f573cda4b315887fc00a9e5c9ea9a847d939f3e517e69a70,02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b,4,40000
022c203796a43cb7cf69ddb1738b9f91a3285595581f093a339657512112bec8bf,032d4baebebfdeab7a2ecef2fbe109cbef10de95f05aa54090fdb687789547dbf5,4,40000
022c699df736064b51a33017abfc4d577d133f7124ac117d3d9f9633b6297a3b6a,03bb88ccc444534da7b5b64b4f7b15e1eccb18e102db0e400d4b9cfe93763aa26d,4,40000
0230101e66a8df1b33c2df3c0c47ec8ce518f42a7ccf798c5f5ce9432b7f17a40b,02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b,4,40000
02309f3556d51e9d855594762dcf68cb283fbfd7e48618b6cecb8cd90e2e34d8ad,02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b,4,40000
02310841b34230632b2e8185f9429dbf27a463270cf049a66ce2d56b524b283b6d,02529db69fd2ebd3126fb66fafa234fc3544477a23d509fe93ed229bb0e92e4fb8,4,40000
0232c9cdca608482d3d4990b8b8dabcd6b1a5d09cc3ba6b284a372a037ee26d993,020d41c5a32f06d7addc7378f2d4a6596358d8716a3eb5d5bbdd894a82a1fdd00c,4,40000
0235caa4c4a64c43b96fbb2a766521f9e63e279723d1adbf0cf2e7b38ea292fa35,030c3f19d742ca294a55c00376b3b355c3c90d61c6b6b39554dbc7ac19b141c14f,4,40000
0237fefbe8626bf888de0cad8c73630e32746a22a2c4faa91c1d9877a3826e1174,03c436af41160a355fc1ed230a64f6a64bcbd2ae50f12171d1318f9782602be601,4,40000
0238bb15a12b3da5df3c18e0bd268808f2bf352f58e7fb68a279a41d47f521ea00,03d4d48ecccfe3f6a062f9ea3d948109ac008f4fdf8579607f20259eea1613c807,4,40000
023e3c71b3b89bf06d43986cd5d89eaf8d9ced0ea6d035c98ebd26b7b667040890,03c492f46d8e0a6256bb9c5c42f2aed24717f70a3f39e0961419dee511688e3110,4,40000
023f3f4ea76deacc8b26b61200078c3f05cde028ee8666f5200dd074f4ce0422c7,03321fab5e3db6c378e23e9cceb522325dc4f6b0c68819944569128d34cba9cca3,4,40000
02466ebef568d1cb84430ca695e1488928a64672cd891d2581638966f14d6ef78c,03cb7983dc247f9f81a0fa2dfa3ce1c255365f7279c8dd143e086ca333df10e278,4,40000
0247d5d9e81a691e1de3e91762a296c831335626354216b9490dc2f108c70781bc,02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b,4,40000
024832549b22165dbbfd6885ecad1c6eef0c935c9dc72ef86686b0a003105fc490,02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b,4,40000
024acb789fb4cd20a3c8b446b404516b7390f2376f5c3bf1f59054357f15602dfb,0331f80652fb840239df8dc99205792bba2e559a05469915804c08420230e23c7c,4,40000
024b257b45bf46b9ce2f361c8199f69992e9b5b7b3210f4a6f618754012691ad2e,02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b,4,40000
024b4019906f6cb72a98d9dcab7c3b6f834166855fe075fde0fc243e1144a37853,02004c625d622245606a1ea2c1c69cfb4516b703b47945a3647713c05fe4aaeb1c,4,40000
024bdfa15e9bea07217efb5e76bf5a15bb66e0858263f46cda1ec140d2c6571ee3,02df5ffe895c778e10f7742a6c5b8a0cefbe9465df58b92fadeb883752c8107c8f,4,40000
024cb8d75de288f7b4f36acc8877c98dd48e5174fe8db35a9c2331dc8ed76dd204,02c69a0b4cb468660348d6d457d9212563ad08fb94d424395da6796fb74a13f276,4,40000
025033fdfd6f4e0e909776f0e8250c997f75de9cb11466e3a36fb8e6c7a1abcbb9,02529db69fd2ebd3126fb66fafa234fc3544477a23d509fe93ed229bb0e92e4fb8,4,40000
02529db69fd2ebd3126fb66fafa234fc3544477a23d509fe93ed229bb0e92e4fb8,02e2670a2c2661a9eea13b7cfdcdd7f552f591b9ee60e5678b7abe77b7f9516f96,4,40000
02529db69fd2ebd3126fb66fafa234fc3544477a23d509fe93ed229bb0e92e4fb8,02f9c7deb297e32fc3d3d55f336176055cd667a2fada0bd5663e7413e1aba55b86,4,40000
02529db69fd2ebd3126fb66fafa234fc3544477a23d509fe93ed229bb0e92e4fb8,03a5886df676f3b3216a4520156157b8d653e262b520281d8d325c24fd8b456b9c,4,40000
02529db69fd2ebd3126fb66fafa234fc3544477a23d509fe93ed229bb0e92e4fb8,03a76b80027d7c067e0da77da95880faaf89e9bf87b73a7d57bd4a3f2a124b764f,4,40000
02529db69fd2ebd3126fb66fafa234fc3544477a23d509fe93ed229bb0e92e4fb8,03c2abfa93eacec04721c019644584424aab2ba4dff3ac9bdab4e9c97007491dda,4,40000
025b9dcfe847cd704ca357f3890680b55989be2ae3cf044b5d1a04e3318d1fbf28,032b71cc07ea5ff346e7ce9eddad0b55d7e18b788a1e6b4dda3fbd3a7ddbf79bbc,4,40000
025cc1b0e4d68a06330979130f80eb3ad2629ecc0a8ee3cb11a2e50e9271870f7a,0331f80652fb840239df8dc99205792bba2e559a05469915804c08420230e23c7c,4,40000
025d3f013953c2f32f9cf27b1c66b6c25b915295983508ca1cde117d30f51d40cd,024a8228d764091fce2ed67e1a7404f83e38ea3c7cb42030a2789e73cf3b341365,4,40000
025de094b871ef3058838d699c87705c733485873a8bc6e1553c8d057578e562d1,02247d9db0dfafea745ef8c9e161eb322f73ac3f8858d8730b6fd97254747ce76b,4,40000
02626318f968469fb1dcd0453536bbabaab8861be75d8cde7900e57aab1bd4f3ac,0212864d59d5a902634c4a3186615446e9d56c17b14600f3b74fbabe3509aa707f,4,40000
02690881543d633f3a16c8ff97397f3f2e8765a15f5ac057d701243e5adb7ba856,037eb17d0fee2d20bacea3d78940b40f4ac61a5a7040a23b6e8280c80d7ebfb420,4,40000
0269b91661812bae52280a68eec2b89d38bf26b33966441ad70aa365e120a125ff,028a2f0ca33134cfd5f655ed942ddcd9feb4a879831416bb23858d1d60154b0936,4,40000
026bce917a5854f3c5140cc69c977d19a6d656554120b6dedf045b246941b858c5,038ddc73e450a4bfb52992b35be8b0f52e1a1b4726ff319249a3314a508b616cde,4,40000
02731b798b39a09f9f14e90ee601afb6ebb796d6e5797de14582a978770b33700f,020e56a13babec99abdc2c4afbe34e1e44230d79b234c059fd4ff1e367765fdb1b,4,40000
02740c62f38896511eb98479036b06907fcac283f62d08b756a1e25fb55e3f6772,02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b,4,40000
0279ad04d636e60aaac1b63d576ba6d099d26367f846dc1060b0b923947c922551,02310841b34230632b2e8185f9429dbf27a463270cf049a66ce2d56b524b283b6d,4,40000
0279f930a60afe43131fd3328ff4a9c55293254c328f45e76695c1ab9b3c5a68b2,03bb88ccc444534da7b5b64b4f7b15e1eccb18e102db0e400d4b9cfe93763aa26d,4,40000
027a0eaffb8e103f9059d2d40b7c2d8993affc169168ca1808f752ee36ccf196ee,02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b,4,40000
027be9e7e2bc7ec87177ac298c01517ef46f979e1e3acec46efcf7a6f1b3ddadff,03c436af41160a355fc1ed230a64f6a64bcbd2ae50f12171d1318f9782602be601,4,40000
027c3b1cc5a649d5f6f7be2d591e34c37dc146fbed54d7f4c85898f9330107fe1c,03bb88ccc444534da7b5b64b4f7b15e1eccb18e102db0e400d4b9cfe93763aa26d,4,40000
028030ac23016a493a4db588864d4a9590effd4f72ccdaf5f31b2f0d27ddd04d25,02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b,4,40000
028556f65ac00347b2fe28fe9097754596dc4fe1364d693dc3a9be3dccabec3240,03f09c85dae5712b682d28bf2bf558102f3e5a6d27ba2a1daf8da49984c8ca53b7,4,40000
0286fd9994832bd94e3fe5a6ee28044829a8394560a9a763ad601ed6c5a1fff535,02a4aa22327ca4f511ebd22b72d6b00ac3b529a7d4c2de7d8ac939a48371559e8e,4,40000
02871f2d2a39d4250ae06cc90e7d21035f13e1cdb14716df79f290267c1a969772,0205823109f3d6e1ac5f3e5ab41ab88bf463ffa7b59a81d07d8b688fb737e11955,4,40000
0289a70d255a763a166636599ef9226b6dcfc4b1b4171f8a87f637b36fad18aea2,0204a2b95b4c208383d7f02e741a8bfd5b5b7e8bea8d1543b1255da8342d9f2c6b,4,40000
028dac95bd6a24694325b926f57dfb78b9106a05b107a1cc74d64b8c087e042d4d,033dd79123e7c386655f72d3eed186c071ef3b4a625d3fb9f613635e6483ff6823,4,40000
0291831e0f2e8d48b2b76fd0624845c4457ddd2bbef2a1379cbf3724aaff59ef4e,0289b6e5af41f2e22df3372ae6a2d01f856e62fff546cc109cffc7f9187ce12202,4,40000
02929175ac215cb282cd965d21b8bde87cf18828a4824f6a6e12b0098631b9f535,02529db69fd2ebd3126fb66fafa234fc3544477a23d509fe93ed229bb0e92e4fb8,4,40000
0295b0fcf1352162e6610f2cebd80822eb5b33fbbdcb3e41e8c4b665e9f5b0ecc2,027c3b1cc5a649d5f6f7be2d591e34c37dc146fbed54d7f4c85898f9330107fe1c,4,40000
