metric,value
total_transactions,6998.0
successful_transactions,4655.0
failed_transactions,2343.0
success_rate_pct,66.51900543012289
failure_rate_pct,33.480994569877105
average_path_length,2.7937701396348014
average_routing_fee,1.2480796992481202
total_depletion_events,658.0
nodes_with_depletion_events,197.0
initial_active_directed_edges,32971.0
final_active_directed_edges,32794.0
runtime_seconds,8.758131999999023
