path_length,successful_transactions,share_of_successful_routes_pct
1.0,224,4.81203007518797
2.0,1766,37.93770139634801
3.0,1749,37.57250268528464
4.0,660,14.178302900107411
5.0,188,4.038668098818475
6.0,54,1.1600429645542427
7.0,14,0.3007518796992481
