path_length,successful_transactions,share_of_successful_routes_pct
1.0,224,4.81203007518797
2.0,1766,37.93770139634801
3.0,1751,37.61546723952739
4.0,659,14.156820622986036
5.0,187,4.0171858216971
6.0,54,1.1600429645542427
7.0,14,0.3007518796992481
