path_length,successful_transactions,share_of_successful_routes_pct
1.0,227,4.857693130751123
2.0,1734,37.10678365075968
3.0,1763,37.727369997860045
4.0,696,14.894072330408731
5.0,198,4.23710678365076
6.0,43,0.920179756045367
7.0,10,0.2139952921035737
8.0,2,0.04279905842071474
