path_length,successful_transactions,share_of_successful_routes_pct
1.0,222,4.786545924967658
2.0,1706,36.783096162138854
3.0,1728,37.25743855109961
4.0,711,15.329883570504528
5.0,200,4.3122035360068995
6.0,50,1.0780508840017249
7.0,19,0.40965933592065545
8.0,2,0.043122035360069
