path_length,successful_transactions,share_of_successful_routes_pct
1.0,228,4.888507718696398
2.0,1731,37.11406518010292
3.0,1776,38.078902229845625
4.0,687,14.729845626072041
5.0,181,3.8807890222984565
6.0,49,1.0506003430531732
7.0,12,0.25728987993138935
