path_length,successful_transactions,share_of_successful_routes_pct
1.0,224,4.804804804804805
2.0,1767,37.902187902187904
3.0,1753,37.601887601887604
4.0,661,14.178464178464179
5.0,187,4.011154011154011
6.0,56,1.2012012012012012
7.0,14,0.3003003003003003
