path_length,successful_transactions,share_of_successful_routes_pct
1.0,224,4.804804804804805
2.0,1767,37.902187902187904
3.0,1754,37.623337623337626
4.0,661,14.178464178464179
5.0,186,3.98970398970399
6.0,56,1.2012012012012012
7.0,14,0.3003003003003003
