total_transactions,successful_transactions,failed_transactions,success_ratio,average_successful_fee,average_successful_path_length,depletion_events,channels_jammed,jam_ratio,locked_capacity_sat,locked_capacity_percent,net_lost_successful_transactions,lost_successful_transactions,throughput_drop,throughput_drop_percent,CAF
7072,4303,2769,0.6084558823529411,8.973091447827096,2.98512665582152,2083,10,0.8,34472858.0,0.027634432240313794,18,18,0.003064072359767578,0.3064072359767578,1.8
