total_transactions,successful_transactions,failed_transactions,success_ratio,average_successful_fee,average_successful_path_length,depletion_events,channels_jammed,jam_ratio,locked_capacity_sat,locked_capacity_percent,net_lost_successful_transactions,lost_successful_transactions,throughput_drop,throughput_drop_percent,CAF
7061,4292,2769,0.6078459141764623,8.204661463187325,3.0384436160298227,2303,50,0.6,159968844.0,0.12823561597588826,29,29,0.0036740405362464257,0.36740405362464257,0.58
