metric,value
total_transactions,6998.0
successful_transactions,4659.0
failed_transactions,2339.0
success_rate_pct,66.57616461846241
failure_rate_pct,33.42383538153758
average_path_length,2.7945911139729556
average_routing_fee,1.2479094226228804
total_depletion_events,662.0
nodes_with_depletion_events,200.0
initial_active_directed_edges,32980.0
final_active_directed_edges,32802.0
runtime_seconds,8.414838699998654
