node,total_income,total_traffic,failed_traffic_ratio,opt_delta,income_diff
0358327cb80ab2a8db36a5924c62966c7b4a753045600df594aa3863ecb618cc5d,5.300000000000001,5,0.6,0.6,3.0
03621032fa1e60c256d48df2daf144c21e90813ca2bc746a02bdf864753895cb9c,5.300000000000001,5,0.0,0.0,0.0
03038c30c32821a3f61eb37d64347575bda0c609fa0b4238d45a138947e1f4edce,5.300000000000001,5,0.0,28.38,24.139999999999997
02b4cb8be9077c3b14d6aa575bc94adbc0e08f9f2dedfbc5774ded9095079740f0,5.300000000000001,5,0.0,0.0,0.0
037172d2110c4148d6ed0c2790ec8be948458022425dced6794fede834be92af36,5.300000000000001,5,0.0,0.0,0.0
02d7cf25ef92bd4dfb6aa9a0e7d955a1225c5f168328b771c6d194fec359302d30,5.300000000000001,5,0.6,58.88,234.46000000000004
037eb17d0fee2d20bacea3d78940b40f4ac61a5a7040a23b6e8280c80d7ebfb420,5.16,86,0.03488372093023256,0.78,7.44
02de367d7c2610a3f2d5b831ffdf6b5fe07b5b47a539b68b2976b5a807777d1456,5.040000000000001,9,0.0,0.0,0.0
020327bbd6b7ebf577a041e24cbdc0b3ddb6ec4a2ec89e271260fc9d6fbaccc80a,5.0200000000000005,4,0.0,29.16,25.26
02e2670a2c2661a9eea13b7cfdcdd7f552f591b9ee60e5678b7abe77b7f9516f96,4.9,65,0.0,30.88,27.04
02c1ac5cee87e4f40f24ea4560ab0e63f398ef5fb630cf50a0e2f638ce51e3169e,4.800000000000001,3,0.3333333333333333,0.0,0.0
033613d280de1eba995c7545e93caf76cfba41bef88c2d6732a67ce06c168b3acb,4.800000000000001,3,0.0,0.0,0.0
031ad40e94278c0f90284831a4335cf59d17e5de12c249e7ecb3c2a4901fc435b1,4.800000000000001,3,0.3333333333333333,0.0,0.0
03c492f46d8e0a6256bb9c5c42f2aed24717f70a3f39e0961419dee511688e3110,4.800000000000001,3,1.0,0.0,0.0
02d4531a2f2e6e5a9033d37d548cff4834a3898e74c3abe1985b493c42ebbd707d,4.800000000000001,3,0.6666666666666666,0.0,0.0
03a46be38d068c2bc5af3fc13da840790ed5643f3d6d27e5e34d67ed2aec16ce67,4.800000000000001,3,0.0,0.0,0.0
03345d99a94e2fc8a69698f8bbec6bea5a4e8dbaf8b313085bb9710f6014765e45,4.56,76,0.0,23.32,18.82
02e389d861acd9d6f5700c99c6c33dd4460d6f1e2f6ba89d1f4f36be85fc60f8d7,4.48,14,0.0,0.1,0.13999999999999968
028a2f0ca33134cfd5f655ed942ddcd9feb4a879831416bb23858d1d60154b0936,4.42,17,0.0,0.0,0.0
03c4bb19c3a388d790968328b0f0d187a1a28597d3ad082200a47baadfdb6aee8d,4.338,18,0.16666666666666666,29.32,202.589
033dd79123e7c386655f72d3eed186c071ef3b4a625d3fb9f613635e6483ff6823,4.2780000000000005,21,0.0,0.0,0.0
03587466207e0ff2787d23f5567ab666436f04fc0df7c996b69701b7e77900993e,4.24,4,0.0,0.0,0.0
035f804103054d1d24aa4b1cbe29a90c06af2695c93adb6e7501dc143cffbc09bd,4.24,4,0.0,0.0,0.0
02628d8e2f33869db7417c8da48947d441dcd839e0a3ce5e91f9c790d1131cf9f7,4.24,4,0.0,0.6,2.4000000000000004
028c1f8d907879ee8691ddab3547e93c5ec2098cc0f38cc39c4ee989cb3a10ae71,4.24,4,0.75,0.0,0.0
0290d863a9a022435f1794742167425dc660cfae87dc26999f2adb773c990e8a69,4.24,4,0.0,28.32,83.90000000000002
0336bf99875b31ad9d78f2788d75bcb3deb52ff71ceac1ed96c5a6ff8aa3a429b3,4.24,4,0.75,0.73,2.92
02ea01e2476f9c6c69f720e369aa302b43e5c101423d7a5dc9f0e5834d1b152fb7,4.24,4,0.0,3.98,0.7999999999999998
02391075fbaff5b7daab0f7aa4ad8ad70e07764c853574f20a848235594490c6ac,4.24,4,0.0,0.0,0.0
03a6f9139dafd65a9ea12abeb0d11a46301b116992fef4f8064f0d1d415e14736e,4.24,4,0.0,0.0,0.0
02a67fe8864f59d9ec443a9b4a70b0e12dfb791ac2307a460f6ca94c1bc9a1d8d4,4.24,4,0.0,0.0,0.0
021e69b1a4350fa21263f184ed821b7850ba941dfc108a26779111d171c24ebe53,4.24,4,0.0,5.88,2.6999999999999993
03f02d965aea25de84613ad2be36573d2bd8c6d6dd47d9a516d233098c281d3ae7,4.24,4,0.25,599.94,1197.7600000000002
0218c47722e9613edf519bfa353d50b3d2bdb37d90f656d98f77bd944bf444c46c,4.24,4,0.0,28.38,84.08000000000001
0204a2b95b4c208383d7f02e741a8bfd5b5b7e8bea8d1543b1255da8342d9f2c6b,4.24,4,0.0,0.0,0.0
022457e61da38e1a7cac56a054eb0ef225d84dfc6b932dfa119ad7fe6fbecdb71d,4.24,4,0.25,0.0,0.0
03a511c490430787699573a9de1987881831e6dce1077cfcd2c52c97c9c94f5339,4.24,4,1.0,0.0,0.0
03984d92cdc95dfc197c190f8d99af095089ce70e00757920a15625919e2f0dab5,4.24,4,0.0,0.0,0.0
02f9f2ef60e438960698992ba8ab9b6f09cf2a5077f261e5cd7ee5cdc154fffcb2,4.24,4,0.0,28.32,113.28
030a4f1cb85c463a4115b78900f0159192f033324c12c88aec931b16b27abe22ad,4.24,4,0.0,28.65,55.17999999999999
035f4a5671b2dcab14b3e610ca916e9864c3203b8f4bb825cd8b5732e02f864034,4.24,4,0.25,28.38,84.08
03f259a1908e98d3b618c79581e0ee04295a55e2d61e609db40f4e6f38c526a46a,4.24,4,0.0,0.0,0.0
03cac8425d15440dec66f7a86155f2f457301aa434a6abdb82af2252ef477e7eb0,4.24,4,0.25,0.0,0.0
02ec7ef744397834c3015fc6486ef9d5d51820fddd42d951165f74b3af23591f17,4.24,4,0.75,0.0,0.0
020d41c5a32f06d7addc7378f2d4a6596358d8716a3eb5d5bbdd894a82a1fdd00c,3.79,13,0.5384615384615384,57.76,461.775
0283065d6d5b1fbeaa1f21e62755b4b834c4fabd2765d9522f5a79ec216fec3013,3.606,6,0.0,0.4,2.4000000000000004
0213cac619573fc6021aca72ff023e2d8df65a6df5286c3d52947024cb1332dec7,3.52,22,0.0,0.0,0.0
02f40890af885da4673f0ee9725ee74bb2c66d6491cc4334056a2701057993e61d,3.3600000000000003,6,0.0,29.94,27.14
03baa70886d9200af0ffbd3f9e18d96008331c858456b16e3a9b41e735c6208fef,3.2,2,0.0,597.79,1195.58
02251c2b931203848152b1c52e63ee91c74f53b0bfa8dd634a9b016d7b77c5afa9,3.2,1,0.0,0.0,0.0
02d35ad6428b083d63575e3b0ce33e06c507910c131970b07dc194953b43a9794c,3.2,2,1.0,0.0,0.0
03181fb04744983ee4599d486644c9f3fa0c1e03ccf400042c4784187c8186fcf6,3.2,2,1.0,0.0,0.0
02fa50c72ee1e2eb5f1b6d9c3032080c4c864373c4201dfa2966aa34eee1051f97,3.2,2,1.0,0.0,0.0
03939ff69d65a13c4bb2585042e7eb7e75a7c77289ab5794d1b973721d86c6839c,3.2,2,1.0,0.0,0.0
0265e5791c617b6e1dfe04137e71c0c959201592bd7fe3f1bb085c35595b72646c,3.2,2,0.0,0.34,0.6800000000000002
024bd94f0425590434538fd21d4e58982f7e9cfd8f339205a73deb9c0e0341f5bd,3.2,2,0.0,0.0,0.0
034955913a44e335be62b4e9ee33be036f72d150302163d2cd02ae6546ce9ce899,3.2,32,0.0,0.0,0.0
039d510570ab6e65fc8fb1f9ada5b63dc0f703a8d7dbde2fc11fb6f1e5810f6bbb,3.2,5,0.2,4.91,7.9
039dc7f11d43dcf73d755ad5216c9f4d091886d8865d9890f4fb9c7729883f84d5,3.2,2,1.0,0.0,0.0
02cf3cc45d8fee5055c4ba5a58fe22ae973685fa2cb43e2c5b6454eaa1d08066a8,3.18,3,1.0,0.0,0.0
03a21c0c2a4fdc1179f07710c32fe49804d3e2b0b1bdc760dc11cbf116da3bb363,3.18,3,0.6666666666666666,0.0,0.0
02b974116054be17576e6e8ed4110422e5a9d8775156fd829aa2eeb8aded87b290,3.18,3,0.3333333333333333,29.32,57.58
03aed93a4d0ef60f7c5f4642a096d05a41e217ad4977fed3fecb638879fbc884ce,3.18,3,0.0,0.0,0.0
02894f48a1d5454700cdf879b0ea69285aa5ca2e4e387d8c68d92fddadfb7bbfa7,3.18,3,0.0,0.0,0.0
02862de4eeb24594052ca26c0188133f89d172edad1bc5b59e740af3764c89aaf3,3.18,3,0.0,5.94,3.82
028556f65ac00347b2fe28fe9097754596dc4fe1364d693dc3a9be3dccabec3240,3.18,3,0.6666666666666666,0.0,0.0
02a0bc43557fae6af7be8e3a29fdebda819e439bea9c0f8eb8ed6a0201f3471ca9,3.18,3,0.3333333333333333,0.0,0.0
03c2c348fac3e4953a797ba632ae8379bd4ae0ccc8d2598b7207eb62019fcbd875,3.18,3,0.0,0.0,0.0
03fab7f8655169ea77d9691d4bd359e97782cb6177a6f76383994ed9c262af97a5,3.18,3,0.0,0.0,0.0
03f006cd6c04920a63902df45be3baa4e7df82eed9c1e7f46e8441d57199682fa3,3.18,3,0.0,29.44,27.32
03c1a4a429bec19c8f86b799ebb06583188f74dd0626f69f8303ff7f53cdc51110,3.18,3,0.0,0.0,0.0
03c73e43e92fab12af3461f723901f0bcdabdfdcf9b74973ad876bf0bff96a8676,3.18,3,0.0,29.44,57.82
03a8d7a71b22447a4b47ea944d28120b107300bef7dc7fd0fc2cc53585551ef1db,3.18,3,0.0,0.0,0.0
0238107198ba9e0e5fd5a0c67eac88e3633072885397c5925205891f8985e52078,3.18,3,0.0,0.0,0.0
0392600bfeb472a7757cd911bf64929c5d73b01e39d425f9ee6c86f8b5969f4a34,3.18,3,0.6666666666666666,0.0,0.0
0356c02ffe265f8ff38471e901785528d3da0668cd0a590ed67ee809d929c9bfd4,3.18,3,0.0,0.0,0.0
030b9d7e80a4cc1df746bfa4b79574d2334670d8b817ded494b98cd996f6ede960,3.18,3,0.0,0.0,0.0
034e2d76ccc789e7a79c4fc395a1f5810d614a361df7daf0b4647f976eae932d4f,3.18,3,1.0,0.0,0.0
030043d0a2cfb69d80867094eb030f8abde7a5dc36e1a0faece73e614cf779bde8,3.18,3,0.6666666666666666,0.0,0.0
02f24b1e34fd87719377d6aa74864988e23d7b0c80dc6a631f7afd3979fb09949e,3.18,3,0.0,0.0,0.0
02ee8c40b64c2bd14bba4a7a7a80b06065f3a683b2f02b9580be5e8bffe201beda,3.18,3,0.0,57.82,55.7
03620f31cf2bb95bb70c8c7bcdaa0698cd9bc7f17987290338af301eaa28c351be,3.18,3,0.3333333333333333,0.0,0.0
0361373e89c24abb40998754e3d313543f8308bb254cca965eb8c95c9bc6c2736d,3.18,3,0.0,0.0,0.0
035c0730794cb324eaf7a5e79e066ef54fe4c495f1fb54118ef9651f7fb1318198,3.18,3,0.0,58.64,175.92000000000002
0396948e401c19d1b2e25ca7996eaa6f57d885da9940349499a53e9ffac877de1b,3.18,3,0.0,0.0,0.0
03961c8b69c7e8e52a49d3f563d9b6160a2a235a19c8bc7eebde35fb3ae6fa0c32,3.18,3,0.0,4.44,2.32
02b57f86aa1b5abe288fbddb8c946cdc6ed17696152d5a22cfc045f90e713474ed,3.18,3,0.0,0.0,0.0
02b3877314aff657216ceac039244fe94e7116af10cfffac0232fefa5903c62a58,3.18,3,0.6666666666666666,1.6,4.800000000000001
027a0eaffb8e103f9059d2d40b7c2d8993affc169168ca1808f752ee36ccf196ee,3.18,3,1.0,0.0,0.0
038c4288a41c79e47f37efccb2a0e1deb3b48291a7813f0be12179f9e84a4c6d35,3.18,3,0.0,0.0,0.0
030e387dbd1eb8d31f721cf0a055f6b986ddeb0e8091bae4e0baad713e91d10209,3.18,3,0.0,0.0,0.0
02396bf51e81f8f67eaca3652271b4fe8d3f57bedb9578af711606391c5c66760e,3.18,3,0.0,27.38,82.14
031ac677972619e8e0a1b40593e01b04280dc4a18a7a9b5cb7c6e8e2673e31f644,3.18,3,0.0,3.14,5.220000000000001
034a0fa8e6d83688f3e19c2bcb93fb9d6f366d6c937dbc3c744cb21db6e093958b,3.18,3,0.6666666666666666,0.27,0.81
025537b1ae30299f02714199843650b58adf2ff59a013e40e56bb1330fefbe99df,3.18,3,1.0,0.0,0.0
026ba13a7a31fb7bdf7a5e592a2d82668c17d133dd9c5bd295ac1c199ccd3eca0d,3.18,3,0.6666666666666666,0.06,0.18000000000000005
033ac2f9f7ff643c235cc247c521663924aff73b26b38118a6c6821460afcde1b3,3.18,3,0.3333333333333333,5.82,10.580000000000002
033cfb88e57bf05550bf461878e58b08a56c4f7cc972b2428e5a35a70a0d2b25c9,3.18,3,0.0,0.0,0.0
033cfe09030dff97391e08cd08c77834efcb44b706bee7ac7d0866b02ed67f356a,3.18,3,0.0,0.0,0.0
025cb2d324ae423d32984c7fc74edd7185b9fc9bd473d389f12483e3738d526600,3.18,3,0.0,0.0,0.0
025b59ab9bc5541542f99688bb42df49404dab8fb32454387c7b1be86560ffda3f,3.18,3,0.6666666666666666,0.06,0.18000000000000005
03c80be3937717b502e66dc6cf8ba2881c9e68a8398bfa08c2866babfc88a729f3,3.18,3,0.6666666666666666,5.82,17.46
032060a40a94dc7b848d02314e4ccebe20f451dc87f28c1ed685caa58bfcc3989a,3.18,3,0.0,0.0,0.0
03d2a44997a0fb6deee0a31c389d9d6bcb6f929f1dd0ba67201d195f2b3c76087c,3.18,3,0.0,0.48,1.44
032a57d7e327f5be21d4fdc12b171b49a75a19b34af428699a7dcc06a9889ffccb,3.18,3,0.0,0.0,0.0
028b3ba3aa14be49e5096758c2b062114251eafd9a3dec502c64f3f079322672cb,3.18,3,0.6666666666666666,4.88,14.639999999999999
03ec0c1e45b709d708cd376a6f2daf19ac27be229647780d592e27d7fb7efb207a,3.18,3,0.0,0.0,0.0
029aee02904d4e419770b93c1b07aae2814a79032e23cafb4024cbea6fb71be106,2.8400000000000003,14,0.0,0.38,1.6800000000000002
02cca6c5c966fcf61d121e3a70e03a1cd9eeeea024b26ea666ce974d43b242e636,2.6,2,0.0,27.38,54.76
03d4d48ecccfe3f6a062f9ea3d948109ac008f4fdf8579607f20259eea1613c807,2.56,4,0.0,4.91,8.54
03f09c85dae5712b682d28bf2bf558102f3e5a6d27ba2a1daf8da49984c8ca53b7,2.28,38,0.05263157894736842,0.0,0.0
0384417e479afb21bff425f467382f9c064ac08bd422ea36542fa6799e026d77e6,2.24,14,0.0,30.16,88.72000000000001
02da8d5a759ee9e4438da617cfdb61c87f723fb76c4b6371b877d0347abe953a4f,2.2199999999999998,37,0.02702702702702703,30.18,179.22000000000003
02731b798b39a09f9f14e90ee601afb6ebb796d6e5797de14582a978770b33700f,2.2,18,0.0,0.0,0.0
03f78684b49e125d73c1801b3529f7d663f08ae7e1dd5db416fe69d9cb47b1c50f,2.18,3,0.3333333333333333,6.38,12.2
029ccbe1f4835d0fd4258d215a03a3ba6860ff2c49ab58b9207aa27455c5d1815c,2.18,8,0.0,0.0,0.0
031e47777e35627e1018bc886ee24f81633a54527cfce24df0183a8fee7b3a24ef,2.12,2,0.0,0.0,0.0
03e87608a34b8d715c0e49c7e8a2adb92fdf496e40a9b1fab2f0ecb32b502714ce,2.12,2,1.0,0.0,0.0
0251a08c8f96c02bac929be2fd91b6ae714b1b90fa29a11833d6f226ac9e5071ef,2.12,2,0.5,0.0,0.0
030ba3e4b6b3f8cbfae2ff7b243bfb12a2208afd17dd0fe0ab50e5b0c1212bb83f,2.12,2,1.0,0.0,0.0
020b95133888176c1def9d03b5426aa13d6c5c7f3406c946441ce2eaab23c40834,2.12,2,0.0,4.82,9.64
03ec167b8086f16f76f8e723b253089b3768f063be9013e47c00078fe1dc3c878d,2.12,2,0.0,0.0,0.0
020c7f6d847bf0fc99418351a5c02b0d36babf833f0613216dff3e808ebedea656,2.12,2,0.0,0.0,0.0
03d27806a058fbc2095b42379e71ddc97f0b698435c49b35d970cae5e0ed4841ea,2.12,2,0.0,0.0,0.0
03d0ba7c86a3c37a6ea564e44ec798de0a6a107484d778a40a55040c6326833c69,2.12,2,0.0,0.0,0.0
03317598ee590de12b4e267982ba2b3250cc6059549203b6d658b29ace439c63fc,2.12,2,0.0,58.88,57.82000000000001
032569bb9504f24ad4684fee59223d39f3adb1f846cdd8a0aeaae3f56e2525dda8,2.12,2,0.0,0.0,0.0
02dce7cacb2827e75b31ea694045c3736a234d629483cfc43eb7d9088c89e0c803,2.12,2,1.0,0.0,0.0
028686d520cfdc8f7d234e879ea6fc7a963009afbcdafd0c40387e1cacfa1173ea,2.12,2,0.0,0.0,0.0
022f3bfa1de8491bad95ea018b17d47efbfe713cd2da59ad5fc380198612b8954a,2.12,2,0.0,29.26,28.2
0225313f6c76ba1fff4bb1d67e6333eb6b514dc7af60346f585cc7dd9ed7cc13f4,2.12,2,1.0,0.0,0.0
021779d56f6992431e959991a664d678a2f41054073adb48c5a351d791c9cb0781,2.12,2,0.0,28.38,27.319999999999997
03ef1ec55ec0c5ada35a40fa5f6768be485bb2a354dd034a6c72ab6636af6566b9,2.12,2,0.0,4.06,2.999999999999999
02aaaacf06de5c658fd1544301fe9e41670d079e942382d584db9a372d504b72be,2.12,2,0.0,0.0,0.0
0324957a5ab4f045fc02a492eb7a3ff375a4bcec059a6a31cdb6360a5aab7c53e0,2.12,2,0.0,28.26,27.2
0251325d14723f7c44d109acad89e65f5285d487d9ec95a7d9ff667b48ad1b3efa,2.12,2,0.0,29.19,28.13
024cb8d75de288f7b4f36acc8877c98dd48e5174fe8db35a9c2331dc8ed76dd204,2.12,2,1.0,0.0,0.0
024bda1ec91b277d311aa60d04b1fb856efcc7897c876746b680c1f985fe973f73,2.12,3,0.0,0.0,0.0
03c7abcf7ef3d212faf3b48bc527bbd4e285579f71739d7be9ffeefbd5486a1727,2.12,2,0.0,28.32,56.64
02466ebef568d1cb84430ca695e1488928a64672cd891d2581638966f14d6ef78c,2.12,2,1.0,0.0,0.0
03a5fd566492a69f3653ca464c23d8678ec19634c440baa9a1366c9b39c89512cd,2.12,2,0.0,0.5,1.0
023062afced94dc97f5d756f94099b46b25407df418d3b4cf43d03dea3417cdc43,2.12,2,0.5,0.0,0.0
02354f446c12c9759409f533cc180dd400ace7e2efd93d4791c6147a883ca37cf0,2.12,2,0.5,0.0,0.0
037e7ab1c6168741e52601d1c109bcebd315c6415472c6ba746e6c3277bfff5368,2.12,2,0.0,0.0,0.0
036f709187264df770bd453270a95b579595a42cd89eab2ea437dfd537048a7250,2.12,2,0.5,29.26,58.52
037adcc69c3bc426516184dede4078dfa81a0d8131ae95b37d90e68edc89731f41,2.12,2,0.0,0.0,0.0
038d8ad0e91f31388608435fe9268177db539802b9f3e325df023e2cbffd9a1cf4,2.12,2,0.0,0.0,0.0
03a3ed01180122827529d364031b607148d882984b6635cc70b29c62ff38d9b5a6,2.12,2,0.0,0.17,0.33999999999999986
02d7ca7aae77a43a65a50cbf806cf7b43af2f89c1cf331f98a3415263fa2031368,2.12,2,0.0,0.0,0.0
02316000fd8baccf0ea45cadea711663feed67b68997de307e878441be7e9de34f,2.12,2,0.0,0.0,0.0
02ad3fea735a00896607a626caddb03338f52c0651670bb05815401e5e74cc4cee,2.12,2,0.0,0.0,0.0
026fa850551bcf59d3b78d04248115a6f032c587ba8084057ec0761f2a68846d36,2.12,2,0.0,0.0,0.0
026ba4fea7ba82e578ce294bd168daa25f7950db0409c15145036f25c905ccfd9a,2.12,2,1.0,0.0,0.0
0238a07a15115cb7e8e9b9d0588aa1f410616b2467593c9ab610cea745f24ef480,2.12,2,0.0,0.81,1.62
027af98624687e3f6a51683344852d9eb122a51f49477434fe7392d1cadcf50539,2.12,2,0.0,0.0,0.0
0279213a94ab9a2077377a4851c740da4b32fd8786d9d070b0454fc15a71e14afe,2.12,2,0.0,0.0,0.0
02cb2677db78e50a6d178092bf8c9b1f0e7d4b9a2bed918bc3f276c89c1649ba5b,2.12,2,1.0,0.0,0.0
036fda475a47bc45f90ac43fd61c3ab8bbc0bcfed64aaab46d6166d6415de4e056,2.12,2,0.0,0.0,0.0
0354d8382003663d8d825954224f80dcbd740b5031c5a588277a20c75586d41053,2.12,2,0.0,0.0,0.0
02ac68441b9f203eb21d49bcaa7e932c7d4260f1b8cd504c01d6e67a0d0949c0f7,2.12,2,0.0,5.82,4.760000000000001
02e4aaf7c4f4b8ccb105ddf90ff991a76d43a2b732bac12dda043add4ef51846ed,2.12,2,0.5,0.23,0.45999999999999996
02eba09307381af968573eef29f134126ecc354c2aeb1865b443732b87be78677c,2.12,2,1.0,0.0,0.0
03584abd04d69168600340ad5d11723d324f2fc95ea36cbb84804580e344af235e,2.12,2,0.5,0.0,0.0
037fa3a69a4d93910c804dd9d05e45a57c139141d1e628d5512f3f31af7d697aa6,2.12,2,0.0,0.44,0.8799999999999999
0384cbcc619ed15a7b0d3ef1dabb7adf554ed58ce93ef3fb82bafd046e82f4fb97,2.12,2,0.0,27.38,26.319999999999997
03783fe0ad682e695e1d132df84222066d483599b5b49b879a7c6aeb66f57adb56,2.12,2,0.5,0.0,0.0
02968175b4b2040feda8a0de90fd0310085ea85455c15ec85012f33e135dc31395,2.12,2,0.5,0.0,0.0
03a17e8ec9570e1b71d1c719aeeafa88b0604068863dc88028b490b96c2898dda8,2.12,2,1.0,0.0,0.0
02c1129d1788b698324cf22ac52928a031abc23389ce62c0c45a2a9457f0e401e0,2.12,2,0.0,0.0,0.0
02c2d7e11f38b46c863a6718d19d49f52e0859ddd4827192a7fd9d25ecd61657a4,2.12,2,0.0,0.0,0.0
027e8a9c0afcf99078d71b97fd53d53968ac376f9e1320337e352269c8bcc42b61,2.12,2,0.0,0.0,0.0
03e5df5eb4e8164c16d4dcc4d3a5bf9d4382036f758081b89c6825076d766426c0,2.12,2,0.0,0.0,0.0
03de5163824c2174f0f0094217dac8095800e5e421c4d70a236853523d820f3e77,2.12,2,0.0,0.0,0.0
03952f8756c036669440e06c782c7f21732886ccf04052e0e6e792f8f5a490f6aa,1.952,32,0.0,0.0,0.0
02c58cabc78496cb847adbe4af654b2b0b94c54aa829840edde7777897a57e9db3,1.83,3,0.0,0.0,0.0
033aa93d8abed5a070efd69e1119351eed005b3af4c0de43db350adc2278c914d5,1.7999999999999998,3,0.0,0.4,1.2000000000000002
035af8db31b4e3e3ef8cb948403fce5462b70cc5badbd2d5227182853d7e4ed0a7,1.6800000000000002,3,0.0,0.0,0.0
0269b91661812bae52280a68eec2b89d38bf26b33966441ad70aa365e120a125ff,1.68,28,0.03571428571428571,60.38,119.20000000000002
0207d58b94bd3946bf7eb8c27cea6cc29d147485efb33f284894e59062592f398a,1.6769999999999998,3,1.0,0.0,0.0
035736692722a47389d6be965d73a50b1ba63233a1b975aa55db7f90446f5708cb,1.6,1,0.0,0.0,0.0
037db7ce71ef503ed0e45aacbd346f3b1af40122d1d0eeb52d574711bb9a5bcf5f,1.6,1,0.0,0.0,0.0
035aef5661e1a6e370db60dc0455796800afd5b51fbc12a0a8b34836b15f5d7ef6,1.6,1,0.0,0.0,0.0
0312c02755c6a3475f872be27e71fdb7703a61a25777401a26125e1c772c7e0f6a,1.6,1,0.0,0.0,0.0
02588bb45bbfa7496510115c97e743302c28de881cf135a7253edac6de0d57924c,1.6,1,0.0,0.34,0.3400000000000001
032b31feacb6d645c9a83a015d2b52d549205ef515ddea9f0a6b8a4a657eefec3a,1.6,1,0.0,0.39,0.3900000000000001
03dbd26bedb44490bfbf19c876f41c4561e3c650517a6c6ba77cb5e581b0b886b8,1.6,1,0.0,7.09,7.09
03975535656e13c2b0b534f601d5f1f6d9ea4b13745604e8619269fd00ce927ae3,1.6,1,1.0,0.0,0.0
03f929098f02467c33f79976f6a6939db1db785814b814821302304fa8692cf3f4,1.6,1,0.0,0.84,0.8399999999999999
022a94ee8d3b1dd52066b33a46a8f1f7ed0d4a9dcf5b0f310ce52e94a392a79299,1.6,1,0.0,0.0,0.0
032b98bbdd48ca00300a627355900521c9302e6df363186a74e43213bcd3f781b2,1.6,1,0.0,0.21,0.20999999999999996
02c2fab8d99106ce621cae6d35aaddcc5a13f6ae9c65f2c9cf2adc6570dc08482d,1.6,1,0.0,0.0,0.0
038df0bd2fad1bfe42d177f18ea5e33543e2b855ef369d06bd94b81d2c87187c82,1.6,1,0.0,0.0,0.0
02009947c197575f5a948e1e4343c41dc2e6122a9bd644629afb919f30e1115ff8,1.6,1,1.0,0.0,0.0
02d11c4c4f986ff547288d873f6a33758aab744927355b01272ee560a3ba44d01e,1.5859999999999999,13,0.0,0.88,3.4240000000000013
03f18da23535adee245903c81750745197e3079d3b88b3898981c90a5f2411008c,1.5859999999999999,26,0.11538461538461539,29.54,116.81800000000001
0290cc884704073b2b633f69f852e8ca2a37660bb359a1e861f2b48760c298ac53,1.57,2,0.5,0.06,0.12000000000000005
032b12c7415455a1000c43a56ac21dd72472e62ca7dc456f4a66bb8463bf8bfed1,1.464,24,0.0,0.0,0.0
02ba3ea3146bce6cb5093c1e6dee21a33faf1fb38f2bc1dc805038ebf9f2ecbeab,1.451,13,0.0,0.1,0.2400000000000002
03935a378993d0b55056801b11957aaecb9f85f34b64245f864c22a2d25001de74,1.43,13,0.0,7.77,14.33
02f8220c901057c536fc8b4fdffd4f88b8ddd9cf811af03bbf85dd2c1eb25a7262,1.366,14,0.0,0.0,0.0
0371719964ae7f42264932ad3f54940f146a00289c23ad9ac2bb6cb825c4730a58,1.2400000000000002,4,0.0,0.0,0.0
031567fdf33cb9b4ab081019199295ffce38218751842a403e9fcf48778e4c3022,1.12,2,0.0,0.0,0.0
03a2b9adc3086b0ba7844bcda0159f11967e5558e430f168ee7ee797cb9830d742,1.12,2,0.0,0.0,0.0
035ee4232e84202c4c7a70f479beba74a424b7ee6235123400071844fa2efedd7e,1.12,2,0.0,0.0,0.0
0338f87cb05016c9427de7872192615f9313d622db1a88f6c2594625ffd0b2d270,1.06,1,0.0,0.0,0.0
025ec98aec0297b115008e29628762a6f9a6b14fae97aeb53d63a86e193374852f,1.06,1,0.0,600.0,600.0
021e6d24ce6ab022428b8f047ff82d6029d779cd3eed2e96254444f13bdd7ea796,1.06,1,0.0,0.6,0.6000000000000001
03e28223dc9b962d824c4a41dd6a2d178a72004594b87aa28cbfdf63e551fbef33,1.06,1,0.0,0.0,0.0
03e5a594f574f845409d474c105c5d233291f94d1fba4ee6a4de595c576bd2f4e1,1.06,1,0.0,0.0,0.0
026087e0cec86201f617c6b93528091fd522112cf499eec18f778576e5f883c150,1.06,1,0.0,0.0,0.0
03398603de59d47f16bed1232bcc3da6715745e6609e84b33548755322af391f23,1.06,1,0.0,0.0,0.0
033254519c33b0b86ad8796c44cd8a04b3333149881d1453ce963c14e4af910099,1.06,1,0.0,0.0,0.0
0348eb55a7cd2332c3bcf5cf1bd81732d96d99caa56290de57eb02fac3c997d217,1.06,1,0.0,0.06,0.06000000000000005
033eaea8087654758fc0762607abb6c5834ffc3bb3601efaa8b91ec397ee9a543c,1.06,1,0.0,0.0,0.0
031157d786ca2fb7b86f330366db3e0bb6925b336d285ed40705976eaa68ead610,1.06,1,1.0,0.0,0.0
03277a99c297a53859b42a9bb8cb2c5c17b9eaa44509bae150e2ea35ca5aa29bd9,1.06,1,0.0,22.5,22.5
032542eaf885bd6edf897a6b89da3efe8a2df414d7fefd0229d08d2ee318c799aa,1.06,1,0.0,0.0,0.0
03cf4b2e2d09408f448535906ef1241092afc0bb51d854766605d6241e63aafcad,1.06,1,0.0,0.06,0.06000000000000005
02425af7b5f27f324bd3312bc19b58ef9dd40a6a7cac581b70e0cb2f3e31ae77a6,1.06,1,0.0,0.0,0.0
02480676e5bda7b6c902e316c5c57b14cb7a855c287dc927f8c42abba503d64bff,1.06,1,0.0,0.0,0.0
