path_length,successful_transactions,share_of_successful_routes_pct
1.0,225,4.825219815569376
2.0,1717,36.82178854814497
3.0,1812,38.85910358138538
4.0,658,14.111087282865109
5.0,185,3.9674029594681537
6.0,51,1.0937164915290585
7.0,12,0.25734505683036674
8.0,3,0.06433626420759168
