path_length,successful_transactions,share_of_successful_routes_pct
1.0,228,4.888507718696398
2.0,1729,37.07118353344769
3.0,1767,37.88593481989708
4.0,673,14.429674099485421
5.0,203,4.352487135506004
6.0,46,0.9862778730703259
7.0,16,0.34305317324185247
8.0,2,0.04288164665523156
