metric,value
total_transactions,6998.0
successful_transactions,4664.0
failed_transactions,2334.0
success_rate_pct,66.64761360388682
failure_rate_pct,33.352386396113175
average_path_length,2.808319039451115
average_routing_fee,1.272134755574614
total_depletion_events,680.0
nodes_with_depletion_events,208.0
initial_active_directed_edges,32972.0
final_active_directed_edges,32767.0
runtime_seconds,8.881319599999188
