metric,value
total_transactions,6998.0
successful_transactions,4624.0
failed_transactions,2374.0
success_rate_pct,66.07602172049157
failure_rate_pct,33.92397827950843
average_path_length,2.8003892733564015
average_routing_fee,1.2961001297577854
total_depletion_events,696.0
nodes_with_depletion_events,214.0
initial_active_directed_edges,32859.0
final_active_directed_edges,32683.0
runtime_seconds,9.456718999999794
