pair_rank,node_a,node_b,pair_edge_betweenness,directions_present,aggregated_capacity,top_k,remove_pct
11,02d3aeee78423cf672c7ebfca94f8a0781c5bb83b8348f65c17370833f9d5a58be,031157d786ca2fb7b86f330366db3e0bb6925b336d285ed40705976eaa68ead610,0.005204081632653061,2,400000,200,80.0
12,03f6b29863195dc6c9cb156aac59e7356171bbe0e6fbe52e085a32392ab985db16,03fb822818be083e0a954db85257a2911a3d55458b8c1ea4124b157e865a836d12,0.005204081632653061,2,600000,200,80.0
13,02b646d30ed97b4e1a247f74805bd2bb5b5059151aa6842c3d8a02fda13be236a6,03deedbfee762a68a44d2587560507e513ac185908728aaf053ad4a3c096d8acb0,0.00520408163265306,2,1000000,200,80.0
14,02df5ffe895c778e10f7742a6c5b8a0cefbe9465df58b92fadeb883752c8107c8f,0320be91d3e5dbb7fcf8fc0328ad56423c8487c2ee6179fc931467132a489b6071,0.00520408163265306,2,150000,200,80.0
15,034e2d76ccc789e7a79c4fc395a1f5810d614a361df7daf0b4647f976eae932d4f,03fafb88f3da97ed0cf8c02444cc5660f657cf80087a646ebb4f760f49ee4cf905,0.00520408163265306,2,1490198,200,80.0
16,0392600bfeb472a7757cd911bf64929c5d73b01e39d425f9ee6c86f8b5969f4a34,03f456e8c3479654da4498b64c1aa80656a33561d52f3444f5930f5c4a410a6fb6,0.005185121699536119,2,2169000,200,80.0
17,0240412b9cd5fff35d961c2f706c350e296c1a6b04d2add8141cb22bbc8d221120,032b2b3f4abda9677bb9563e226c068d3a2456fb8b036635a81c9bcaa1671d1ada,0.005127578263811259,2,100000,200,80.0
18,021d7477153209bf1c81060483b4c2519bde173a18cbb3b7b94fb552b79e127323,02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b,0.005122468979123084,2,100000,200,80.0
19,0303a518845db99994783f606e6629e705cfaf072e5ce9a4d8bf9e249de4fbd019,03c0441b4c8596b76aa002e4d4534ceae0b04a3b4c225078678447c53625a60cf7,0.005047694094995374,2,31000,200,80.0
20,02cc0690ceeccf834d695d31526a067cc4324062e6c19697248d111a50fb6e5967,03fab7f8655169ea77d9691d4bd359e97782cb6177a6f76383994ed9c262af97a5,0.005034912012612103,2,970181,200,80.0
21,028dcc199be86786818c8c32bffe9db8855c5fca98951eec99d1fa335d841605c2,03238e5f00ed7e8bc3ebddb7d18ca81d50c7f1f50a7158388d650f14514249c720,0.005032435439703939,2,51146,200,80.0
22,0217890e3aad8d35bc054f43acc00084b25229ecff0ab68debd82883ad65ee8266,0366b4925b67feb6993e2cc735e0efb48dfe9a011e94b0d3ec7e56f0959dd65cc9,0.005022656358281126,2,100000,200,80.0
23,02d35ad6428b083d63575e3b0ce33e06c507910c131970b07dc194953b43a9794c,03dd80145ece2ff7d69114e2aa4b809c4e93135a869d5833c4b3d1b7b77294c5b8,0.0050182897324859985,2,200000,200,80.0
24,028dcc199be86786818c8c32bffe9db8855c5fca98951eec99d1fa335d841605c2,0295a224d52bf557582c2d8879c9f0f8c65161432ceea2ee42c80faf379f41b586,0.005007570682090152,2,400000,200,80.0
25,0217890e3aad8d35bc054f43acc00084b25229ecff0ab68debd82883ad65ee8266,03abbe5852b4bc77f1aedd62662748cff16bdd1cc023ecba0fc7998a9bdad68f81,0.0050055134487970694,2,1000000,200,80.0
26,0240412b9cd5fff35d961c2f706c350e296c1a6b04d2add8141cb22bbc8d221120,026b6c5dbd4da34c7991514cd04b1657cd9da218828769ba97bf3a75c4d2e4e874,0.004988181043870947,2,301677,200,80.0
27,02e588464f41b295e8c20fd1e1362437f40375cae6a8155cf20a9a9e2ec9b3b2e4,0350b55e93c1404720688c05e094b02c938fe10b9dc36274ef5af30c40becababd,0.004983682815060764,2,20000,200,80.0
28,028dcc199be86786818c8c32bffe9db8855c5fca98951eec99d1fa335d841605c2,036c71029834ef4bf454d2ed62066863a4d9a293bdd2341431824e81cb1d40a42a,0.004983043189925125,2,20000,200,80.0
29,02740cd09c60e9c02348e6fdd221d88d41cc5c52a64879d8c53553305905b16c16,03ab2157b6b046ad0f499d3b6552acedadeda7a09c6c3542df52efc2ac8d756b0f,0.0049789164304463365,2,300000,200,80.0
30,021d7477153209bf1c81060483b4c2519bde173a18cbb3b7b94fb552b79e127323,033da2da73624b756f7fd8def7db4d54858eeb621d19e02602272486483e1668bc,0.004974197288471247,2,50000,200,80.0
31,02c88a0df5e9ea7df582647f79b70b8e441047de308fd6b24408b8bd775f2234bd,03352f88f271b0f15b0d1d2e0660bac75254757132d1dfd06166daffff661f6a33,0.004967027756806039,2,100000,200,80.0
32,029f2dab31a96c45ebb750533fa552f4f1fb555b721cb07565565584d31ce67a34,03e81a5b8af31bc00a1c1c08419d3272b4982db02feafd739904df2edfcbdf6f7e,0.004963127173443582,2,500000,200,80.0
33,0395033b252c6f40e3756984162d68174e2bd8060a129c0d3462a9370471c6d28f,039ed0b01f0dd48641e99f78cc282b8b1339ea87fa2571f7aebb37636553511909,0.0048114992607554115,2,3843066,200,80.0
34,023e6cb005e98137ec507aa64eb7f7049ccf246b4fca4d169f7c8ac8d3f856193c,0279c22ed7a068d10dc1a38ae66d2d6461e269226c60258c021b1ddcdfe4b00bc4,0.004310247285127043,2,500000,200,80.0
35,0205823109f3d6e1ac5f3e5ab41ab88bf463ffa7b59a81d07d8b688fb737e11955,03817e6563dc36585b4510ff5fa50c0fe9a763ef14aa0bb8d10ead54c99c2da41d,0.004307495447608012,2,100000,200,80.0
36,021f0f2a5b46871b23f690a5be893f5b3ec37cf5a0fd8b89872234e984df35ea32,03fb822818be083e0a954db85257a2911a3d55458b8c1ea4124b157e865a836d12,0.003967959158145219,2,60000,200,80.0
37,03398603de59d47f16bed1232bcc3da6715745e6609e84b33548755322af391f23,03e81a5b8af31bc00a1c1c08419d3272b4982db02feafd739904df2edfcbdf6f7e,0.003908091595565071,2,500000,200,80.0
38,03b036004195f1f5010b8da057495d903c39351c27357c25c3e1f0efa086106e8c,03fce165537aea120bffe8505876b44d5119354f825b3eac329b761fc5636bf334,0.0038854189309632217,2,200000,200,80.0
39,02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b,0370f6269ca41ac1808ccb11794ef727c91670f6a3c4f4b233d67b9e6e2fe2c5c0,0.003855287161588025,2,23162,200,80.0
40,0331f80652fb840239df8dc99205792bba2e559a05469915804c08420230e23c7c,0391e755e11d6c399b85f4df22477d565ef920b47fce3141f471e84bcac624ab37,0.0038248831001842106,2,600000,200,80.0
41,02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b,0331f80652fb840239df8dc99205792bba2e559a05469915804c08420230e23c7c,0.0037974126324623924,2,306943,200,80.0
42,03730a3b06d33de3bce53a13b81b336e4b3cd3ee55fcd1fe0e7b46e19807969d9a,03d37fca0656558de4fd86bbe490a38d84a46228e7ec1361801f54f9437a18d618,0.0037931280128164395,2,79900,200,80.0
43,02c88a0df5e9ea7df582647f79b70b8e441047de308fd6b24408b8bd775f2234bd,02cdf83ef8e45908b1092125d25c68dcec7751ca8d39f557775cd842e5bc127469,0.003733094423962173,2,500000,200,80.0
44,02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b,03e81a5b8af31bc00a1c1c08419d3272b4982db02feafd739904df2edfcbdf6f7e,0.003683562622407908,2,355739,200,80.0
45,032679fec1213e5b0a23e066c019d7b991b95c6e4d28806b9ebd1362f9e32775cf,03b2a5bbe977bb5dd39daaa7e785c899e40df7ed92f16452bd1d0b7e765328d06e,0.003550040961424176,2,9000000,200,80.0
46,032b2b3f4abda9677bb9563e226c068d3a2456fb8b036635a81c9bcaa1671d1ada,0331f80652fb840239df8dc99205792bba2e559a05469915804c08420230e23c7c,0.0035280551385959394,2,20000,200,80.0
47,03abf6f44c355dec0d5aa155bdbdd6e0c8fefe318eff402de65c6eb2e1be55dc3e,03d2d3c94999a2c43f67107aebec4e693a3fc9ac6133c28254cf34c0436f291bd9,0.0034351515649299366,2,698709,200,80.0
48,023786620266d311ae77723727f7ba8a1f6f8641e61e70a01df8aeb6a7de6f2b51,032b2b3f4abda9677bb9563e226c068d3a2456fb8b036635a81c9bcaa1671d1ada,0.00342037103101903,2,200000,200,80.0
49,02b9ea7012eb3509f2c81c233944849b9bf789b7bf27fdb5fd2e65380831b67f11,032ebdae3314f072acd70e66e18572e6ba27f96918009369585e7cdcf36af3cf9e,0.0033854477526061924,2,348692,200,80.0
50,02643b2c991d7f21b2abdb04c57d3b6cbc566ea3b41b9fde46c00a2f5aceeff0cb,0279c22ed7a068d10dc1a38ae66d2d6461e269226c60258c021b1ddcdfe4b00bc4,0.0033767691932968884,2,90000,200,80.0
51,02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b,0350052352bbf3d13cafe5217d1d9d63bf32fd881cbef62675b4b271ecc357cee4,0.0032573453166266815,2,80000,200,80.0
52,03139a07b14bb888125882a3a63b48ab99a755850316842fcaab3ab01d3aef7c1b,03864ef025fde8fb587d989186ce6a4a186895ee44a926bfc370e2c366597a3f8f,0.003209686289311924,2,400000,200,80.0
53,0217890e3aad8d35bc054f43acc00084b25229ecff0ab68debd82883ad65ee8266,0279c22ed7a068d10dc1a38ae66d2d6461e269226c60258c021b1ddcdfe4b00bc4,0.003200462750367578,2,5000000,200,80.0
54,0217890e3aad8d35bc054f43acc00084b25229ecff0ab68debd82883ad65ee8266,02fdef31e3cb364ddfd727664193425da232ac2839ea4d910150ac6ee6541e6e08,0.003183684393182352,2,336379,200,80.0
55,02ca16a1dcf909619ce63af162f3277d000a42faa3ad6fb0eb842f7e5005fb256a,03a5927b64b1ea8657d5b770d61a3e2d0554fdb5d568773e0d6a92907913ca21f6,0.002944613424104229,2,1000000,200,80.0
56,02529db69fd2ebd3126fb66fafa234fc3544477a23d509fe93ed229bb0e92e4fb8,02659ef3f20f12bc7accd2740bab8df59893a8b78e60087f1a83483f6d204b1091,0.0029258255157703526,2,500000,200,80.0
57,02a45def9ae014fdd2603dd7033d157faa3a55a72b06a63ae22ef46d9fafdc6e8d,03bd45e49b079dc69f0402ec3004711276a372413bd483fa39e3ff4e3e810b197d,0.002894156265025633,2,54000,200,80.0
58,02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b,03f456e8c3479654da4498b64c1aa80656a33561d52f3444f5930f5c4a410a6fb6,0.002806296937600818,2,100000,200,80.0
59,0252caf93a748b4a63778c28057ee4736b64fcd9706978ab90b6ce5a4642543961,0279c22ed7a068d10dc1a38ae66d2d6461e269226c60258c021b1ddcdfe4b00bc4,0.0027806098606468614,2,20000,200,80.0
60,0279c22ed7a068d10dc1a38ae66d2d6461e269226c60258c021b1ddcdfe4b00bc4,02a2584ad1c54300f0576507ed63a79727c55314628486f24582ac071153d18a03,0.0027454933771469763,2,1000000,200,80.0
61,02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b,032b2b3f4abda9677bb9563e226c068d3a2456fb8b036635a81c9bcaa1671d1ada,0.002735294701132094,2,20000,200,80.0
62,023bec8451cbc019ac4dc8642093874e080d057f14fa90e763bcd47ffe16809efa,0390b5d4492dc2f5318e5233ab2cebf6d48914881a33ef6a9c6bcdbb433ad986d0,0.0026307969855238903,2,2000000,200,80.0
63,021607cfce19a4c5e7e6e738663dfafbbbac262e4ff76c2c9b30dbeefc35c00643,03f86226c21a84c2596c24ae70102da3f409e96d8b8766eace2e9724cc78de7314,0.002627076484833053,2,2000000,200,80.0
64,0279c22ed7a068d10dc1a38ae66d2d6461e269226c60258c021b1ddcdfe4b00bc4,0331f80652fb840239df8dc99205792bba2e559a05469915804c08420230e23c7c,0.002607618281290486,2,10000002,200,80.0
65,023bec8451cbc019ac4dc8642093874e080d057f14fa90e763bcd47ffe16809efa,0331f80652fb840239df8dc99205792bba2e559a05469915804c08420230e23c7c,0.0025741966238019345,2,6000000,200,80.0
66,0390b5d4492dc2f5318e5233ab2cebf6d48914881a33ef6a9c6bcdbb433ad986d0,03be8dbb87bd9f23d44c6448a72c2b0ee36c6405d9b39f1ed7ca423b04cc4d2157,0.0025687730415605444,2,9000000,200,80.0
67,0331f80652fb840239df8dc99205792bba2e559a05469915804c08420230e23c7c,03e99d95d056bd84e5cc73e546924af49597b2fd8379f2dcaf8e06ac230e47d336,0.002555365254568254,2,2000000,200,80.0
68,028dcc199be86786818c8c32bffe9db8855c5fca98951eec99d1fa335d841605c2,02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b,0.002498895468763094,2,1000000,200,80.0
69,0279c22ed7a068d10dc1a38ae66d2d6461e269226c60258c021b1ddcdfe4b00bc4,033c87f6e5e202a4569d6d074da09cad4210a25bb89f00d6f53caa7429f6e55eed,0.002434902841264398,2,5000001,200,80.0
70,0390b5d4492dc2f5318e5233ab2cebf6d48914881a33ef6a9c6bcdbb433ad986d0,03bb23b522d2a5d9c239addb6b788c4c1b0ded20a6a6d87c1b041fcd40fc21d2d6,0.00242984485927362,2,500000,200,80.0
71,02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b,03b7426d09cec1f310d1b83d4c3c660c747fb26b69687f4dc9987bec8455f320fc,0.0024269368844720943,2,20000,200,80.0
72,02551a0f955f86c892682487cc9403c4caf09ec37ae427b4475ea62379e94b15fe,0279c22ed7a068d10dc1a38ae66d2d6461e269226c60258c021b1ddcdfe4b00bc4,0.0024050877267262046,2,5000001,200,80.0
73,02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b,032542eaf885bd6edf897a6b89da3efe8a2df414d7fefd0229d08d2ee318c799aa,0.002389879681838073,2,1000000,200,80.0
74,020bbb584a5008a9d1dfcf9aca44b254919d9f33e37e8dbdba9e0dab3cbfc628dc,03bb88ccc444534da7b5b64b4f7b15e1eccb18e102db0e400d4b9cfe93763aa26d,0.0023710584683412674,2,400000,200,80.0
75,020e8091a59f0983ea4adf0f3e0d575e15d9cee676e827eafd3946f65ae869fafc,032b2b3f4abda9677bb9563e226c068d3a2456fb8b036635a81c9bcaa1671d1ada,0.002365459919641606,2,20000,200,80.0
76,024d2387409269f3b79e2708bb39b895c9f4b6a8322153af54eba487d4993bf60f,03bd45e49b079dc69f0402ec3004711276a372413bd483fa39e3ff4e3e810b197d,0.0023103596113484646,2,299597,200,80.0
77,0216d9f16d8296114685c7c0f958264272e590fd7aa0d94899fa9b91f6b6db89fb,0279c22ed7a068d10dc1a38ae66d2d6461e269226c60258c021b1ddcdfe4b00bc4,0.002288788745525566,2,995933,200,80.0
78,0279c22ed7a068d10dc1a38ae66d2d6461e269226c60258c021b1ddcdfe4b00bc4,02c9b8e793f5e30ca3caeb7c547b349f48e24c8b1202cb295554912a45c6a25187,0.002223698096693838,2,5000001,200,80.0
79,0356adcf4972155ef2efe4261366cd730c5823caabd90b8f0659f6dd3ee4bc2cda,03e50492eab4107a773141bb419e107bda3de3d55652e6e1a41225f06a0bbf2d56,0.002178377112193309,2,5999000,200,80.0
80,0279c22ed7a068d10dc1a38ae66d2d6461e269226c60258c021b1ddcdfe4b00bc4,0320f5037e422f23204db9dd1cf32389752b1de8edbd4b90e412a877728e07a182,0.002163627600263287,2,5000001,200,80.0
81,038e87f3c1040381d303ee118f609075149b585e2c75b50cfe08c65556ca7edf7a,03d37fca0656558de4fd86bbe490a38d84a46228e7ec1361801f54f9437a18d618,0.002158237043009489,2,100000,200,80.0
82,022755c3ff4e5a1d71f573cda4b315887fc00a9e5c9ea9a847d939f3e517e69a70,036c977839833af6b6994ee2c9a7155ad8c256a114378bb3718c3cfa24384c867d,0.002146266487432021,2,9000000,200,80.0
83,02529db69fd2ebd3126fb66fafa234fc3544477a23d509fe93ed229bb0e92e4fb8,03a511c490430787699573a9de1987881831e6dce1077cfcd2c52c97c9c94f5339,0.002125744212381647,2,693787,200,80.0
84,0205823109f3d6e1ac5f3e5ab41ab88bf463ffa7b59a81d07d8b688fb737e11955,02ca16a1dcf909619ce63af162f3277d000a42faa3ad6fb0eb842f7e5005fb256a,0.0020974524848454868,2,50000,200,80.0
85,0217890e3aad8d35bc054f43acc00084b25229ecff0ab68debd82883ad65ee8266,03864ef025fde8fb587d989186ce6a4a186895ee44a926bfc370e2c366597a3f8f,0.0020920743527564813,2,10204947,200,80.0
86,0279c22ed7a068d10dc1a38ae66d2d6461e269226c60258c021b1ddcdfe4b00bc4,032b2b3f4abda9677bb9563e226c068d3a2456fb8b036635a81c9bcaa1671d1ada,0.002091240603414646,2,5000001,200,80.0
87,0331f80652fb840239df8dc99205792bba2e559a05469915804c08420230e23c7c,03864ef025fde8fb587d989186ce6a4a186895ee44a926bfc370e2c366597a3f8f,0.002084594151061909,2,15000000,200,80.0
88,0279c22ed7a068d10dc1a38ae66d2d6461e269226c60258c021b1ddcdfe4b00bc4,028d7b9a15f7f45f9116a6b6f1f820ffc38b3b4323e109fdcf7e04ecd12f1db7a0,0.002084319065537023,2,750000,200,80.0
89,020e8091a59f0983ea4adf0f3e0d575e15d9cee676e827eafd3946f65ae869fafc,030c3f19d742ca294a55c00376b3b355c3c90d61c6b6b39554dbc7ac19b141c14f,0.0020811271252890763,2,1500000,200,80.0
90,02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b,03c7719568a591e68acd3ecbc8af31be007861aba106f36210925495901ef8438f,0.0020792676170420217,2,100000,200,80.0
91,024300c307415b88acd0c027c5dcf405e5a59f8b19867ee253ff10093932559849,0331f80652fb840239df8dc99205792bba2e559a05469915804c08420230e23c7c,0.002065661980077387,2,1000000,200,80.0
92,02529db69fd2ebd3126fb66fafa234fc3544477a23d509fe93ed229bb0e92e4fb8,0331f80652fb840239df8dc99205792bba2e559a05469915804c08420230e23c7c,0.0020556966586954433,2,2477850,200,80.0
93,02a0bc43557fae6af7be8e3a29fdebda819e439bea9c0f8eb8ed6a0201f3471ca9,02fdef31e3cb364ddfd727664193425da232ac2839ea4d910150ac6ee6541e6e08,0.002045703304427203,2,20000,200,80.0
94,0279c22ed7a068d10dc1a38ae66d2d6461e269226c60258c021b1ddcdfe4b00bc4,03a21580b22df4530e1d497126bab62de6b69951abe0d3238a647780b61c7ea490,0.0020395105263967483,2,1000000,200,80.0
95,022c699df736064b51a33017abfc4d577d133f7124ac117d3d9f9633b6297a3b6a,02425af7b5f27f324bd3312bc19b58ef9dd40a6a7cac581b70e0cb2f3e31ae77a6,0.0020190198782437203,2,300000,200,80.0
96,02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b,0354127ba0c74e9434844ecd110d3484708b43d55be48fa7eaeeb3dd874e83cc7f,0.00201530284973537,2,500000,200,80.0
97,02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b,02c68169a28016de14cb59bf33983f18dbdb030601baef508105c7fde8d0d85159,0.0020019610458082635,2,5000000,200,80.0
98,03139a07b14bb888125882a3a63b48ab99a755850316842fcaab3ab01d3aef7c1b,0331f80652fb840239df8dc99205792bba2e559a05469915804c08420230e23c7c,0.0019943953433411406,2,40000,200,80.0
99,02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b,03a7fb52da76a723f7e3cd5d777c0372f1ae1217c82a60e15d12b74089b3d82724,0.0019875483953407133,2,300000,200,80.0
100,03864ef025fde8fb587d989186ce6a4a186895ee44a926bfc370e2c366597a3f8f,03f456e8c3479654da4498b64c1aa80656a33561d52f3444f5930f5c4a410a6fb6,0.0019782678317480295,2,100000,200,80.0
101,0331f80652fb840239df8dc99205792bba2e559a05469915804c08420230e23c7c,03cbc081bea4020f23b595b813b27cd044b1245c63d2383efb36814fe3fb982733,0.0019698099769509822,2,300000,200,80.0
102,02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b,0361c37f8b01ea5f0b926abded5ed0300d5130a0654b0b5a4ff6241dfd0316cc15,0.0019654289014886094,2,58279,200,80.0
103,02529db69fd2ebd3126fb66fafa234fc3544477a23d509fe93ed229bb0e92e4fb8,033c87f6e5e202a4569d6d074da09cad4210a25bb89f00d6f53caa7429f6e55eed,0.0019606237403113486,2,188100,200,80.0
104,035c88f0bcca34be4ff2938fece90ce0e015cea5927101a99e9c35cc99b79a5f94,0390b5d4492dc2f5318e5233ab2cebf6d48914881a33ef6a9c6bcdbb433ad986d0,0.0019488805523054922,2,124017,200,80.0
105,0350052352bbf3d13cafe5217d1d9d63bf32fd881cbef62675b4b271ecc357cee4,03bb88ccc444534da7b5b64b4f7b15e1eccb18e102db0e400d4b9cfe93763aa26d,0.0019467363160263831,2,400000,200,80.0
106,0217890e3aad8d35bc054f43acc00084b25229ecff0ab68debd82883ad65ee8266,02529db69fd2ebd3126fb66fafa234fc3544477a23d509fe93ed229bb0e92e4fb8,0.0019365867090503162,2,1500000,200,80.0
107,0279c22ed7a068d10dc1a38ae66d2d6461e269226c60258c021b1ddcdfe4b00bc4,03b99d5aed3eb17ec8e68e9111756aaba989c00d747f05b59fb4905f7b2ec34068,0.0019252893317850419,2,5000001,200,80.0
108,032cc4541b25e86e39a7d450a979c1a9adbe2878df3a93fcb59c96c700bfe26aa3,0356adcf4972155ef2efe4261366cd730c5823caabd90b8f0659f6dd3ee4bc2cda,0.0018933420215249274,2,1998000,200,80.0
109,024655b768ef40951b20053a5c4b951606d4d86085d51238f2c67c7dec29c792ca,03864ef025fde8fb587d989186ce6a4a186895ee44a926bfc370e2c366597a3f8f,0.001891763337703359,2,10000000,200,80.0
110,032b2b3f4abda9677bb9563e226c068d3a2456fb8b036635a81c9bcaa1671d1ada,03dbeda8d7c9a54021e96ccb5f36be46f9f31eb40468c4679f8b328b252242ffd0,0.0018619908927862694,2,678486,200,80.0
111,0331f80652fb840239df8dc99205792bba2e559a05469915804c08420230e23c7c,03d37fca0656558de4fd86bbe490a38d84a46228e7ec1361801f54f9437a18d618,0.0018403773986321664,2,9000000,200,80.0
112,02643b2c991d7f21b2abdb04c57d3b6cbc566ea3b41b9fde46c00a2f5aceeff0cb,0331f80652fb840239df8dc99205792bba2e559a05469915804c08420230e23c7c,0.001818055895934462,2,255900,200,80.0
113,02a0bc43557fae6af7be8e3a29fdebda819e439bea9c0f8eb8ed6a0201f3471ca9,02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b,0.0018102794405967305,2,344853,200,80.0
114,0331f80652fb840239df8dc99205792bba2e559a05469915804c08420230e23c7c,03e81a5b8af31bc00a1c1c08419d3272b4982db02feafd739904df2edfcbdf6f7e,0.0018076767867650767,2,1243310,200,80.0
115,024cb8d75de288f7b4f36acc8877c98dd48e5174fe8db35a9c2331dc8ed76dd204,03bc9337c7a28bb784d67742ebedd30a93bacdf7e4ca16436ef3798000242b2251,0.0018047739158624872,2,232097,200,80.0
116,02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b,0357e23939805a0a739b693107f1efd33936023afb7dea6472cd2118df6a0a7036,0.0018033572451801871,2,100000,200,80.0
117,03620f31cf2bb95bb70c8c7bcdaa0698cd9bc7f17987290338af301eaa28c351be,03d2d3c94999a2c43f67107aebec4e693a3fc9ac6133c28254cf34c0436f291bd9,0.0017693970737475036,2,182000,200,80.0
118,03e50492eab4107a773141bb419e107bda3de3d55652e6e1a41225f06a0bbf2d56,03e99d95d056bd84e5cc73e546924af49597b2fd8379f2dcaf8e06ac230e47d336,0.001767138513582984,2,1000000,200,80.0
119,02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b,0349382bd894403988032f446cd2ad58a311685260885f50b483807ff356caf108,0.0017416155942400963,2,300000,200,80.0
120,02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b,02e6a169b0826dfea51ee8bb81f629ec7445b267ef36354f2dd5012e1e8b69088c,0.0017353012667789395,2,100000,200,80.0
121,02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b,038bcc6471941c7d6c14a8ce5b7159d8f73a3a0bb9a93e8896bcb892e14552658a,0.0017312313314630271,2,95993,200,80.0
122,021607cfce19a4c5e7e6e738663dfafbbbac262e4ff76c2c9b30dbeefc35c00643,02251c2b931203848152b1c52e63ee91c74f53b0bfa8dd634a9b016d7b77c5afa9,0.0017305409142848948,2,750000,200,80.0
123,0279c22ed7a068d10dc1a38ae66d2d6461e269226c60258c021b1ddcdfe4b00bc4,028dcc199be86786818c8c32bffe9db8855c5fca98951eec99d1fa335d841605c2,0.0017243512848250607,2,5000001,200,80.0
124,02247d9db0dfafea745ef8c9e161eb322f73ac3f8858d8730b6fd97254747ce76b,03be8dbb87bd9f23d44c6448a72c2b0ee36c6405d9b39f1ed7ca423b04cc4d2157,0.0017085915256647435,2,9000000,200,80.0
125,039edc94987c8f3adc28dab455efc00dea876089a120f573bd0b03c40d9d3fb1e1,03dbeda8d7c9a54021e96ccb5f36be46f9f31eb40468c4679f8b328b252242ffd0,0.0016958304184863178,2,16777215,200,80.0
