metric,value
total_transactions,6998.0
successful_transactions,4655.0
failed_transactions,2343.0
success_rate_pct,66.51900543012289
failure_rate_pct,33.480994569877105
average_path_length,2.8174006444683135
average_routing_fee,1.356820157536699
total_depletion_events,704.0
nodes_with_depletion_events,204.0
initial_active_directed_edges,32904.0
final_active_directed_edges,32707.0
runtime_seconds,8.769394700000703
