path_length,successful_transactions,share_of_successful_routes_pct
1.0,221,4.747583243823845
2.0,1715,36.8421052631579
3.0,1749,37.57250268528464
4.0,705,15.14500537056928
5.0,209,4.489795918367347
6.0,41,0.8807733619763695
7.0,14,0.3007518796992481
8.0,1,0.021482277121374866
