path_length,successful_transactions,share_of_successful_routes_pct
1.0,226,4.844587352625938
2.0,1761,37.749196141479096
3.0,1748,37.47052518756699
4.0,678,14.533762057877814
5.0,193,4.137191854233655
6.0,48,1.0289389067524115
7.0,10,0.21436227224008575
8.0,1,0.021436227224008574
