metric,value
total_transactions,6998.0
successful_transactions,4665.0
failed_transactions,2333.0
success_rate_pct,66.66190340097171
failure_rate_pct,33.33809659902829
average_path_length,2.7942122186495175
average_routing_fee,1.271612826009289
total_depletion_events,638.0
nodes_with_depletion_events,206.0
initial_active_directed_edges,32960.0
final_active_directed_edges,32784.0
runtime_seconds,8.547880100000839
