metric,value
total_transactions,6998.0
successful_transactions,4672.0
failed_transactions,2326.0
success_rate_pct,66.76193198056588
failure_rate_pct,33.238068019434124
average_path_length,2.779751712328767
average_routing_fee,1.2834158461757987
total_depletion_events,622.0
nodes_with_depletion_events,210.0
initial_active_directed_edges,32987.0
final_active_directed_edges,32803.0
runtime_seconds,8.696391499999663
