selector,budget,jam_ratio,successful_transactions_mean,failed_transactions_mean,success_ratio_mean,average_successful_fee_mean,average_successful_path_length_mean,depletion_events_mean,locked_capacity_sat_mean,locked_capacity_percent_mean,net_lost_successful_transactions_mean,lost_successful_transactions_mean,throughput_drop_percent_mean,CAF_mean,successful_transactions_std,failed_transactions_std,success_ratio_std,average_successful_fee_std,average_successful_path_length_std,depletion_events_std,locked_capacity_sat_std,locked_capacity_percent_std,net_lost_successful_transactions_std,lost_successful_transactions_std,throughput_drop_percent_std,CAF_std,runs
hybrid,5,0.8,4321.0,2745.0,0.6115199547127087,9.099093034019901,3.0164313816246238,2189.0,17577016.0,0.014090240433181125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
hybrid,10,0.8,4274.0,2794.0,0.6046972269383135,8.46203065044455,3.026204960224614,2177.0,29417030.0,0.023581535428431204,47.0,47.0,0.6822727774395188,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
hybrid,20,0.8,4281.0,2778.0,0.6064598385040374,8.559877832282178,3.0385423966363,2241.0,97526682.0,0.07818018701413242,40.0,40.0,0.5060116208671306,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
hybrid,50,0.8,4235.0,2825.0,0.5998583569405099,8.684352184179456,3.0646989374262104,2239.0,213291904.0,0.17098091108359842,86.0,86.0,1.1661597772198773,1.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
hybrid,100,0.8,4295.0,2766.0,0.6082707831751877,8.01871618160652,3.058672875436554,2334.0,505934926.0,0.4055719554948178,26.0,26.0,0.3249171537521023,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
hybrid,200,0.8,4257.0,2819.0,0.6016110797060487,8.748941977918722,3.1082922245712945,2508.0,937651792.0,0.7516485842581663,64.0,64.0,0.9908875006660045,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
