seed,selector,budget,total_transactions,successful_transactions,failed_transactions,success_ratio,average_successful_fee,average_successful_path_length,depletion_events,channels_jammed,jam_ratio,locked_capacity_sat,locked_capacity_percent,net_lost_successful_transactions,lost_successful_transactions,throughput_drop,throughput_drop_percent,CAF
20260606,hybrid,5,7066,4321,2745,0.6115199547127087,9.099093034019901,3.0164313816246238,2189,5,0.8,17577016.0,0.014090240433181125,0,0,0.0,0.0,0.0
20260606,hybrid,10,7068,4274,2794,0.6046972269383135,8.46203065044455,3.026204960224614,2177,10,0.8,29417030.0,0.023581535428431204,47,47,0.0068227277743951875,0.6822727774395188,4.7
20260606,hybrid,20,7059,4281,2778,0.6064598385040374,8.559877832282178,3.0385423966363,2241,20,0.8,97526682.0,0.07818018701413242,40,40,0.005060116208671306,0.5060116208671306,2.0
20260606,hybrid,50,7060,4235,2825,0.5998583569405099,8.684352184179456,3.0646989374262104,2239,50,0.8,213291904.0,0.17098091108359842,86,86,0.011661597772198773,1.1661597772198773,1.72
20260606,hybrid,100,7061,4295,2766,0.6082707831751877,8.01871618160652,3.058672875436554,2334,100,0.8,505934926.0,0.4055719554948178,26,26,0.003249171537521023,0.3249171537521023,0.26
20260606,hybrid,200,7076,4257,2819,0.6016110797060487,8.748941977918722,3.1082922245712945,2508,200,0.8,937651792.0,0.7516485842581663,64,64,0.009908875006660045,0.9908875006660045,0.32
