path_length,successful_transactions,share_of_successful_routes_pct
1.0,226,4.831124412141941
2.0,1729,36.96023941855494
3.0,1787,38.20008550662676
4.0,674,14.407866609662248
5.0,192,4.104318084651561
6.0,51,1.0902094912355706
7.0,13,0.2778965369816161
8.0,4,0.08550662676357418
9.0,2,0.04275331338178709
