node,fee,num_trans
03b38f5fb693ae96fda9533c7ba45840c0afc4390544223a18dd676d858bfd5b15,100.0,4
02df5ffe895c778e10f7742a6c5b8a0cefbe9465df58b92fadeb883752c8107c8f,88.0,55
03cb7983dc247f9f81a0fa2dfa3ce1c255365f7279c8dd143e086ca333df10e278,85.78600000000002,118
02529db69fd2ebd3126fb66fafa234fc3544477a23d509fe93ed229bb0e92e4fb8,84.564,36
03bb88ccc444534da7b5b64b4f7b15e1eccb18e102db0e400d4b9cfe93763aa26d,76.56,801
021607cfce19a4c5e7e6e738663dfafbbbac262e4ff76c2c9b30dbeefc35c00643,75.582,38
02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b,70.449,1173
03beddc8adbf7d56a7da15cdaf95d97b24d07088c3571b421c0e6f9d551a210342,66.1,4
03fce165537aea120bffe8505876b44d5119354f825b3eac329b761fc5636bf334,61.0,2
0395033b252c6f40e3756984162d68174e2bd8060a129c0d3462a9370471c6d28f,50.0,2
03c2abfa93eacec04721c019644584424aab2ba4dff3ac9bdab4e9c97007491dda,47.7,45
0327049d8d63f0c40193cdf3afc61817c8647808a4e482de0716fcef74e6d92ebf,47.674,45
0391489a933ab83094d1af43b3df3e8c8d467474649361912f05211d0e68a28fc9,46.64,44
023e8b9d0c52dc22d07f70a69624e2457df5760ca0b4d87a5df460b08863f46448,45.580000000000005,43
03205b045b0126c0d3fb826a38b9befc4babf51689544908c704d8e51fdec75ffb,45.5,7
031678745383bd273b4c3dbefc8ffbf4847d85c2f62d3407c0c980430b3257c403,38.160000000000004,36
0374ecf61ed6c1208c42339f47decde2bc0c4393ac95f07827b3471e939d7eb961,37.1,35
032b2b3f4abda9677bb9563e226c068d3a2456fb8b036635a81c9bcaa1671d1ada,36.04,34
026bce917a5854f3c5140cc69c977d19a6d656554120b6dedf045b246941b858c5,35.89,97
0242a4ae0c5bef18048fbecf995094b74bfb0f7391418d71ed394784373f41e4f3,34.980000000000004,33
02725e5abcbf5550fc29e6b19706a1377f25d2b1502684f9be9965b6deac167520,34.980000000000004,33
0290fb6ecd5865f7a973e1d48ffbc2612f80f6a2defbd6a188928bd0492bc2847e,33.7,10
03a5927b64b1ea8657d5b770d61a3e2d0554fdb5d568773e0d6a92907913ca21f6,33.504,32
03ee180e8ee07f1f9c9987d98b5d5decf6bad7d058bdd8be3ad97c8e0dd2cdc7ba,31.16,486
038ddc73e450a4bfb52992b35be8b0f52e1a1b4726ff319249a3314a508b616cde,30.96,18
032cc4541b25e86e39a7d450a979c1a9adbe2878df3a93fcb59c96c700bfe26aa3,30.72,18
0205823109f3d6e1ac5f3e5ab41ab88bf463ffa7b59a81d07d8b688fb737e11955,27.560000000000002,26
02c12b5459cf107ee0440cae41902f1189db50fa003a077f3a6fbe6b5760218695,26.060000000000002,51
02e9046555a9665145b0dbd7f135744598418df7d61d3660659641886ef1274844,25.12,157
0219c2f8818bd2124dcc41827b726fd486c13cdfb6edf4e1458194663fb07891c7,23.32,22
02690881543d633f3a16c8ff97397f3f2e8765a15f5ac057d701243e5adb7ba856,23.32,22
03957c801187ade4aaeee6ca1e3f23eeb7413a84558ff1f3543cb41f5f86da609a,23.220000000000002,27
027ba5217fecd12ebb621e51b88b8c9640cce659bd894f4c8e820e09173826fca2,23.073999999999998,5
022c699df736064b51a33017abfc4d577d133f7124ac117d3d9f9633b6297a3b6a,21.200000000000003,20
02d7644910e8a939e4eab67de96fe4fc7f88e52c9f8da79591c9e34db7266295fb,21.0,3
0317d6b11e81729192aab651174991a32e566786a7abb45b88898ed27e218a15e6,17.64,194
024a2e265cd66066b78a788ae615acdc84b5b0dec9efac36d7ac87513015eaf6ed,16.98,15
03deedbfee762a68a44d2587560507e513ac185908728aaf053ad4a3c096d8acb0,16.96,16
029a8741675c4c9078b577ddc4348d602d2fb45a12e6087b617925997a84f4c02e,15.9,15
02309f3556d51e9d855594762dcf68cb283fbfd7e48618b6cecb8cd90e2e34d8ad,15.9,15
02a45def9ae014fdd2603dd7033d157faa3a55a72b06a63ae22ef46d9fafdc6e8d,15.6,3
03012a23c769decc4fb40a92d5300692b576cb8dc887072580638b97911742554c,15.03,18
029d50d59c78b81a39f4ca40b6bc9b89710542a31429b69aa075b91b587979205d,14.84,14
0260fab633066ed7b1d9b9b8a0fac87e1579d1709e874d28a0d171a1f5c43bb877,14.84,14
02c0b38022846c6b6f45b30031859ac7c5fb0c67ec8ed5cce8409c4b438c267ffe,14.84,14
0319fec13dcb6df5b6a0cee49e85b4f6c48e5387d62d67858d6d46615b6e683f81,14.84,14
021d9deaf090a021c6e464e3becc5296161e8aaf5de3c7a1d517838cd74525834f,14.84,14
026b105ac13212c48714c6be9b11577a9ce10f10e1c88a45ce217e6331209faf8b,14.4,9
02f3067188240c75beb36477db63771f66c976f7e5bdd6f6ace5508396aba24815,14.0,2
031c9a7f2243a1aaa88ea00665760cf8e74a4614d9657316b992dc350d624b22d4,14.0,2
02e7c42ae2952d7a71398e23535b53ffc60deb269acbc7c10307e6b797b91b1e79,13.780000000000001,13
02f9c7deb297e32fc3d3d55f336176055cd667a2fada0bd5663e7413e1aba55b86,13.780000000000001,13
02f45d28f3477a408d0d3e18a6cdedae9d58df18cf271ac84a0ce7d00699f38d19,13.0,2
02d35ad6428b083d63575e3b0ce33e06c507910c131970b07dc194953b43a9794c,12.8,8
024b82d69859d63f9fce375041a34e61f4bfd445494b41d873ae7505322323d384,12.8,8
024655b768ef40951b20053a5c4b951606d4d86085d51238f2c67c7dec29c792ca,12.8,8
0314dc1c496290a33f8fba3e78332418b1c136d9fb2a14d4a181e3cc9a653ee2f8,12.72,12
027c3abc90a51617fb9cf5162c2fedfd9832c620ef82b54e413e9ce0f892dabb0d,12.72,12
02c69a0b4cb468660348d6d457d9212563ad08fb94d424395da6796fb74a13f276,12.72,12
02a15d043069892b1f93bdf4bf0160447afd61f7f23548bf1c56d92fd9744281e6,12.72,12
03fab7f8655169ea77d9691d4bd359e97782cb6177a6f76383994ed9c262af97a5,12.72,12
032271efcb35188ef00e3f28469a2bb18b50a5f2f325bd130bdac341af24e9b5f0,12.72,12
03c436af41160a355fc1ed230a64f6a64bcbd2ae50f12171d1318f9782602be601,11.956,98
03295d2e292565743a40bd44da227a820f8730877bc3dfadebade8785bcf355258,11.88,48
02de4ba1b08b2895bde816f012d4b4a5fdd797dfdf6443c28db183ca4a83043835,11.66,11
03b2312fa65b43b9ebc6d824af6ac0ad2cee7a490fd3a79af25f7a77bdd6f25c42,11.66,11
02004c625d622245606a1ea2c1c69cfb4516b703b47945a3647713c05fe4aaeb1c,11.66,11
0246eaf6812013fb860306943f79a0e4fdc5971d5efaeb3cd58049545803bfb491,11.66,11
03a46be38d068c2bc5af3fc13da840790ed5643f3d6d27e5e34d67ed2aec16ce67,11.200000000000001,7
03e81a5b8af31bc00a1c1c08419d3272b4982db02feafd739904df2edfcbdf6f7e,11.200000000000001,7
020e56a13babec99abdc2c4afbe34e1e44230d79b234c059fd4ff1e367765fdb1b,10.94,99
02b0172bb38617fa3afdb69664468b492d5a21062a4fa8b47284b0cc320e6e7420,10.872,18
03a76b80027d7c067e0da77da95880faaf89e9bf87b73a7d57bd4a3f2a124b764f,10.68,178
026c7d28784791a4b31a64eb34d9ab01552055b795919165e6ae886de637632efb,10.600000000000001,10
03e0114d95ad6e7bc8bb8602fc27d44105527252952ae2aac197883b661d7c8153,10.600000000000001,10
0234c548106512a0b93b2555d2638bc2fed3e6b091f75298383356258996230d92,10.600000000000001,9
0370cf2693c16b5dc1632ae69e4751a0a88fa8f5705d53cb4c9cf805e5ef57aa45,10.600000000000001,10
032d4baebebfdeab7a2ecef2fbe109cbef10de95f05aa54090fdb687789547dbf5,10.600000000000001,10
03f456e8c3479654da4498b64c1aa80656a33561d52f3444f5930f5c4a410a6fb6,10.600000000000001,10
0332052748755d74b3395b91eaea78b53bd64b55eb031ccb6a7ae23ac445bb6af7,10.493,41
03321fab5e3db6c378e23e9cceb522325dc4f6b0c68819944569128d34cba9cca3,9.540000000000001,9
03e5df5eb4e8164c16d4dcc4d3a5bf9d4382036f758081b89c6825076d766426c0,9.540000000000001,9
026d9b9c8e55b435f117496e6a885fba7bf76530a5aa6f8f61304f84f9a31dda09,9.540000000000001,9
023b7dba0075975778c820a56a157de5eed67e988e6c7edd723af73ad20e4463ed,9.540000000000001,9
021bbb8db00487ea8cc040533224f6bca1dae0b2aaf5489797eee16ebd2b6ad00b,9.540000000000001,9
03efccf2c383d7bf340da9a3f02e2c23104a0e4fe8ac1a880c8e2dc92fbdacd9df,9.196,4
034143d1a45cb9bcb912eab97facf4a971098385c4701753d6bc40e52192d0c04f,9.15,15
039d510570ab6e65fc8fb1f9ada5b63dc0f703a8d7dbde2fc11fb6f1e5810f6bbb,8.96,14
023216c5b9a54b6179645c76b279ae267f3c6b2379b9f305d57c75065006a8e5bd,8.722999999999999,143
0388a2cd707ac944a2b0c8adbf67c4a313d24b6dc2ab2baba842f9a9eecf925131,8.586,54
025cb2d324ae423d32984c7fc74edd7185b9fc9bd473d389f12483e3738d526600,8.48,8
027ce055380348d7812d2ae7745701c9f93e70c1adeb2657f053f91df4f2843c71,8.48,8
020de548b86e373e795e37343c9ef6f972d45ade479cc71ed5a9a7dac2588d0a37,8.48,8
02262bbc21c171bc91a1d6bbf89571c95873849b9a60d3ea9671b777d852d39ecd,8.48,8
021802799027508e8a8bf9a0ab96ea78a6a995926a0b1310561a74375a06e14de9,8.48,8
03f02d965aea25de84613ad2be36573d2bd8c6d6dd47d9a516d233098c281d3ae7,8.48,8
0384d130bfd760b6e9e1155963558367533552ef971563a72c6c5cb117af9db93d,8.48,8
022457e61da38e1a7cac56a054eb0ef225d84dfc6b932dfa119ad7fe6fbecdb71d,8.48,8
022f3bfa1de8491bad95ea018b17d47efbfe713cd2da59ad5fc380198612b8954a,8.48,8
02740c62f38896511eb98479036b06907fcac283f62d08b756a1e25fb55e3f6772,8.48,8
032c6b30d84a7fe254537ec1c00f18775fc6dd1d1de1e305b5a980a4c0d6a8e35d,8.48,8
023f5e3582716bed96f6f26cfcd8037e07474d7b4743afdc8b07e692df63464d7e,8.48,8
039f01ad62e5208940faff11d0bbc997582eafad7642aaf53de6a5f6551ab73400,8.48,8
02e2670a2c2661a9eea13b7cfdcdd7f552f591b9ee60e5678b7abe77b7f9516f96,8.28,138
0276e09a267592e7451a939c932cf685f0754de382a3ca85d2fb3a864d4c365ad5,8.115,15
03649c72a4816f0cd546f84aafbd657e92a30ab474de7ab795e8b5650a427611f7,8.0,5
0200072fd301cb4a680f26d87c28b705ccd6a1d5b00f1b5efd7fe5f998f1bbb1f1,7.75,25
03ffbf7ef99f52555d40b3eee011dc6042541fa5f49629cbfb64f8c1730726b101,7.42,7
038b36a43c38f75cd15bb25394f1cd162f717df005585229182e62620db9d3f3ea,7.42,7
032c4b954f0f171b694b5e8e8323589e54196b48cf2efc27692513a360cb11d76f,7.42,7
0223390bea8aa598442d056ace37c07e7364da1341b3681c371f6619b2879c0af2,7.42,7
03d5f864a400e9ffcaaba18ce9c51ba266ef96a5d764e732197575b3bc7ae85a1a,7.42,7
02a0bc43557fae6af7be8e3a29fdebda819e439bea9c0f8eb8ed6a0201f3471ca9,7.42,7
03021c5f5f57322740e4ee6936452add19dc7ea7ccf90635f95119ab82a62ae268,7.42,7
02e5353624ec2180f6fd1b584dea493b91f982764db8e2cf520a0f1d18cf0f9d7e,7.42,7
03f78684b49e125d73c1801b3529f7d663f08ae7e1dd5db416fe69d9cb47b1c50f,7.42,7
03f9ceb115a119594b4688ceed35feb80f33a3dd0f5cf688a7493c1a7217633931,7.42,7
036a33e92cda2679ac91ac0467acb1ba33396c0df1119521653e0f269c275dd6bf,7.42,7
03728053580578793c83d47f235b187f513dcddda4135e7764f53e40c6d2adea69,7.42,7
03487fa0212243e20cb6504d5b93a144d0bc4d83d3d8a083691037a8892f9e5522,7.42,7
0358327cb80ab2a8db36a5924c62966c7b4a753045600df594aa3863ecb618cc5d,7.42,7
026ab14e3bff403919f6150ef1973e60a6ae855213da9943a83578202c980e2e66,7.0,1
035f3a87393269e9bfb594f9ed6d2d3551ff527889be510429a8fa99736d710fdb,7.0,1
0314ecd09f2c9887530ed99436a20dd62607fa0fa0a8d0e2f630cf27f86e91e5f9,7.0,1
02e867c794a0544032eb2fb1cc4a29132a692363006781ed98567b474cf0e9343d,7.0,1
023c1f3d0efc623da2829a41426b324245133f99840363435c2e98086de3494bb7,7.0,1
026726a4b043d413b45b334876d17b8a98848129604429ec65532ba286a42efeac,6.930000000000001,1
03c492f46d8e0a6256bb9c5c42f2aed24717f70a3f39e0961419dee511688e3110,6.4,4
02f6725f9c1c40333b67faea92fd211c183050f28df32cac3f9d69685fe9665432,6.4,4
036b343eb46c5db996d3d1e2c6cc9742cbfa7e3b4146d4b4b0aef694b6d12960c8,6.39,12
02308c54b63e2c1375a52ce6ca27b171188f99e7c274eaf14be396289d93fb6003,6.36,6
03ed88bb37c8c53c509d9a355e5a103614ebd30c98b7895ea4ccaddee262db190d,6.36,6
03a8334aba5660e241468e2f0deb2526bfd50d0e3fe808d882913e39094dc1a028,6.36,6
0204e5a5ff14b090c1210cb99e7e616f840e0ef1b08fc9a268d13b7a2e5e997845,6.36,6
0204a2b95b4c208383d7f02e741a8bfd5b5b7e8bea8d1543b1255da8342d9f2c6b,6.36,6
0212864d59d5a902634c4a3186615446e9d56c17b14600f3b74fbabe3509aa707f,6.36,6
03038c30c32821a3f61eb37d64347575bda0c609fa0b4238d45a138947e1f4edce,6.36,6
030a4f1cb85c463a4115b78900f0159192f033324c12c88aec931b16b27abe22ad,6.36,6
02059220fa2153fb6d7768d7d67c6b86f441f83b7046aea492f2018f7b800edfa9,6.36,6
03f259a1908e98d3b618c79581e0ee04295a55e2d61e609db40f4e6f38c526a46a,6.36,6
02cb2677db78e50a6d178092bf8c9b1f0e7d4b9a2bed918bc3f276c89c1649ba5b,6.36,6
03a5886df676f3b3216a4520156157b8d653e262b520281d8d325c24fd8b456b9c,6.36,6
0232dfb488b67c20883a1dbf32aa0b65f326cbc0cd6cef424db7acfb7f514aff0d,6.36,6
03a8355790b89f4d96963019eb9413b9a2c884691837ac976bacfe25a5212892d7,6.36,6
034a0fa8e6d83688f3e19c2bcb93fb9d6f366d6c937dbc3c744cb21db6e093958b,6.36,6
027a0eaffb8e103f9059d2d40b7c2d8993affc169168ca1808f752ee36ccf196ee,6.36,6
027e8a9c0afcf99078d71b97fd53d53968ac376f9e1320337e352269c8bcc42b61,6.36,6
0373ca948ffd4cbbd08488c480aa7c43b57e9446c8ac6d3fe1cc92392e39e9eb95,6.36,6
0267586e510d80fab314fbfa091f383b775646e7a87bc9ed8cd59bcded50405d6a,6.36,6
0320e5b9f19a1c4dc22ebb751d757eaa5843262cd55a0f1b0d13cb5d445c5c78ae,6.36,6
031157d786ca2fb7b86f330366db3e0bb6925b336d285ed40705976eaa68ead610,6.36,6
02b414e4e29a685b8699152be47a0420fa3c8ab59629d2da2d6c0a95c582636350,6.36,6
030043d0a2cfb69d80867094eb030f8abde7a5dc36e1a0faece73e614cf779bde8,6.36,6
02c5371591b640da03f9a645e2ddfa5620d8537388b03ddd524d36766c0f550db0,6.1,100
0290cc884704073b2b633f69f852e8ca2a37660bb359a1e861f2b48760c298ac53,5.7700000000000005,7
03d24a4d2c8841890779f3c788cd269d467ad8ff8fcfdc21c8ceead42c7dd7f04b,5.52,92
03434a39cd9a537c852fc8fb72454086d726f9111e9f730cef4985c39c11fae944,5.44,34
0237fefbe8626bf888de0cad8c73630e32746a22a2c4faa91c1d9877a3826e1174,5.4,40
029afc726a18abc8dc75ef6c9ed34354c275261086597d98067dd972bd72965943,5.300000000000001,5
025537b1ae30299f02714199843650b58adf2ff59a013e40e56bb1330fefbe99df,5.300000000000001,5
024844abb8efc3262539fffb66cbb46282324894212a13bb5b4c7cae96744e5a97,5.300000000000001,5
03ac2a5d7df493c67195067dfb38e7e250c89ecb4fe5c2d918fc31fd9a08695516,5.300000000000001,5
03b1be68b8f564fe53f5456cf4bec901ba968fb72ed7291279ab0c87e0d22f1f49,5.300000000000001,5
0251b2c9d22f3621f27188d8236db84d9fd84d42adac063b2633744638b81f34ac,5.300000000000001,5
037adcc69c3bc426516184dede4078dfa81a0d8131ae95b37d90e68edc89731f41,5.300000000000001,5
03f6909c9c7f32df56567e7b8169c58dde716d341dc714b1596e3f4d5d647476d1,5.300000000000001,5
031d244a60d61936834f290656cdf0ed4b9979260c19b07804bde681819f8e14ca,5.300000000000001,5
02ec7ef744397834c3015fc6486ef9d5d51820fddd42d951165f74b3af23591f17,5.300000000000001,5
02b8db36a01866d78cba98109886495f3c13c4b3668a8328b582a0c4fa460b4e8d,5.300000000000001,5
0336bf99875b31ad9d78f2788d75bcb3deb52ff71ceac1ed96c5a6ff8aa3a429b3,5.300000000000001,5
0348eb55a7cd2332c3bcf5cf1bd81732d96d99caa56290de57eb02fac3c997d217,5.300000000000001,5
02964c50e89786896df7e5d10d7bb6995b0bbdaf891ff24fbcc52b75aae544e514,5.300000000000001,5
02cca6c5c966fcf61d121e3a70e03a1cd9eeeea024b26ea666ce974d43b242e636,5.2,4
024bd94f0425590434538fd21d4e58982f7e9cfd8f339205a73deb9c0e0341f5bd,4.800000000000001,3
022a94ee8d3b1dd52066b33a46a8f1f7ed0d4a9dcf5b0f310ce52e94a392a79299,4.800000000000001,3
033613d280de1eba995c7545e93caf76cfba41bef88c2d6732a67ce06c168b3acb,4.800000000000001,3
032ebdae3314f072acd70e66e18572e6ba27f96918009369585e7cdcf36af3cf9e,4.800000000000001,3
032b98bbdd48ca00300a627355900521c9302e6df363186a74e43213bcd3f781b2,4.800000000000001,3
027c3b1cc5a649d5f6f7be2d591e34c37dc146fbed54d7f4c85898f9330107fe1c,4.800000000000001,3
02c1ac5cee87e4f40f24ea4560ab0e63f398ef5fb630cf50a0e2f638ce51e3169e,4.800000000000001,3
03f810ac5ca2edf9e7908b4edf98411a26b555d8aee6b1c9a0a5ad62b9359aa546,4.800000000000001,3
031d2bbc75802689312220a017c6b51fa246efc59c7aa9355f6f7395038ffb4d6a,4.683,44
020327bbd6b7ebf577a041e24cbdc0b3ddb6ec4a2ec89e271260fc9d6fbaccc80a,4.66,4
037eb17d0fee2d20bacea3d78940b40f4ac61a5a7040a23b6e8280c80d7ebfb420,4.56,76
02de367d7c2610a3f2d5b831ffdf6b5fe07b5b47a539b68b2976b5a807777d1456,4.48,8
02f40890af885da4673f0ee9725ee74bb2c66d6491cc4334056a2701057993e61d,4.48,8
02ccf167c482cbcd41c9a3ff3fe05504368db8911319d7851186b097a509d912c0,4.42,7
034955913a44e335be62b4e9ee33be036f72d150302163d2cd02ae6546ce9ce899,4.3,43
02282cfc83d4e4ac088a654184be62d7de0be6298e83af39431f9598c8c5631c09,4.24,4
02d7cf25ef92bd4dfb6aa9a0e7d955a1225c5f168328b771c6d194fec359302d30,4.24,4
03de5163824c2174f0f0094217dac8095800e5e421c4d70a236853523d820f3e77,4.24,4
03a6f9139dafd65a9ea12abeb0d11a46301b116992fef4f8064f0d1d415e14736e,4.24,4
02445ff6a24e69242d6f6f38e1b7e8ae9c01eb9b660f3daf3304cb4b7cfeb79a99,4.24,4
033cfe09030dff97391e08cd08c77834efcb44b706bee7ac7d0866b02ed67f356a,4.24,4
037172d2110c4148d6ed0c2790ec8be948458022425dced6794fede834be92af36,4.24,4
026ba4fea7ba82e578ce294bd168daa25f7950db0409c15145036f25c905ccfd9a,4.24,4
034cfb8dcb453372e8f13915cc770bcd7bb0f0809dd1b47c0c3b43b969ff9ff3b7,4.24,4
0291831e0f2e8d48b2b76fd0624845c4457ddd2bbef2a1379cbf3724aaff59ef4e,4.24,4
03a21c0c2a4fdc1179f07710c32fe49804d3e2b0b1bdc760dc11cbf116da3bb363,4.24,4
03785c99cd75dcd0b3f2f4cedc5a82e108396abba65f107e97d93e3fdb212d38f4,4.24,4
0238107198ba9e0e5fd5a0c67eac88e3633072885397c5925205891f8985e52078,4.24,4
02aaaacf06de5c658fd1544301fe9e41670d079e942382d584db9a372d504b72be,4.24,4
02b4cb8be9077c3b14d6aa575bc94adbc0e08f9f2dedfbc5774ded9095079740f0,4.24,4
0330f0afe893e809d8790b26b40d9353f586ef0894d4ae704d06be24538c030457,4.24,4
0327e003e3c742db9a77f436e672bd42bd4a302ec0f92f0486c4fe09143bcfb0b9,4.24,4
030ba3e4b6b3f8cbfae2ff7b243bfb12a2208afd17dd0fe0ab50e5b0c1212bb83f,4.24,4
02b63f62d2109b05deb45d18dde6c829d1df4825dfc104f858e5ec165bc6b11690,4.24,4
031ac677972619e8e0a1b40593e01b04280dc4a18a7a9b5cb7c6e8e2673e31f644,4.24,4
030e387dbd1eb8d31f721cf0a055f6b986ddeb0e8091bae4e0baad713e91d10209,4.24,4
0214ec84c84827dd4911de56d2ecb77d367c6f24c658b8acfe4826b01968e45594,4.24,4
03ec0c1e45b709d708cd376a6f2daf19ac27be229647780d592e27d7fb7efb207a,4.24,4
02f24b1e34fd87719377d6aa74864988e23d7b0c80dc6a631f7afd3979fb09949e,4.24,4
0303238e8f3e25a49da6c909452e320130f3f45e474df08dde7ca9a25f008b2b87,4.24,4
024a8228d764091fce2ed67e1a7404f83e38ea3c7cb42030a2789e73cf3b341365,4.199999999999999,3
028a2f0ca33134cfd5f655ed942ddcd9feb4a879831416bb23858d1d60154b0936,3.92,12
03fbe1c1baedbc99b2642ae524d9c2a6f12b771a3ab91e0f56ca6efc6f7f7d53b6,3.54,3
0207d58b94bd3946bf7eb8c27cea6cc29d147485efb33f284894e59062592f398a,3.3539999999999996,6
028b2c9ed9427b31db21ed75eac119b040cf3e9bdbfaa378cde8561cf1274b4228,3.2190000000000003,3
02009947c197575f5a948e1e4343c41dc2e6122a9bd644629afb919f30e1115ff8,3.2,2
035736692722a47389d6be965d73a50b1ba63233a1b975aa55db7f90446f5708cb,3.2,2
03b31e5bbf2cdbe115b485a2b480e70a1ef3951a0dc6df4b1232e0e56f3dce18d6,3.2,2
03baa70886d9200af0ffbd3f9e18d96008331c858456b16e3a9b41e735c6208fef,3.2,2
0265e5791c617b6e1dfe04137e71c0c959201592bd7fe3f1bb085c35595b72646c,3.2,2
03301e633b25d769377bf75ce6b6ed2ec570270bc06c8c02bf33c5bd2aa47da098,3.2,2
03f47ba61341a704b0910b6d1fc8a938bb97152e8df94dfc142816d2721b5d5c73,3.2,2
02d4531a2f2e6e5a9033d37d548cff4834a3898e74c3abe1985b493c42ebbd707d,3.2,2
02368951159b28b9bb2923f4d1b265856e559586f79575298385d5b228cc5757f9,3.18,3
022df3659d511f156e3ee91ef608a095ce3399234d374c7105356a36a904469372,3.18,3
02316000fd8baccf0ea45cadea711663feed67b68997de307e878441be7e9de34f,3.18,3
0215bea618806194ad88b80de8bc11c6391edb2fa1beeea6174305856596faeee8,3.18,3
03c1a4a429bec19c8f86b799ebb06583188f74dd0626f69f8303ff7f53cdc51110,3.18,3
03c334f18a877949c980b17ea7fef2576a6069e56695eb5ebd0f4ae90a9b3905e2,3.18,3
02f3069a342ae2883a6f29e275f06f28a56a6ea2e2d96f5888a3266444dcf542b6,3.18,3
02ec4882d8a0b54f20b46c37f4a166f22a52e19da52e2ec1e1d792c4106804bdcd,3.18,3
0232f15308269dbeeb8c34e1f5d4d1c297497c7eefe85f8afa7c3be7c04843d06d,3.18,3
02354f446c12c9759409f533cc180dd400ace7e2efd93d4791c6147a883ca37cf0,3.18,3
02391075fbaff5b7daab0f7aa4ad8ad70e07764c853574f20a848235594490c6ac,3.18,3
0392600bfeb472a7757cd911bf64929c5d73b01e39d425f9ee6c86f8b5969f4a34,3.18,3
026ba13a7a31fb7bdf7a5e592a2d82668c17d133dd9c5bd295ac1c199ccd3eca0d,3.18,3
02b57f86aa1b5abe288fbddb8c946cdc6ed17696152d5a22cfc045f90e713474ed,3.18,3
02ab9dabbf646626d32863e9dc81560e48681d2a49e0da3fbb4b4df11a58cc0fd3,3.18,3
02ae3c06f6db6a87ea874ef7ba86c87ab0041eabf6d8be0594582505b1fd5d7ee8,3.18,3
02628d8e2f33869db7417c8da48947d441dcd839e0a3ce5e91f9c790d1131cf9f7,3.18,3
036fda475a47bc45f90ac43fd61c3ab8bbc0bcfed64aaab46d6166d6415de4e056,3.18,3
