snapshot_id,channel_id,src,trg,node_a,node_b,original_capacity,new_capacity,removed_capacity,remove_pct
0,613959596585320449,0380353680be52e164e49d0e986cb4601993aae7bb15d71ecced966fa1a0f08f52,03864ef025fde8fb587d989186ce6a4a186895ee44a926bfc370e2c366597a3f8f,0380353680be52e164e49d0e986cb4601993aae7bb15d71ecced966fa1a0f08f52,03864ef025fde8fb587d989186ce6a4a186895ee44a926bfc370e2c366597a3f8f,225000.0,90000,135000.0,60.0
0,613959596585320449,03864ef025fde8fb587d989186ce6a4a186895ee44a926bfc370e2c366597a3f8f,0380353680be52e164e49d0e986cb4601993aae7bb15d71ecced966fa1a0f08f52,0380353680be52e164e49d0e986cb4601993aae7bb15d71ecced966fa1a0f08f52,03864ef025fde8fb587d989186ce6a4a186895ee44a926bfc370e2c366597a3f8f,225000.0,90000,135000.0,60.0
0,613824356620632065,023a527903368146b49d4291db6a829b27f32c2ee22b0f5872c7873a287db1978d,03c492f46d8e0a6256bb9c5c42f2aed24717f70a3f39e0961419dee511688e3110,023a527903368146b49d4291db6a829b27f32c2ee22b0f5872c7873a287db1978d,03c492f46d8e0a6256bb9c5c42f2aed24717f70a3f39e0961419dee511688e3110,375000.0,150000,225000.0,60.0
0,613824356620632065,03c492f46d8e0a6256bb9c5c42f2aed24717f70a3f39e0961419dee511688e3110,023a527903368146b49d4291db6a829b27f32c2ee22b0f5872c7873a287db1978d,023a527903368146b49d4291db6a829b27f32c2ee22b0f5872c7873a287db1978d,03c492f46d8e0a6256bb9c5c42f2aed24717f70a3f39e0961419dee511688e3110,375000.0,150000,225000.0,60.0
0,615170158768422912,032679fec1213e5b0a23e066c019d7b991b95c6e4d28806b9ebd1362f9e32775cf,03c043906b71a4dea9146b1fe2d2c87b3e595dd9437a355efc15fb3a40b0dc2e02,032679fec1213e5b0a23e066c019d7b991b95c6e4d28806b9ebd1362f9e32775cf,03c043906b71a4dea9146b1fe2d2c87b3e595dd9437a355efc15fb3a40b0dc2e02,130933.0,52373,78560.0,60.0
0,615170158768422912,03c043906b71a4dea9146b1fe2d2c87b3e595dd9437a355efc15fb3a40b0dc2e02,032679fec1213e5b0a23e066c019d7b991b95c6e4d28806b9ebd1362f9e32775cf,032679fec1213e5b0a23e066c019d7b991b95c6e4d28806b9ebd1362f9e32775cf,03c043906b71a4dea9146b1fe2d2c87b3e595dd9437a355efc15fb3a40b0dc2e02,130933.0,52373,78560.0,60.0
0,610545612797706241,02b7db5c2597a3d7dac8ece0df0d8dd2a7727d53d84583555be3402ccd17776392,03e50492eab4107a773141bb419e107bda3de3d55652e6e1a41225f06a0bbf2d56,02b7db5c2597a3d7dac8ece0df0d8dd2a7727d53d84583555be3402ccd17776392,03e50492eab4107a773141bb419e107bda3de3d55652e6e1a41225f06a0bbf2d56,1232000.0,492800,739200.0,60.0
0,610545612797706241,03e50492eab4107a773141bb419e107bda3de3d55652e6e1a41225f06a0bbf2d56,02b7db5c2597a3d7dac8ece0df0d8dd2a7727d53d84583555be3402ccd17776392,02b7db5c2597a3d7dac8ece0df0d8dd2a7727d53d84583555be3402ccd17776392,03e50492eab4107a773141bb419e107bda3de3d55652e6e1a41225f06a0bbf2d56,1232000.0,492800,739200.0,60.0
0,611507685588860928,0214b87e06039a44b5a23580f0e2f801b913fe9e3dc29169419f5eed15e449e9d3,03e50492eab4107a773141bb419e107bda3de3d55652e6e1a41225f06a0bbf2d56,0214b87e06039a44b5a23580f0e2f801b913fe9e3dc29169419f5eed15e449e9d3,03e50492eab4107a773141bb419e107bda3de3d55652e6e1a41225f06a0bbf2d56,1000000.0,400000,600000.0,60.0
0,611507685588860928,03e50492eab4107a773141bb419e107bda3de3d55652e6e1a41225f06a0bbf2d56,0214b87e06039a44b5a23580f0e2f801b913fe9e3dc29169419f5eed15e449e9d3,0214b87e06039a44b5a23580f0e2f801b913fe9e3dc29169419f5eed15e449e9d3,03e50492eab4107a773141bb419e107bda3de3d55652e6e1a41225f06a0bbf2d56,1000000.0,400000,600000.0,60.0
0,611512083550633984,0214b87e06039a44b5a23580f0e2f801b913fe9e3dc29169419f5eed15e449e9d3,03e50492eab4107a773141bb419e107bda3de3d55652e6e1a41225f06a0bbf2d56,0214b87e06039a44b5a23580f0e2f801b913fe9e3dc29169419f5eed15e449e9d3,03e50492eab4107a773141bb419e107bda3de3d55652e6e1a41225f06a0bbf2d56,999000.0,399600,599400.0,60.0
0,611512083550633984,03e50492eab4107a773141bb419e107bda3de3d55652e6e1a41225f06a0bbf2d56,0214b87e06039a44b5a23580f0e2f801b913fe9e3dc29169419f5eed15e449e9d3,0214b87e06039a44b5a23580f0e2f801b913fe9e3dc29169419f5eed15e449e9d3,03e50492eab4107a773141bb419e107bda3de3d55652e6e1a41225f06a0bbf2d56,999000.0,399600,599400.0,60.0
