total_transactions,successful_transactions,failed_transactions,success_ratio,average_successful_fee,average_successful_path_length,depletion_events,channels_jammed,jam_ratio,locked_capacity_sat,locked_capacity_percent,net_lost_successful_transactions,lost_successful_transactions,throughput_drop,throughput_drop_percent,CAF
7064,4347,2717,0.6153737259343148,9.337112146307799,2.9970094317920406,2083,10,0.8,63350018.0,0.05078319238409705,-26,0,-0.003853771221606128,-0.3853771221606128,0.0
