total_transactions,successful_transactions,failed_transactions,success_ratio,average_successful_fee,average_successful_path_length,depletion_events,channels_jammed,jam_ratio,locked_capacity_sat,locked_capacity_percent,net_lost_successful_transactions,lost_successful_transactions,throughput_drop,throughput_drop_percent,CAF
7068,4274,2794,0.6046972269383135,8.46203065044455,3.026204960224614,2177,10,0.8,29417030.0,0.023581535428431204,47,47,0.0068227277743951875,0.6822727774395188,4.7
