metric,value
total_transactions,6998.0
successful_transactions,4648.0
failed_transactions,2350.0
success_rate_pct,66.41897685052872
failure_rate_pct,33.58102314947128
average_path_length,2.7966867469879517
average_routing_fee,1.2962745625358576
total_depletion_events,667.0
nodes_with_depletion_events,206.0
initial_active_directed_edges,32961.0
final_active_directed_edges,32750.0
runtime_seconds,8.788013900000806
