transaction_id,src,trg,balance_before,balance_after
11,03f47ba61341a704b0910b6d1fc8a938bb97152e8df94dfc142816d2721b5d5c73,03ee180e8ee07f1f9c9987d98b5d5decf6bad7d058bdd8be3ad97c8e0dd2cdc7ba,11275.575478407434,1275.5754784074343
21,02be74b7d8233ddebe1e4d6d76b7887706f091653c7b84abc4a9ee9fcdd4e9512f,02c397cafee99ff94f53ce9ef372b0fc4e8e33cf6ef1f4730aee2b245139e26943,17350.524362161515,7350.5243621615155
30,02e51b3be5a4bad8a117e564aa30afe0f27c144f416270d839e8f8c2fccb3d41de,0374ecf61ed6c1208c42339f47decde2bc0c4393ac95f07827b3471e939d7eb961,16812.728831412234,6812.728831412234
31,02711ca443a9ba88ad684e07c00dd3cf973f613da206ee15606b9e8ec40a62629d,032b2b3f4abda9677bb9563e226c068d3a2456fb8b036635a81c9bcaa1671d1ada,17783.06450860803,7783.064508608029
37,03a46be38d068c2bc5af3fc13da840790ed5643f3d6d27e5e34d67ed2aec16ce67,0360e94b6a5ba69e9349ea1077890b6384a4b9e6368e100316d85e22a534f552a8,12717.543547689702,2717.543547689702
38,03ee180e8ee07f1f9c9987d98b5d5decf6bad7d058bdd8be3ad97c8e0dd2cdc7ba,03b9aacb265dc5ebde04b91b28f7c8bb6ba0af146e5f37426915742daf8f195a09,11521.696728047045,1521.6967280470453
40,02510b96fb0f56fe304ea8e85c7929a8217da0e3d28d8139dd2b423d8928342177,03639804a62c8ec893c69076e905a70d4d5140b80ba2ef3b96b1449af8098eac07,17240.512115715635,7240.512115715635
41,02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b,023c1f3d0efc623da2829a41426b324245133f99840363435c2e98086de3494bb7,15458.478876470257,5458.478876470257
43,02b60ffca21d6c5fb784c5e99d895c6cabfc467f1233da38c158accafe5ed4c859,0212e500e63f4816dc11e402393c9b7192746b32028fe9258a199a252d3995392e,11840.771392788696,1840.7713927886962
43,0212e500e63f4816dc11e402393c9b7192746b32028fe9258a199a252d3995392e,02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b,16279.039258003239,6279.0392580032385
45,023e8b9d0c52dc22d07f70a69624e2457df5760ca0b4d87a5df460b08863f46448,02f3067188240c75beb36477db63771f66c976f7e5bdd6f6ace5508396aba24815,14215.270145279579,4215.270145279579
53,02eea148af01585bf2b596577352d48841f0dd825d9f0d5916b4195db1c7beae41,0331f80652fb840239df8dc99205792bba2e559a05469915804c08420230e23c7c,13461.785382984863,3461.7853829848627
76,02262bbc21c171bc91a1d6bbf89571c95873849b9a60d3ea9671b777d852d39ecd,02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b,18592.643754484485,8592.643754484485
81,02de0372adceb79d61b96ed7e2765334e5b782f18ee3491cc0c57dc8982bf2fcf6,0348eb55a7cd2332c3bcf5cf1bd81732d96d99caa56290de57eb02fac3c997d217,16184.978280567377,6184.978280567377
83,03a74879f51fdf9af8eb09ce6249225e9e2d24e0ec4cc9de3be4461402be2a1ba4,0219c2f8818bd2124dcc41827b726fd486c13cdfb6edf4e1458194663fb07891c7,18982.385309099707,8982.385309099707
94,03ca86cf2969f79f2b7822143fc7428474216a1ee434950b2570c776f30909488e,03cb7983dc247f9f81a0fa2dfa3ce1c255365f7279c8dd143e086ca333df10e278,11833.949552770207,1833.9495527702074
119,0237fefbe8626bf888de0cad8c73630e32746a22a2c4faa91c1d9877a3826e1174,03d24a4d2c8841890779f3c788cd269d467ad8ff8fcfdc21c8ceead42c7dd7f04b,10221.491571375418,221.49157137541806
141,0327049d8d63f0c40193cdf3afc61817c8647808a4e482de0716fcef74e6d92ebf,02f302189b8c0028aa919e5441a5d7e80c82ebdff421219e34408acea58274a823,12775.920308960416,2775.920308960416
154,02dd464d8c802ce9bcc07952b3390981bb4b704b863e6ae87434ae056b697f3659,02cdf83ef8e45908b1092125d25c68dcec7751ca8d39f557775cd842e5bc127469,12416.245579596198,2416.245579596198
181,02a45def9ae014fdd2603dd7033d157faa3a55a72b06a63ae22ef46d9fafdc6e8d,03f2d334ab70d50623c889400941dc80874f38498e7d09029af0f701d7089aa516,12790.51129329744,2790.5112932974407
183,032b2b3f4abda9677bb9563e226c068d3a2456fb8b036635a81c9bcaa1671d1ada,024bda1ec91b277d311aa60d04b1fb856efcc7897c876746b680c1f985fe973f73,11999.593837303037,1999.5938373030367
189,02529db69fd2ebd3126fb66fafa234fc3544477a23d509fe93ed229bb0e92e4fb8,02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b,16238.667276931501,6238.667276931501
191,033ea15b5dadbdb19b426e63ed33b9cefe916fd5454308b76aea848ee4347addf3,021f05bd7bec2dacaafa9eea30e3c2dd64a1eee699c3aad6aeca8a5c6dd6ed3198,11474.000947239449,1474.0009472394486
193,02271f8ad4c3375619689776f1de924550e0cc8a9012dd5baf8303d5e28db8c520,02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b,18810.42281213513,8810.42281213513
210,03f09c85dae5712b682d28bf2bf558102f3e5a6d27ba2a1daf8da49984c8ca53b7,021607cfce19a4c5e7e6e738663dfafbbbac262e4ff76c2c9b30dbeefc35c00643,15254.430513866186,5254.430513866186
