path_length,successful_transactions,share_of_successful_routes_pct
1.0,226,4.848744904526925
2.0,1759,37.73868268611886
3.0,1747,37.48122720446256
4.0,677,14.524780090109418
5.0,193,4.140742329972109
6.0,48,1.0298219266251878
7.0,10,0.21454623471358078
8.0,1,0.021454623471358077
