path_length,successful_transactions,share_of_successful_routes_pct
1.0,224,4.81203007518797
2.0,1763,37.87325456498389
3.0,1743,37.443609022556394
4.0,664,14.264232008592911
5.0,194,4.1675617615467235
6.0,53,1.138560687432868
7.0,14,0.3007518796992481
