node,fee,num_trans
0232e20e7b68b9b673fb25f48322b151a93186bffe4550045040673797ceca43cf,404.0,4
0279c22ed7a068d10dc1a38ae66d2d6461e269226c60258c021b1ddcdfe4b00bc4,360.0,36
03e50492eab4107a773141bb419e107bda3de3d55652e6e1a41225f06a0bbf2d56,338.0,13
0331f80652fb840239df8dc99205792bba2e559a05469915804c08420230e23c7c,284.81999999999886,282
028dcc199be86786818c8c32bffe9db8855c5fca98951eec99d1fa335d841605c2,226.0,113
0217890e3aad8d35bc054f43acc00084b25229ecff0ab68debd82883ad65ee8266,153.52000000000004,152
03537fe9ed61f81500793ab65f88ed2486e98592783faa5cdef14feb2fe632164b,123.0,3
03a503d8e30f2ff407096d235b5db63b4fcf3f89a653acb6f43d3fc492a7674019,115.0,10
032679fec1213e5b0a23e066c019d7b991b95c6e4d28806b9ebd1362f9e32775cf,110.0,20
028303182c9885da93b3b25c9621d22cf34475e63c123942e402ab530c0556e675,108.0,54
03d37fca0656558de4fd86bbe490a38d84a46228e7ec1361801f54f9437a18d618,88.0,16
03da1c27ca77872ac5b3e568af30673e599a47a5e4497f85c7b5da42048807b3ed,88.0,16
030c3f19d742ca294a55c00376b3b355c3c90d61c6b6b39554dbc7ac19b141c14f,87.87000000000008,87
02529db69fd2ebd3126fb66fafa234fc3544477a23d509fe93ed229bb0e92e4fb8,86.79450000000014,218
02cdf83ef8e45908b1092125d25c68dcec7751ca8d39f557775cd842e5bc127469,83.83000000000006,83
02523f947272e18da0b01d70535ce2b3002a92bdfbcab4cbe123151081f395d6c5,82.5,11
022755c3ff4e5a1d71f573cda4b315887fc00a9e5c9ea9a847d939f3e517e69a70,77.0,14
02c91d6aa51aa940608b497b6beebcb1aec05be3c47704b682b3889424679ca490,77.0,14
03864ef025fde8fb587d989186ce6a4a186895ee44a926bfc370e2c366597a3f8f,76.0,38
024d2387409269f3b79e2708bb39b895c9f4b6a8322153af54eba487d4993bf60f,71.5,13
0390b5d4492dc2f5318e5233ab2cebf6d48914881a33ef6a9c6bcdbb433ad986d0,71.5,13
030995c0c0217d763c2274aa6ed69a0bb85fa2f7d118f93631550f3b6219a577f5,66.0,12
03abf6f44c355dec0d5aa155bdbdd6e0c8fefe318eff402de65c6eb2e1be55dc3e,61.24999999999999,43
02247d9db0dfafea745ef8c9e161eb322f73ac3f8858d8730b6fd97254747ce76b,60.5,11
03fb822818be083e0a954db85257a2911a3d55458b8c1ea4124b157e865a836d12,60.5,11
03cb7983dc247f9f81a0fa2dfa3ce1c255365f7279c8dd143e086ca333df10e278,55.513999999999974,82
02308c54b63e2c1375a52ce6ca27b171188f99e7c274eaf14be396289d93fb6003,55.05,7
028a8e53d70bc0eb7b5660943582f10b7fd6c727a78ad819ba8d45d6a638432c49,55.0,10
032cc4541b25e86e39a7d450a979c1a9adbe2878df3a93fcb59c96c700bfe26aa3,54.859999999999985,80
021607cfce19a4c5e7e6e738663dfafbbbac262e4ff76c2c9b30dbeefc35c00643,48.03499999999996,65
023e8b9d0c52dc22d07f70a69624e2457df5760ca0b4d87a5df460b08863f46448,45.449999999999996,45
02df5ffe895c778e10f7742a6c5b8a0cefbe9465df58b92fadeb883752c8107c8f,41.800000000000026,38
022c260f9ad58196af280c80a96ec9eabf6404df59ff1a7553b0f381c875a29ba0,38.5,7
0205823109f3d6e1ac5f3e5ab41ab88bf463ffa7b59a81d07d8b688fb737e11955,35.350000000000016,35
031678745383bd273b4c3dbefc8ffbf4847d85c2f62d3407c0c980430b3257c403,35.350000000000016,35
0327049d8d63f0c40193cdf3afc61817c8647808a4e482de0716fcef74e6d92ebf,35.327000000000005,35
0242a4ae0c5bef18048fbecf995094b74bfb0f7391418d71ed394784373f41e4f3,33.33000000000002,33
032b2b3f4abda9677bb9563e226c068d3a2456fb8b036635a81c9bcaa1671d1ada,32.32000000000002,32
03bb88ccc444534da7b5b64b4f7b15e1eccb18e102db0e400d4b9cfe93763aa26d,27.640000000000427,564
03a5927b64b1ea8657d5b770d61a3e2d0554fdb5d568773e0d6a92907913ca21f6,25.922,26
0219c2f8818bd2124dcc41827b726fd486c13cdfb6edf4e1458194663fb07891c7,23.23000000000001,23
0391489a933ab83094d1af43b3df3e8c8d467474649361912f05211d0e68a28fc9,22.22000000000001,22
02da0713ab1b12eeb01f212944a435077f39f1b767ee5c24b01cdb4b0b9377b66b,22.0,2
02efe789fcf1d791e9dfc9494b81a9aea7aa0c2a8744c66165d16dc47ce6b88b91,22.0,2
0303a518845db99994783f606e6629e705cfaf072e5ce9a4d8bf9e249de4fbd019,22.0,4
031ce29116eab7edd66148f5169f1fb658fad62bdc5091221ab895fe5d36db00b2,22.0,4
03e5ea100e6b1ef3959f79627cb575606b19071235c48b3e7f9808ebcd6d12e87d,22.0,4
02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b,21.637500000000482,2153
03c2abfa93eacec04721c019644584424aab2ba4dff3ac9bdab4e9c97007491dda,20.200000000000006,20
0223390bea8aa598442d056ace37c07e7364da1341b3681c371f6619b2879c0af2,19.190000000000005,19
0234c548106512a0b93b2555d2638bc2fed3e6b091f75298383356258996230d92,19.190000000000005,17
023f5e3582716bed96f6f26cfcd8037e07474d7b4743afdc8b07e692df63464d7e,19.190000000000005,19
021802799027508e8a8bf9a0ab96ea78a6a995926a0b1310561a74375a06e14de9,18.180000000000003,18
031d244a60d61936834f290656cdf0ed4b9979260c19b07804bde681819f8e14ca,18.180000000000003,18
0374ecf61ed6c1208c42339f47decde2bc0c4393ac95f07827b3471e939d7eb961,17.17,17
03bc9337c7a28bb784d67742ebedd30a93bacdf7e4ca16436ef3798000242b2251,16.5,3
02262bbc21c171bc91a1d6bbf89571c95873849b9a60d3ea9671b777d852d39ecd,16.16,16
02725e5abcbf5550fc29e6b19706a1377f25d2b1502684f9be9965b6deac167520,16.16,16
03deedbfee762a68a44d2587560507e513ac185908728aaf053ad4a3c096d8acb0,16.16,16
