transaction_id,original_cost,length,path
2752,30.5,2,"[np.str_('03038c30c32821a3f61eb37d64347575bda0c609fa0b4238d45a138947e1f4edce'), '03d37fca0656558de4fd86bbe490a38d84a46228e7ec1361801f54f9437a18d618', '03d24a4d2c8841890779f3c788cd269d467ad8ff8fcfdc21c8ceead42c7dd7f04b_trg']"
2753,1.06,2,"[np.str_('02a4aa22327ca4f511ebd22b72d6b00ac3b529a7d4c2de7d8ac939a48371559e8e'), '03a6f9139dafd65a9ea12abeb0d11a46301b116992fef4f8064f0d1d415e14736e', '032cc4541b25e86e39a7d450a979c1a9adbe2878df3a93fcb59c96c700bfe26aa3_trg']"
2754,31.56,3,"[np.str_('0364e8c300b4052baf18b1db5d03f3b8a831794aec94174b93b7acfd1e79fa2cd0'), '0242a4ae0c5bef18048fbecf995094b74bfb0f7391418d71ed394784373f41e4f3', '03bc9337c7a28bb784d67742ebedd30a93bacdf7e4ca16436ef3798000242b2251', '03c63e8146aba2eda617489e08ae0fbe08d54e686c0f296d697c33cd67de4acc08_trg']"
2755,0.9810000000000001,4,"[np.str_('0368d7d6ca55787e224b4849a87a8c4fcd0d0005e651341e8de566c530f6301dee'), '02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b', '023216c5b9a54b6179645c76b279ae267f3c6b2379b9f305d57c75065006a8e5bd', '03957c801187ade4aaeee6ca1e3f23eeb7413a84558ff1f3543cb41f5f86da609a', '023c1f3d0efc623da2829a41426b324245133f99840363435c2e98086de3494bb7_trg']"
2756,0.22,3,"[np.str_('02ff460b3cdf2fec1fd9d9b6e28c6868c2f15a18bec312db4f6cec59ebb4f133f3'), '02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b', '02e9046555a9665145b0dbd7f135744598418df7d61d3660659641886ef1274844', '0242a4ae0c5bef18048fbecf995094b74bfb0f7391418d71ed394784373f41e4f3_trg']"
2757,30.56,3,"[np.str_('025537b1ae30299f02714199843650b58adf2ff59a013e40e56bb1330fefbe99df'), '032679fec1213e5b0a23e066c019d7b991b95c6e4d28806b9ebd1362f9e32775cf', '02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b', '028686d520cfdc8f7d234e879ea6fc7a963009afbcdafd0c40387e1cacfa1173ea_trg']"
2758,,-1,[]
2759,,-1,[]
2760,1.721,4,"[np.str_('03c7c4b98e908403c7902340981efb6d9637a9f64eed881e51e3cf9b099e2b1f5c'), '02d35ad6428b083d63575e3b0ce33e06c507910c131970b07dc194953b43a9794c', '02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b', '023216c5b9a54b6179645c76b279ae267f3c6b2379b9f305d57c75065006a8e5bd', '021607cfce19a4c5e7e6e738663dfafbbbac262e4ff76c2c9b30dbeefc35c00643_trg']"
2761,1.06,2,"[np.str_('03584abd04d69168600340ad5d11723d324f2fc95ea36cbb84804580e344af235e'), '02cdf83ef8e45908b1092125d25c68dcec7751ca8d39f557775cd842e5bc127469', '021607cfce19a4c5e7e6e738663dfafbbbac262e4ff76c2c9b30dbeefc35c00643_trg']"
2762,,-1,[]
2763,1.06,2,"[np.str_('02cd1a4d656c4f855f0fda19802500dd97cdf326d58fe82fe46cf85b8c64d3cbdf'), '02cdf83ef8e45908b1092125d25c68dcec7751ca8d39f557775cd842e5bc127469', '0260fab633066ed7b1d9b9b8a0fac87e1579d1709e874d28a0d171a1f5c43bb877_trg']"
2764,2.18,4,"[np.str_('026ec4e536bee7020288ee195b3647b89b9ffdabb46eaec109079bd9d7a661c6de'), '0204e5a5ff14b090c1210cb99e7e616f840e0ef1b08fc9a268d13b7a2e5e997845', '0205823109f3d6e1ac5f3e5ab41ab88bf463ffa7b59a81d07d8b688fb737e11955', '03bb88ccc444534da7b5b64b4f7b15e1eccb18e102db0e400d4b9cfe93763aa26d', '02cdf83ef8e45908b1092125d25c68dcec7751ca8d39f557775cd842e5bc127469_trg']"
2765,,-1,[]
2766,,-1,[]
2767,,-1,[]
2768,,-1,[]
2769,,-1,[]
2770,,-1,[]
2771,,-1,[]
2772,0.121,3,"[np.str_('022c699df736064b51a33017abfc4d577d133f7124ac117d3d9f9633b6297a3b6a'), '03bb88ccc444534da7b5b64b4f7b15e1eccb18e102db0e400d4b9cfe93763aa26d', '023216c5b9a54b6179645c76b279ae267f3c6b2379b9f305d57c75065006a8e5bd', '039f01ad62e5208940faff11d0bbc997582eafad7642aaf53de6a5f6551ab73400_trg']"
2773,,-1,[]
2773,,-1,[]
2774,2.3489999999999998,2,"[np.str_('02c92c19de7780cd8ae0ebaff76d911e789b4a4b20387075cf85c9b8a1f324bb75'), '02529db69fd2ebd3126fb66fafa234fc3544477a23d509fe93ed229bb0e92e4fb8', '0217890e3aad8d35bc054f43acc00084b25229ecff0ab68debd82883ad65ee8266_trg']"
2775,,-1,[]
2776,1.181,4,"[np.str_('028dac95bd6a24694325b926f57dfb78b9106a05b107a1cc74d64b8c087e042d4d'), '033dd79123e7c386655f72d3eed186c071ef3b4a625d3fb9f613635e6483ff6823', '02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b', '0377160fbfc48c19ad4b90e27efb0c0ebd6cedf9fc960481571f6dbcfa0fa4914f', '028303182c9885da93b3b25c9621d22cf34475e63c123942e402ab530c0556e675_trg']"
2777,1.06,2,"[np.str_('02ccdd849caefdd2ef8360f10813ed8247a4d063fcfffc39623403885c9dfa39e5'), '031d244a60d61936834f290656cdf0ed4b9979260c19b07804bde681819f8e14ca', '02cdf83ef8e45908b1092125d25c68dcec7751ca8d39f557775cd842e5bc127469_trg']"
2778,0.0,1,"[np.str_('030995c0c0217d763c2274aa6ed69a0bb85fa2f7d118f93631550f3b6219a577f5'), '0217890e3aad8d35bc054f43acc00084b25229ecff0ab68debd82883ad65ee8266_trg']"
2779,0.06,2,"[np.str_('03f6909c9c7f32df56567e7b8169c58dde716d341dc714b1596e3f4d5d647476d1'), '03d24a4d2c8841890779f3c788cd269d467ad8ff8fcfdc21c8ceead42c7dd7f04b', '038ddc73e450a4bfb52992b35be8b0f52e1a1b4726ff319249a3314a508b616cde_trg']"
2780,,-1,[]
2781,,-1,[]
2782,7.119999999999999,4,"[np.str_('0371719964ae7f42264932ad3f54940f146a00289c23ad9ac2bb6cb825c4730a58'), '031a1d89bae752c071fcdac24ecc00059a4fbb583ed15003d09aa94c8fd6242af3', '02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b', np.str_('02ed9102fe81a117b19f0c1fe0586536a04c962838677dcdb762aeb9804d9f33c7'), '02cdf83ef8e45908b1092125d25c68dcec7751ca8d39f557775cd842e5bc127469_trg']"
2783,,-1,[]
2784,0.06,2,"[np.str_('02b3877314aff657216ceac039244fe94e7116af10cfffac0232fefa5903c62a58'), '03d24a4d2c8841890779f3c788cd269d467ad8ff8fcfdc21c8ceead42c7dd7f04b', '02f3067188240c75beb36477db63771f66c976f7e5bdd6f6ace5508396aba24815_trg']"
2785,,-1,[]
2786,0.242,5,"[np.str_('022c260f9ad58196af280c80a96ec9eabf6404df59ff1a7553b0f381c875a29ba0'), '023216c5b9a54b6179645c76b279ae267f3c6b2379b9f305d57c75065006a8e5bd', '03345d99a94e2fc8a69698f8bbec6bea5a4e8dbaf8b313085bb9710f6014765e45', '02e588464f41b295e8c20fd1e1362437f40375cae6a8155cf20a9a9e2ec9b3b2e4', '03d24a4d2c8841890779f3c788cd269d467ad8ff8fcfdc21c8ceead42c7dd7f04b', '0237fefbe8626bf888de0cad8c73630e32746a22a2c4faa91c1d9877a3826e1174_trg']"
2787,,-1,[]
2788,1.06,2,"[np.str_('0200c06eaaef0ffc98447b5f0c5810c8325fc50fba4c509ebf558d67d1f088bdad'), '0217890e3aad8d35bc054f43acc00084b25229ecff0ab68debd82883ad65ee8266', '032060a40a94dc7b848d02314e4ccebe20f451dc87f28c1ed685caa58bfcc3989a_trg']"
2789,,-1,[]
2790,1.12,3,"[np.str_('02c921ef88d90e8760b31227ccc82dd8d4bb8082d636935abcde0cde4827f1ebb9'), '02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b', '023f5e3582716bed96f6f26cfcd8037e07474d7b4743afdc8b07e692df63464d7e', '032e04b67641c00444af1d83145c0b63bac8316a6afb8fec0f87938295ed8bb129_trg']"
2791,0.22,3,"[np.str_('03030bf668f974e30e8e7ad8bd7445358afd86dd879bc8700e52cadd43a6e942f9'), '02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b', '02e9046555a9665145b0dbd7f135744598418df7d61d3660659641886ef1274844', '0242a4ae0c5bef18048fbecf995094b74bfb0f7391418d71ed394784373f41e4f3_trg']"
2792,0.0,1,"[np.str_('032c6b30d84a7fe254537ec1c00f18775fc6dd1d1de1e305b5a980a4c0d6a8e35d'), '02308c54b63e2c1375a52ce6ca27b171188f99e7c274eaf14be396289d93fb6003_trg']"
2793,,-1,[]
2794,,-1,[]
2795,,-1,[]
2796,0.12,3,"[np.str_('028a8e53d70bc0eb7b5660943582f10b7fd6c727a78ad819ba8d45d6a638432c49'), '03bb88ccc444534da7b5b64b4f7b15e1eccb18e102db0e400d4b9cfe93763aa26d', '03a76b80027d7c067e0da77da95880faaf89e9bf87b73a7d57bd4a3f2a124b764f', '0217890e3aad8d35bc054f43acc00084b25229ecff0ab68debd82883ad65ee8266_trg']"
2797,,-1,[]
2798,,-1,[]
2799,,-1,[]
2800,0.431,3,"[np.str_('03ad6cd751e6b91831a0ea19c0e84f54f17ac51b6a9d5d2e81663238701286186f'), '020d41c5a32f06d7addc7378f2d4a6596358d8716a3eb5d5bbdd894a82a1fdd00c', '026bce917a5854f3c5140cc69c977d19a6d656554120b6dedf045b246941b858c5', '038ddc73e450a4bfb52992b35be8b0f52e1a1b4726ff319249a3314a508b616cde_trg']"
2801,0.06,2,"[np.str_('022c260f9ad58196af280c80a96ec9eabf6404df59ff1a7553b0f381c875a29ba0'), '03bb88ccc444534da7b5b64b4f7b15e1eccb18e102db0e400d4b9cfe93763aa26d', '032cc4541b25e86e39a7d450a979c1a9adbe2878df3a93fcb59c96c700bfe26aa3_trg']"
2802,1.1800000000000002,4,"[np.str_('025121975efae0bda4e0be1d83f3a892115b6cf5e14bee76178a8d70d22c7ef003'), '031678745383bd273b4c3dbefc8ffbf4847d85c2f62d3407c0c980430b3257c403', '03ee180e8ee07f1f9c9987d98b5d5decf6bad7d058bdd8be3ad97c8e0dd2cdc7ba', '03bb88ccc444534da7b5b64b4f7b15e1eccb18e102db0e400d4b9cfe93763aa26d', '032cc4541b25e86e39a7d450a979c1a9adbe2878df3a93fcb59c96c700bfe26aa3_trg']"
2803,,-1,[]
2804,,-1,[]
2805,,-1,[]
2806,60.06,3,"[np.str_('02eba09307381af968573eef29f134126ecc354c2aeb1865b443732b87be78677c'), '0279c22ed7a068d10dc1a38ae66d2d6461e269226c60258c021b1ddcdfe4b00bc4', '02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b', '0232e20e7b68b9b673fb25f48322b151a93186bffe4550045040673797ceca43cf_trg']"
2807,1.4300000000000002,3,"[np.str_('028b2c9ed9427b31db21ed75eac119b040cf3e9bdbfaa378cde8561cf1274b4228'), '03a9b9b4d5bff67fb90d7deaf7db842e3aa5e3abea58fa488a8af3d163679107d7', '026bce917a5854f3c5140cc69c977d19a6d656554120b6dedf045b246941b858c5', '021607cfce19a4c5e7e6e738663dfafbbbac262e4ff76c2c9b30dbeefc35c00643_trg']"
2808,,-1,[]
2809,,-1,[]
2810,0.06,2,"[np.str_('02c12b5459cf107ee0440cae41902f1189db50fa003a077f3a6fbe6b5760218695'), '03bb88ccc444534da7b5b64b4f7b15e1eccb18e102db0e400d4b9cfe93763aa26d', '02004c625d622245606a1ea2c1c69cfb4516b703b47945a3647713c05fe4aaeb1c_trg']"
2811,,-1,[]
2812,2.18,4,"[np.str_('02251c2b931203848152b1c52e63ee91c74f53b0bfa8dd634a9b016d7b77c5afa9'), '0217890e3aad8d35bc054f43acc00084b25229ecff0ab68debd82883ad65ee8266', '03bb88ccc444534da7b5b64b4f7b15e1eccb18e102db0e400d4b9cfe93763aa26d', '0331f80652fb840239df8dc99205792bba2e559a05469915804c08420230e23c7c', '028f7a1b624f622f89430f7c0f38acb7e41e4f64c6735852b035097a327e5637e4_trg']"
2813,0.936,5,"[np.str_('03f18da23535adee245903c81750745197e3079d3b88b3898981c90a5f2411008c'), '02ba3ea3146bce6cb5093c1e6dee21a33faf1fb38f2bc1dc805038ebf9f2ecbeab', '02de367d7c2610a3f2d5b831ffdf6b5fe07b5b47a539b68b2976b5a807777d1456', '02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b', '02e9046555a9665145b0dbd7f135744598418df7d61d3660659641886ef1274844', '03d24a4d2c8841890779f3c788cd269d467ad8ff8fcfdc21c8ceead42c7dd7f04b_trg']"
2814,,-1,[]
2815,,-1,[]
2816,0.22,3,"[np.str_('03f88ce6b35c7f268bf0c70d87c616ea2fdabeadb0c830d02b126db8bebadf79c3'), '03bb88ccc444534da7b5b64b4f7b15e1eccb18e102db0e400d4b9cfe93763aa26d', '02e9046555a9665145b0dbd7f135744598418df7d61d3660659641886ef1274844', '02f3067188240c75beb36477db63771f66c976f7e5bdd6f6ace5508396aba24815_trg']"
2817,0.06,2,"[np.str_('02bec1b44fd34e98a7ed1222ae386f05fcd0d964cae216e4edce0f61b6e2784dba'), '02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b', '0232e20e7b68b9b673fb25f48322b151a93186bffe4550045040673797ceca43cf_trg']"
2818,,-1,[]
2819,31.56,3,"[np.str_('03c75f96bad4a1a5fe687574a20b2a8b3f9f2a45d63b928f1fa0fb0d589365057f'), '02740c62f38896511eb98479036b06907fcac283f62d08b756a1e25fb55e3f6772', '0390b5d4492dc2f5318e5233ab2cebf6d48914881a33ef6a9c6bcdbb433ad986d0', '02f381aefdcdcf1bac20b16a4375ef56f65118552580a40c957e68f03e698baacc_trg']"
2820,34.06,3,"[np.str_('023e6cb005e98137ec507aa64eb7f7049ccf246b4fca4d169f7c8ac8d3f856193c'), '02523f947272e18da0b01d70535ce2b3002a92bdfbcab4cbe123151081f395d6c5', '03a6f9139dafd65a9ea12abeb0d11a46301b116992fef4f8064f0d1d415e14736e', '028303182c9885da93b3b25c9621d22cf34475e63c123942e402ab530c0556e675_trg']"
2821,,-1,[]
2822,,-1,[]
2823,1.2400000000000002,5,"[np.str_('0219cf91de41d70a8f955697601ad5d18cb068e84060f9cbb7aa9dcc4138e1d9af'), '0205823109f3d6e1ac5f3e5ab41ab88bf463ffa7b59a81d07d8b688fb737e11955', '03bb88ccc444534da7b5b64b4f7b15e1eccb18e102db0e400d4b9cfe93763aa26d', '03ee180e8ee07f1f9c9987d98b5d5decf6bad7d058bdd8be3ad97c8e0dd2cdc7ba', '02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b', '0276e09a267592e7451a939c932cf685f0754de382a3ca85d2fb3a864d4c365ad5_trg']"
2824,1.06,2,"[np.str_('033ea15b5dadbdb19b426e63ed33b9cefe916fd5454308b76aea848ee4347addf3'), '0361373e89c24abb40998754e3d313543f8308bb254cca965eb8c95c9bc6c2736d', '02cdf83ef8e45908b1092125d25c68dcec7751ca8d39f557775cd842e5bc127469_trg']"
2825,0.0,1,"[np.str_('03ee180e8ee07f1f9c9987d98b5d5decf6bad7d058bdd8be3ad97c8e0dd2cdc7ba'), '026bce917a5854f3c5140cc69c977d19a6d656554120b6dedf045b246941b858c5_trg']"
2826,1.181,4,"[np.str_('0263824afadb0f50603d7fda6325f285a889b60371416cd37ebddb48aacf2b37bf'), '0331f80652fb840239df8dc99205792bba2e559a05469915804c08420230e23c7c', '02c5371591b640da03f9a645e2ddfa5620d8537388b03ddd524d36766c0f550db0', '0269b91661812bae52280a68eec2b89d38bf26b33966441ad70aa365e120a125ff', '02c287d1be9c9fa13d4ded0b0432b7e2367b1b20d822ab76546c4bb67cac1bc6e1_trg']"
2827,,-1,[]
2828,,-1,[]
2829,,-1,[]
2830,,-1,[]
2831,0.06,2,"[np.str_('03f006cd6c04920a63902df45be3baa4e7df82eed9c1e7f46e8441d57199682fa3'), '03bb88ccc444534da7b5b64b4f7b15e1eccb18e102db0e400d4b9cfe93763aa26d', '0238107198ba9e0e5fd5a0c67eac88e3633072885397c5925205891f8985e52078_trg']"
2832,1.4000000000000001,6,"[np.str_('03186a35a07a94b3168b6c27167c4bf66870c69a3c5da8a03d69db88a5726410db'), '021802799027508e8a8bf9a0ab96ea78a6a995926a0b1310561a74375a06e14de9', '02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b', '02e9046555a9665145b0dbd7f135744598418df7d61d3660659641886ef1274844', '03d24a4d2c8841890779f3c788cd269d467ad8ff8fcfdc21c8ceead42c7dd7f04b', '0317d6b11e81729192aab651174991a32e566786a7abb45b88898ed27e218a15e6', '03a7a27ebb3f50b75db5cf633d42e02976f1e0bd15960781e8986d6f52b93fce19_trg']"
2833,,-1,[]
2834,0.7870000000000001,3,"[np.str_('03a7945697bb5dbe00d9762283b8f9a55eae685c4c0e891c0a1bb0c9b86e2d65ef'), '03cb7983dc247f9f81a0fa2dfa3ce1c255365f7279c8dd143e086ca333df10e278', '020e56a13babec99abdc2c4afbe34e1e44230d79b234c059fd4ff1e367765fdb1b', '0200072fd301cb4a680f26d87c28b705ccd6a1d5b00f1b5efd7fe5f998f1bbb1f1_trg']"
2835,0.43,3,"[np.str_('03a9b9b4d5bff67fb90d7deaf7db842e3aa5e3abea58fa488a8af3d163679107d7'), '026bce917a5854f3c5140cc69c977d19a6d656554120b6dedf045b246941b858c5', '03a76b80027d7c067e0da77da95880faaf89e9bf87b73a7d57bd4a3f2a124b764f', '0217890e3aad8d35bc054f43acc00084b25229ecff0ab68debd82883ad65ee8266_trg']"
2836,30.56,3,"[np.str_('0385f7cabe5185ad406ac649e59083b71fc65885a15e2c65701afe798d98840242'), '02247d9db0dfafea745ef8c9e161eb322f73ac3f8858d8730b6fd97254747ce76b', '03bb88ccc444534da7b5b64b4f7b15e1eccb18e102db0e400d4b9cfe93763aa26d', '032cc4541b25e86e39a7d450a979c1a9adbe2878df3a93fcb59c96c700bfe26aa3_trg']"
2837,1.047,2,"[np.str_('036b343eb46c5db996d3d1e2c6cc9742cbfa7e3b4146d4b4b0aef694b6d12960c8'), '03a5927b64b1ea8657d5b770d61a3e2d0554fdb5d568773e0d6a92907913ca21f6', '028303182c9885da93b3b25c9621d22cf34475e63c123942e402ab530c0556e675_trg']"
2838,2.049,3,"[np.str_('02bbbd5d3b147af5b90093e48749c8ec21e4166be65b705c68a1a3f6fc317c41c9'), '021607cfce19a4c5e7e6e738663dfafbbbac262e4ff76c2c9b30dbeefc35c00643', '02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b', '028a2f0ca33134cfd5f655ed942ddcd9feb4a879831416bb23858d1d60154b0936_trg']"
2839,32.799,3,"[np.str_('03d33299897473544b10ff4a3d2cf3d0db2bd68066c00b18225cbb817976695a86'), '03efccf2c383d7bf340da9a3f02e2c23104a0e4fe8ac1a880c8e2dc92fbdacd9df', '0390b5d4492dc2f5318e5233ab2cebf6d48914881a33ef6a9c6bcdbb433ad986d0', '024574f532c88687b465e707a0a16e291ed16cffbb3c7c9a50a2decffb9425fd47_trg']"
2840,0.4,6,"[np.str_('028556f65ac00347b2fe28fe9097754596dc4fe1364d693dc3a9be3dccabec3240'), '03f09c85dae5712b682d28bf2bf558102f3e5a6d27ba2a1daf8da49984c8ca53b7', '03ee180e8ee07f1f9c9987d98b5d5decf6bad7d058bdd8be3ad97c8e0dd2cdc7ba', '02e9046555a9665145b0dbd7f135744598418df7d61d3660659641886ef1274844', '03d24a4d2c8841890779f3c788cd269d467ad8ff8fcfdc21c8ceead42c7dd7f04b', '0317d6b11e81729192aab651174991a32e566786a7abb45b88898ed27e218a15e6', '02f9c7deb297e32fc3d3d55f336176055cd667a2fada0bd5663e7413e1aba55b86_trg']"
2841,,-1,[]
2842,0.22,3,"[np.str_('02da8d5a759ee9e4438da617cfdb61c87f723fb76c4b6371b877d0347abe953a4f'), '02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b', '03434a39cd9a537c852fc8fb72454086d726f9111e9f730cef4985c39c11fae944', '02d02433667ab632a30d547e392ade513bed6988d061694fb8ba0fa4d714dbd7b7_trg']"
2843,,-1,[]
2844,0.12,3,"[np.str_('03cb7983dc247f9f81a0fa2dfa3ce1c255365f7279c8dd143e086ca333df10e278'), '03345d99a94e2fc8a69698f8bbec6bea5a4e8dbaf8b313085bb9710f6014765e45', '02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b', '032d4d8c72964136d1598be9f84f773201da1b5964bf5a19df6d6138e80d1d97c8_trg']"
2845,31.56,3,"[np.str_('0252f85474e3326e1073bcdbe72d8b843585d89cce907ef9d71c7dbd0707d9c56e'), '03d37fca0656558de4fd86bbe490a38d84a46228e7ec1361801f54f9437a18d618', '022c699df736064b51a33017abfc4d577d133f7124ac117d3d9f9633b6297a3b6a', '03b02e48bc282ab9008279e8cc00c1072d4b73ecb1cb5ecee86f4dc3d94757990a_trg']"
2846,151.06,3,"[np.str_('02b7db5c2597a3d7dac8ece0df0d8dd2a7727d53d84583555be3402ccd17776392'), '03e50492eab4107a773141bb419e107bda3de3d55652e6e1a41225f06a0bbf2d56', '03bb88ccc444534da7b5b64b4f7b15e1eccb18e102db0e400d4b9cfe93763aa26d', '0217890e3aad8d35bc054f43acc00084b25229ecff0ab68debd82883ad65ee8266_trg']"
2847,,-1,[]
2848,,-1,[]
2849,2.12,3,"[np.str_('02f6ac183955fe9725d526a8093d6c3d8c468f5ad84535597f11b7de68c195a0d8'), '0331f80652fb840239df8dc99205792bba2e559a05469915804c08420230e23c7c', '0267586e510d80fab314fbfa091f383b775646e7a87bc9ed8cd59bcded50405d6a', '03ed88bb37c8c53c509d9a355e5a103614ebd30c98b7895ea4ccaddee262db190d_trg']"
2850,1.7200000000000002,4,"[np.str_('02a2584ad1c54300f0576507ed63a79727c55314628486f24582ac071153d18a03'), '02df5ffe895c778e10f7742a6c5b8a0cefbe9465df58b92fadeb883752c8107c8f', '03ee180e8ee07f1f9c9987d98b5d5decf6bad7d058bdd8be3ad97c8e0dd2cdc7ba', '03bb88ccc444534da7b5b64b4f7b15e1eccb18e102db0e400d4b9cfe93763aa26d', '025ec98aec0297b115008e29628762a6f9a6b14fae97aeb53d63a86e193374852f_trg']"
2851,1.06,2,"[np.str_('02f3067188240c75beb36477db63771f66c976f7e5bdd6f6ace5508396aba24815'), '02725e5abcbf5550fc29e6b19706a1377f25d2b1502684f9be9965b6deac167520', '027bb5147c0d060f3a13436c75c47a98514201a1a846a2e0479e079b0ac6a7ff79_trg']"
2852,1.12,3,"[np.str_('023b7dba0075975778c820a56a157de5eed67e988e6c7edd723af73ad20e4463ed'), '033254519c33b0b86ad8796c44cd8a04b3333149881d1453ce963c14e4af910099', '02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b', '02dbd9298c0e87143276440838c4c3b6adfd183fd19c9181cf38a550c6ad216b51_trg']"
2853,1.06,2,"[np.str_('025722598a87aa9801f3ee2c3e5809fe337908adac7131fc93d8aee7f63294070f'), '0331f80652fb840239df8dc99205792bba2e559a05469915804c08420230e23c7c', '038ddc73e450a4bfb52992b35be8b0f52e1a1b4726ff319249a3314a508b616cde_trg']"
2854,151.0,2,"[np.str_('029d7a44e8809b78b65bbe9c8590de3aae3240fe70247571262b89b4333e312e1d'), '03e50492eab4107a773141bb419e107bda3de3d55652e6e1a41225f06a0bbf2d56', '032060a40a94dc7b848d02314e4ccebe20f451dc87f28c1ed685caa58bfcc3989a_trg']"
2855,2.24,5,"[np.str_('037ceda65cab326b6fb87f1bc4ea863833ebdf2148bfdbd1aa096cc62030cff540'), '0204e5a5ff14b090c1210cb99e7e616f840e0ef1b08fc9a268d13b7a2e5e997845', '0205823109f3d6e1ac5f3e5ab41ab88bf463ffa7b59a81d07d8b688fb737e11955', '03bb88ccc444534da7b5b64b4f7b15e1eccb18e102db0e400d4b9cfe93763aa26d', '03a76b80027d7c067e0da77da95880faaf89e9bf87b73a7d57bd4a3f2a124b764f', '036ac04a69f2ab587fd83c4f2aca255a81f138276fbca344ac3ecfae28d733be56_trg']"
2856,1.4300000000000002,3,"[np.str_('028b2c9ed9427b31db21ed75eac119b040cf3e9bdbfaa378cde8561cf1274b4228'), '03a9b9b4d5bff67fb90d7deaf7db842e3aa5e3abea58fa488a8af3d163679107d7', '026bce917a5854f3c5140cc69c977d19a6d656554120b6dedf045b246941b858c5', '039f01ad62e5208940faff11d0bbc997582eafad7642aaf53de6a5f6551ab73400_trg']"
2857,1.119,3,"[np.str_('028f831544b7e53ac46d977096480c491a4f50fb1551016c3db480e36916e2d871'), '038118e0490f8d3df07b6bdc5e7034dee90d769012764d31bfeb167269866824f0', '0317d6b11e81729192aab651174991a32e566786a7abb45b88898ed27e218a15e6', '02725e5abcbf5550fc29e6b19706a1377f25d2b1502684f9be9965b6deac167520_trg']"
2858,,-1,[]
2859,,-1,[]
2860,1.12,3,"[np.str_('02a7e56ed6c1930dc678771c34221b30d202cb8636996c84f6a18a84b3477244d2'), '03c2abfa93eacec04721c019644584424aab2ba4dff3ac9bdab4e9c97007491dda', '03ee180e8ee07f1f9c9987d98b5d5decf6bad7d058bdd8be3ad97c8e0dd2cdc7ba', '02cdf83ef8e45908b1092125d25c68dcec7751ca8d39f557775cd842e5bc127469_trg']"
2861,1.12,3,"[np.str_('02005dcac896582db30f259c17bba1849a9e1127f60d120ec7db69c17ce64d749d'), '02da8d5a759ee9e4438da617cfdb61c87f723fb76c4b6371b877d0347abe953a4f', '02cdf83ef8e45908b1092125d25c68dcec7751ca8d39f557775cd842e5bc127469', '02755b050a59a834753d0362d805f009e481cacf795c743c72b3d42db2b5cfd144_trg']"
2862,0.12,3,"[np.str_('032cc4541b25e86e39a7d450a979c1a9adbe2878df3a93fcb59c96c700bfe26aa3'), '03bb88ccc444534da7b5b64b4f7b15e1eccb18e102db0e400d4b9cfe93763aa26d', '03ee180e8ee07f1f9c9987d98b5d5decf6bad7d058bdd8be3ad97c8e0dd2cdc7ba', '02cdf83ef8e45908b1092125d25c68dcec7751ca8d39f557775cd842e5bc127469_trg']"
2863,,-1,[]
2864,30.56,3,"[np.str_('0346c84a15d0ac1d724f64cbaf3726fbaa33e6c95d15abd513c1767b9945884fd6'), '03bb88ccc444534da7b5b64b4f7b15e1eccb18e102db0e400d4b9cfe93763aa26d', '03d37fca0656558de4fd86bbe490a38d84a46228e7ec1361801f54f9437a18d618', '023bc00c30acc34a5c9cbf78f84aa775cb63f578a69a6f8ec9a7600753d4f9067c_trg']"
2865,2.12,3,"[np.str_('0352faf15f35dad881ea7954cca3479fa79cc5ed52d0043bd2a024619fb68c653e'), '039401f72bc0d40efb58b01de15527a2a5ae1943d7c29067b725a1467a93c7e66f', '02725e5abcbf5550fc29e6b19706a1377f25d2b1502684f9be9965b6deac167520', '030bb6a5e0c6b203c7e2180fb78c7ba4bdce46126761d8201b91ddac089cdecc87_trg']"
2866,,-1,[]
