path_length,successful_transactions,share_of_successful_routes_pct
1.0,226,4.840436924394945
2.0,1784,38.20946669522382
3.0,1759,37.674020132790744
4.0,659,14.114371385735703
5.0,186,3.9837224245020346
6.0,46,0.9852216748768473
7.0,8,0.17134289997858212
8.0,1,0.021417862497322766
