path_length,successful_transactions,share_of_successful_routes_pct
1.0,224,4.8089308716187205
2.0,1764,37.870330613997425
3.0,1752,37.61270931730356
4.0,661,14.190639759553456
5.0,187,4.014598540145985
6.0,56,1.2022327179046801
7.0,14,0.30055817947617003
