metric,value
total_transactions,6998.0
successful_transactions,4658.0
failed_transactions,2340.0
success_rate_pct,66.56187482137754
failure_rate_pct,33.438125178622464
average_path_length,2.7954057535422927
average_routing_fee,1.247551524259339
total_depletion_events,669.0
nodes_with_depletion_events,203.0
initial_active_directed_edges,32982.0
final_active_directed_edges,32803.0
runtime_seconds,8.706336200000806
