metric,value
total_transactions,6998.0
successful_transactions,4661.0
failed_transactions,2337.0
success_rate_pct,66.60474421263218
failure_rate_pct,33.395255787367816
average_path_length,2.8021883715940787
average_routing_fee,1.2851213258957306
total_depletion_events,687.0
nodes_with_depletion_events,224.0
initial_active_directed_edges,32958.0
final_active_directed_edges,32772.0
runtime_seconds,8.696434699999372
