metric,value
total_transactions,6998.0
successful_transactions,4654.0
failed_transactions,2344.0
success_rate_pct,66.50471563303802
failure_rate_pct,33.49528436696199
average_path_length,2.8008165019338205
average_routing_fee,1.2546403094112593
total_depletion_events,665.0
nodes_with_depletion_events,200.0
initial_active_directed_edges,32956.0
final_active_directed_edges,32774.0
runtime_seconds,8.642920300000696
