total_transactions,successful_transactions,failed_transactions,success_ratio,average_successful_fee,average_successful_path_length,depletion_events,channels_jammed,jam_ratio,locked_capacity_sat,locked_capacity_percent,net_lost_successful_transactions,lost_successful_transactions,throughput_drop,throughput_drop_percent,CAF
7063,4286,2777,0.6068242956250884,8.123621791880542,3.029398040130658,2131,10,0.8,76612440.0,0.0614147304509857,35,35,0.004695659087620263,0.4695659087620263,3.5
