pair_rank,node_a,node_b,pair_edge_betweenness,directions_present,aggregated_capacity
4435,02b2bf1b75301372ed16ea7658af0d49152e37760c8951e25414dab316fa669417,03b38f5fb693ae96fda9533c7ba45840c0afc4390544223a18dd676d858bfd5b15,9.007490216582182e-05,2,531748
4436,0327049d8d63f0c40193cdf3afc61817c8647808a4e482de0716fcef74e6d92ebf,03f47ba61341a704b0910b6d1fc8a938bb97152e8df94dfc142816d2721b5d5c73,9.003851913379031e-05,2,150000
4437,02379f8ffd4e080f2a9ee5ada5e02c6be5625eb93dfadd45fb9aabe69ea97e3595,0290fb6ecd5865f7a973e1d48ffbc2612f80f6a2defbd6a188928bd0492bc2847e,9.001983948807909e-05,1,1175049
4438,02c91d6aa51aa940608b497b6beebcb1aec05be3c47704b682b3889424679ca490,032c0db1094579ff83ee591b90e1212ec56d5cdc18cb43c9e7c1f2b03af0d805cb,9.001164143265051e-05,2,697139
4439,0217890e3aad8d35bc054f43acc00084b25229ecff0ab68debd82883ad65ee8266,0288674fb377d7f5ac97196cbd1d4d42a8ccb69e12d5651ea2a5017b0f6065f2e4,9.00049179950189e-05,2,354613
4440,0279c22ed7a068d10dc1a38ae66d2d6461e269226c60258c021b1ddcdfe4b00bc4,0299a2afe5137f52575e10260c0deb691d6dd6aa3cdbdc59b2c0e58d0ed3407f47,8.992983876423099e-05,2,5000001
4441,03181fb04744983ee4599d486644c9f3fa0c1e03ccf400042c4784187c8186fcf6,038ddc73e450a4bfb52992b35be8b0f52e1a1b4726ff319249a3314a508b616cde,8.990108255185227e-05,2,600000
4442,0232e20e7b68b9b673fb25f48322b151a93186bffe4550045040673797ceca43cf,03dab87ff8635982815c4567eb58af48f9944d11c56beb12b91e1049aaea06e187,8.989441819429541e-05,2,16777215
4443,028328d02efc71d11d9f3db10e3be0689a8d7742fb2e8c0dd2754ef2815601bdaa,02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b,8.98415832565215e-05,2,100000
4444,0279c22ed7a068d10dc1a38ae66d2d6461e269226c60258c021b1ddcdfe4b00bc4,03bdd0c39415d032bb0815271cca1e71a7034995b6a64768d2d733904bcc780bb8,8.981634040761562e-05,2,2000000
4445,0217890e3aad8d35bc054f43acc00084b25229ecff0ab68debd82883ad65ee8266,02c960a2f65ee043600bd6e98898d4d6ba92d463bb04b5758b9b704d2e7750992d,8.980958648198366e-05,2,386536
4446,032b2b3f4abda9677bb9563e226c068d3a2456fb8b036635a81c9bcaa1671d1ada,03408c35d396998985cc0d751020fabb5134a245a1bcf50960d798dd481b6becdf,8.980412064959102e-05,1,20000
4447,028303182c9885da93b3b25c9621d22cf34475e63c123942e402ab530c0556e675,03649c72a4816f0cd546f84aafbd657e92a30ab474de7ab795e8b5650a427611f7,8.98006030839534e-05,2,300000
4448,0217890e3aad8d35bc054f43acc00084b25229ecff0ab68debd82883ad65ee8266,02927ab17049257f50d909d760bebc80ccc267edfcc1346430a04de9e569b1e190,8.976484262287149e-05,2,205634
4449,0225f559ad1bcdd275d06765d7bfa6b1e332b463629bcb80f6ddddb5d8ea30c458,02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b,8.974765428638263e-05,1,40000
4450,0200072fd301cb4a680f26d87c28b705ccd6a1d5b00f1b5efd7fe5f998f1bbb1f1,028303182c9885da93b3b25c9621d22cf34475e63c123942e402ab530c0556e675,8.974423288865384e-05,2,100000
4451,02c3bcf97562252f0a424016a4e65ea9a56403cbef259238270a76083228d68ab1,03cb7983dc247f9f81a0fa2dfa3ce1c255365f7279c8dd143e086ca333df10e278,8.972871378805517e-05,1,781013
4452,0248d2094982c321ca98d2bb802c881b1dd04c5426de022aedff6844a149f672ae,03bb88ccc444534da7b5b64b4f7b15e1eccb18e102db0e400d4b9cfe93763aa26d,8.971907809772199e-05,2,400000
4453,0279c22ed7a068d10dc1a38ae66d2d6461e269226c60258c021b1ddcdfe4b00bc4,02ba67b33fa997a807e73dd9530695767e36ae9bb96988020eeb1593679c06a8f0,8.970480162507037e-05,2,200000
4454,0217890e3aad8d35bc054f43acc00084b25229ecff0ab68debd82883ad65ee8266,03edfbe0f503b021f1db8c5c15b89d1f00b83a3cbd276a2867d849a4ef100dc075,8.970314321839735e-05,2,225000
4455,02c91d6aa51aa940608b497b6beebcb1aec05be3c47704b682b3889424679ca490,0303a518845db99994783f606e6629e705cfaf072e5ce9a4d8bf9e249de4fbd019,8.97005619967524e-05,2,9000000
4456,02a5c7b9a2be3ab3d8c1647f991bf5f0757651a0b92f4133dc31e52b3315881adf,02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b,8.968955694048245e-05,2,100000
4457,02529db69fd2ebd3126fb66fafa234fc3544477a23d509fe93ed229bb0e92e4fb8,02f39db514ce2dca78d7f48bfd53c5e93451e360bf850c7f289896337b1a235dea,8.967735861647334e-05,1,25000
4458,0236d51519a4febe33958d4d68d9cba9311234637a00cb2859ac68fb33593b234b,031678745383bd273b4c3dbefc8ffbf4847d85c2f62d3407c0c980430b3257c403,8.966747004695482e-05,2,100000
4459,02004c625d622245606a1ea2c1c69cfb4516b703b47945a3647713c05fe4aaeb1c,02baf43d3e283ebf113dc56a49ba2ad8d8ff41793594991273c6adb68820ac70eb,8.965388137518284e-05,1,97210
4460,033e62e1e4a2ccae9f7b317f8528df7fb7a2774d95671e9a5762e0b87dec5cf03e,03957c801187ade4aaeee6ca1e3f23eeb7413a84558ff1f3543cb41f5f86da609a,8.964954734171452e-05,2,66352
4461,024d2387409269f3b79e2708bb39b895c9f4b6a8322153af54eba487d4993bf60f,02a017f49f68e7097a7927e8c2e4a32eae23d632cea3aa6cf452573d31d79da57a,8.961447386381329e-05,2,9000000
4462,0374ecf61ed6c1208c42339f47decde2bc0c4393ac95f07827b3471e939d7eb961,039016d41e77dd39e5211195e4fd434ed1f6159af5a453e2690ab072c3bc76b4e5,8.961080387177435e-05,2,361798
4463,02d0f53a403a0b16efdec1983a082ab7645e35858f6a855871e489c9992748a059,03bb88ccc444534da7b5b64b4f7b15e1eccb18e102db0e400d4b9cfe93763aa26d,8.957343941222311e-05,1,2000000
4464,038c4288a41c79e47f37efccb2a0e1deb3b48291a7813f0be12179f9e84a4c6d35,0390b5d4492dc2f5318e5233ab2cebf6d48914881a33ef6a9c6bcdbb433ad986d0,8.952469024406066e-05,2,16777215
4465,02523f947272e18da0b01d70535ce2b3002a92bdfbcab4cbe123151081f395d6c5,03a503d8e30f2ff407096d235b5db63b4fcf3f89a653acb6f43d3fc492a7674019,8.949819401475012e-05,2,500000
4466,0251b2c9d22f3621f27188d8236db84d9fd84d42adac063b2633744638b81f34ac,03bb88ccc444534da7b5b64b4f7b15e1eccb18e102db0e400d4b9cfe93763aa26d,8.94788934176978e-05,2,2100000
4467,023c1f3d0efc623da2829a41426b324245133f99840363435c2e98086de3494bb7,03d37fca0656558de4fd86bbe490a38d84a46228e7ec1361801f54f9437a18d618,8.947682451106062e-05,2,300000
4468,036a33e92cda2679ac91ac0467acb1ba33396c0df1119521653e0f269c275dd6bf,03e50492eab4107a773141bb419e107bda3de3d55652e6e1a41225f06a0bbf2d56,8.945122532560745e-05,2,2000000
4469,02b3877314aff657216ceac039244fe94e7116af10cfffac0232fefa5903c62a58,03006c6c112e6926f7de9047dfd0e65b79c0956c388f6ff41c5bc7f067d7b07c98,8.944032030560798e-05,1,424093
4470,021b6a273d174738eb808237ae3680a0d8b2ba088ad19449e35082b2642f756fdf,02529db69fd2ebd3126fb66fafa234fc3544477a23d509fe93ed229bb0e92e4fb8,8.943252355376281e-05,1,1000000
4471,03864ef025fde8fb587d989186ce6a4a186895ee44a926bfc370e2c366597a3f8f,03bc9337c7a28bb784d67742ebedd30a93bacdf7e4ca16436ef3798000242b2251,8.929700854849389e-05,1,9000000
4472,02cdf83ef8e45908b1092125d25c68dcec7751ca8d39f557775cd842e5bc127469,033182cfdb9cc7c2cd205cf3442eb3e0874998b19189355bb9fd7fca8a6c501c9f,8.927866604564231e-05,2,730000
4473,03864ef025fde8fb587d989186ce6a4a186895ee44a926bfc370e2c366597a3f8f,03f93c3786b3cde969e370d1b14a830de14887f93de10eccd48c8f42c5b5841080,8.925356541381364e-05,1,500000
4474,02725e5abcbf5550fc29e6b19706a1377f25d2b1502684f9be9965b6deac167520,02cdf83ef8e45908b1092125d25c68dcec7751ca8d39f557775cd842e5bc127469,8.924552757397911e-05,2,500002
4475,02004c625d622245606a1ea2c1c69cfb4516b703b47945a3647713c05fe4aaeb1c,030c3f19d742ca294a55c00376b3b355c3c90d61c6b6b39554dbc7ac19b141c14f,8.922121253009472e-05,2,2000000
4476,02c91d6aa51aa940608b497b6beebcb1aec05be3c47704b682b3889424679ca490,032594696d3f25e16e189c796027df966e732577cdbf02cd4438d1a92d30ab0587,8.922027837062058e-05,2,9000000
4477,02a45def9ae014fdd2603dd7033d157faa3a55a72b06a63ae22ef46d9fafdc6e8d,038ddc73e450a4bfb52992b35be8b0f52e1a1b4726ff319249a3314a508b616cde,8.919550548611136e-05,2,600000
4478,02de9511923b20bae5823ed5113287ae6d272e5f587b46a57a04fec0c35c4354bc,03864ef025fde8fb587d989186ce6a4a186895ee44a926bfc370e2c366597a3f8f,8.918958013027774e-05,2,100000
4479,037dcd2a20f1d48d68b1d148dbb6fc8d2af35c352dab31eb63365938a86878fb4d,03da1c27ca77872ac5b3e568af30673e599a47a5e4497f85c7b5da42048807b3ed,8.916782226506781e-05,2,48390
4480,02262bbc21c171bc91a1d6bbf89571c95873849b9a60d3ea9671b777d852d39ecd,03aed93a4d0ef60f7c5f4642a096d05a41e217ad4977fed3fecb638879fbc884ce,8.915275014546594e-05,2,160000
4481,021607cfce19a4c5e7e6e738663dfafbbbac262e4ff76c2c9b30dbeefc35c00643,030995c0c0217d763c2274aa6ed69a0bb85fa2f7d118f93631550f3b6219a577f5,8.914905122013367e-05,2,2000000
4482,0269b91661812bae52280a68eec2b89d38bf26b33966441ad70aa365e120a125ff,03cb5f69a294d7bef871db44f01bb582d7c934bea2e5dd58669cf42a6123124a84,8.911326260432424e-05,2,98411
4483,03864ef025fde8fb587d989186ce6a4a186895ee44a926bfc370e2c366597a3f8f,03d49a7c6fa3b7412a6ae474a51c4dec199b401642a264c87cc949d3b30518b56f,8.910040718899443e-05,2,1400000
4484,02165ea5da4edc836444de441b646610273c7fc4e8339d8b068d374aa5f230ac08,02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b,8.908520195869427e-05,1,100000
4485,02d35ad6428b083d63575e3b0ce33e06c507910c131970b07dc194953b43a9794c,033cfb88e57bf05550bf461878e58b08a56c4f7cc972b2428e5a35a70a0d2b25c9,8.90748412379846e-05,2,13437832
4486,0217890e3aad8d35bc054f43acc00084b25229ecff0ab68debd82883ad65ee8266,03c73e43e92fab12af3461f723901f0bcdabdfdcf9b74973ad876bf0bff96a8676,8.903814217164053e-05,2,243582
4487,0327049d8d63f0c40193cdf3afc61817c8647808a4e482de0716fcef74e6d92ebf,0396948e401c19d1b2e25ca7996eaa6f57d885da9940349499a53e9ffac877de1b,8.903385937553635e-05,2,100000
4488,03649c72a4816f0cd546f84aafbd657e92a30ab474de7ab795e8b5650a427611f7,0390b5d4492dc2f5318e5233ab2cebf6d48914881a33ef6a9c6bcdbb433ad986d0,8.902359605950493e-05,2,16777215
4489,031678745383bd273b4c3dbefc8ffbf4847d85c2f62d3407c0c980430b3257c403,03b9aacb265dc5ebde04b91b28f7c8bb6ba0af146e5f37426915742daf8f195a09,8.899773071622475e-05,2,250000
4490,02cb3c98561938a6d457720e4f6119fc3b9c890a7d69190a648ff43758fed69769,03beddc8adbf7d56a7da15cdaf95d97b24d07088c3571b421c0e6f9d551a210342,8.892276532425452e-05,1,190782
4491,03253b5f30348db6ef0547d9409cc6107d84c9e1f69869a8de3391bce598cdbb67,03beddc8adbf7d56a7da15cdaf95d97b24d07088c3571b421c0e6f9d551a210342,8.892276532425452e-05,1,2000000
4492,0278630413d5af0d3981e1788d9ff27e47bc5640ac2ecb6d123309a0992a67bb08,0279c22ed7a068d10dc1a38ae66d2d6461e269226c60258c021b1ddcdfe4b00bc4,8.889290599013417e-05,2,5000001
4493,028303182c9885da93b3b25c9621d22cf34475e63c123942e402ab530c0556e675,03181fb04744983ee4599d486644c9f3fa0c1e03ccf400042c4784187c8186fcf6,8.887826337985758e-05,2,100000
4494,02f08380da84f77ed03fb9310f99c69c50f951cc82a7f2b8a36dbba27b915568fa,03bb88ccc444534da7b5b64b4f7b15e1eccb18e102db0e400d4b9cfe93763aa26d,8.884185102120592e-05,2,400000
4495,02b0172bb38617fa3afdb69664468b492d5a21062a4fa8b47284b0cc320e6e7420,0390b5d4492dc2f5318e5233ab2cebf6d48914881a33ef6a9c6bcdbb433ad986d0,8.879443484567836e-05,2,800000
4496,02f3069a342ae2883a6f29e275f06f28a56a6ea2e2d96f5888a3266444dcf542b6,03fb822818be083e0a954db85257a2911a3d55458b8c1ea4124b157e865a836d12,8.87788553485077e-05,2,2200000
4497,02262bbc21c171bc91a1d6bbf89571c95873849b9a60d3ea9671b777d852d39ecd,03c74a084d4df04fcaad526febbb2e52d491d79e88ad4f2d61504ccd140cfe6890,8.877870102885774e-05,1,22222
4498,0251b2c9d22f3621f27188d8236db84d9fd84d42adac063b2633744638b81f34ac,030c3f19d742ca294a55c00376b3b355c3c90d61c6b6b39554dbc7ac19b141c14f,8.874324233334638e-05,2,1900000
4499,02529db69fd2ebd3126fb66fafa234fc3544477a23d509fe93ed229bb0e92e4fb8,030043d0a2cfb69d80867094eb030f8abde7a5dc36e1a0faece73e614cf779bde8,8.872083398369234e-05,1,888800
4500,02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b,036fda475a47bc45f90ac43fd61c3ab8bbc0bcfed64aaab46d6166d6415de4e056,8.871972173906316e-05,2,300000
4501,021607cfce19a4c5e7e6e738663dfafbbbac262e4ff76c2c9b30dbeefc35c00643,031ce29116eab7edd66148f5169f1fb658fad62bdc5091221ab895fe5d36db00b2,8.86880328041418e-05,2,1000000
4502,027e62436314f4a18b5cf459d3735977d00830dd3ff24da7f14214824f89fe8d34,03a503d8e30f2ff407096d235b5db63b4fcf3f89a653acb6f43d3fc492a7674019,8.86856554629919e-05,2,100000
4503,026ffc77589f402030bb670c30f2aa42d2b485a226e63b60a530fcb3cae0913d29,02c69a0b4cb468660348d6d457d9212563ad08fb94d424395da6796fb74a13f276,8.868474771891384e-05,1,755962
4504,0223390bea8aa598442d056ace37c07e7364da1341b3681c371f6619b2879c0af2,02529db69fd2ebd3126fb66fafa234fc3544477a23d509fe93ed229bb0e92e4fb8,8.866878989055342e-05,2,1050000
4505,032b2b3f4abda9677bb9563e226c068d3a2456fb8b036635a81c9bcaa1671d1ada,03aa66d4a02dda896006d5b956d1acbc32c68278d0745ba677474aad8988f09dda,8.86603227464722e-05,2,1104497
4506,020d41c5a32f06d7addc7378f2d4a6596358d8716a3eb5d5bbdd894a82a1fdd00c,0390b5d4492dc2f5318e5233ab2cebf6d48914881a33ef6a9c6bcdbb433ad986d0,8.86498817600993e-05,1,100000
4507,0232a7544f1f966fbaa3f486d1dd9fae73c572fe715f63e3bc9fe4c437d0a625de,02a45def9ae014fdd2603dd7033d157faa3a55a72b06a63ae22ef46d9fafdc6e8d,8.860165730254487e-05,2,95000
4508,0279c22ed7a068d10dc1a38ae66d2d6461e269226c60258c021b1ddcdfe4b00bc4,031a62ba399b56de86bb2f049d628a682a06ddf759e63743e2b2123c2144b48ddb,8.857586435340107e-05,1,72500
4509,02725e5abcbf5550fc29e6b19706a1377f25d2b1502684f9be9965b6deac167520,034ac0b6fdac5b55b9043c4b12d1b941cffa57f2622731386aab2eb8ca0ff1ebd9,8.857112386747803e-05,1,500010
4510,02016cd83b8638c08d702abdd48b44495cf957d5947a7e10701a53cc298a5e93b6,0303a518845db99994783f606e6629e705cfaf072e5ce9a4d8bf9e249de4fbd019,8.856612845701471e-05,1,3533495
4511,0325b1fc186ffa68c0c9735991bd98275522c31124a373f152dbe77da359226c09,0331f80652fb840239df8dc99205792bba2e559a05469915804c08420230e23c7c,8.854761529968508e-05,2,500000
4512,022457e61da38e1a7cac56a054eb0ef225d84dfc6b932dfa119ad7fe6fbecdb71d,03864ef025fde8fb587d989186ce6a4a186895ee44a926bfc370e2c366597a3f8f,8.853228836821938e-05,2,5000000
4513,02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b,03025ad2f2514142b74b198a0863614a0ecc69dcc708a3ac91fb85c820ee2a60a0,8.852516090641883e-05,2,200000
4514,021a302bba94f62b85caa40f2475c7d5245e73cf325d794f8ff1fc63499598ecc3,03c2abfa93eacec04721c019644584424aab2ba4dff3ac9bdab4e9c97007491dda,8.846408321356028e-05,2,500000
4515,02725e5abcbf5550fc29e6b19706a1377f25d2b1502684f9be9965b6deac167520,03f8ab9b7496be92ce370e0224661d5d2de80bca8f505d66f1226d0e6002007d2a,8.84446792411199e-05,2,550010
4516,025cb2d324ae423d32984c7fc74edd7185b9fc9bd473d389f12483e3738d526600,03d0c8f710cd8402ef411c668454eb4fe83101d33a6e6d4d75eb589ca07efb961b,8.843780808443638e-05,1,10000000
4517,030f5bd59457dba436dfdebceebcc3206ac8dfcd40bb1a616942253c3fcc5be174,0331f80652fb840239df8dc99205792bba2e559a05469915804c08420230e23c7c,8.842529892910319e-05,2,1000000
4518,024acb789fb4cd20a3c8b446b404516b7390f2376f5c3bf1f59054357f15602dfb,0331f80652fb840239df8dc99205792bba2e559a05469915804c08420230e23c7c,8.837223041484646e-05,2,3000000
4519,02c91d6aa51aa940608b497b6beebcb1aec05be3c47704b682b3889424679ca490,03a503d8e30f2ff407096d235b5db63b4fcf3f89a653acb6f43d3fc492a7674019,8.836263157410835e-05,2,500000
4520,0207d58b94bd3946bf7eb8c27cea6cc29d147485efb33f284894e59062592f398a,02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b,8.834425110084568e-05,2,300000
4521,0242a4ae0c5bef18048fbecf995094b74bfb0f7391418d71ed394784373f41e4f3,028a8e53d70bc0eb7b5660943582f10b7fd6c727a78ad819ba8d45d6a638432c49,8.834423801593744e-05,2,9000000
4522,0279c22ed7a068d10dc1a38ae66d2d6461e269226c60258c021b1ddcdfe4b00bc4,031be0f6a76ec0425f4981be6e34717f9c3dfa402ac2ce949d114cbe54207463fa,8.829323452342878e-05,2,9995837
4523,0242a4ae0c5bef18048fbecf995094b74bfb0f7391418d71ed394784373f41e4f3,03da1c27ca77872ac5b3e568af30673e599a47a5e4497f85c7b5da42048807b3ed,8.824702904427809e-05,2,9000000
4524,03ee180e8ee07f1f9c9987d98b5d5decf6bad7d058bdd8be3ad97c8e0dd2cdc7ba,03fe493b887b492cf5a88f92d5e00b5119b6d905c7c68c660cb2f8cc46aedaeafc,8.823065662539455e-05,2,500000
4525,024098e05cd67fc8b1dcd0edf0c12b441c1e1f0db3d953ea84229abc279e1079b2,03cb7983dc247f9f81a0fa2dfa3ce1c255365f7279c8dd143e086ca333df10e278,8.822627794960152e-05,1,16777215
4526,02cdf83ef8e45908b1092125d25c68dcec7751ca8d39f557775cd842e5bc127469,03ee180e8ee07f1f9c9987d98b5d5decf6bad7d058bdd8be3ad97c8e0dd2cdc7ba,8.8225688343687e-05,2,1500002
4527,039f01ad62e5208940faff11d0bbc997582eafad7642aaf53de6a5f6551ab73400,03fce165537aea120bffe8505876b44d5119354f825b3eac329b761fc5636bf334,8.821722670804477e-05,2,16777215
4528,023e6cb005e98137ec507aa64eb7f7049ccf246b4fca4d169f7c8ac8d3f856193c,03864ef025fde8fb587d989186ce6a4a186895ee44a926bfc370e2c366597a3f8f,8.815875236604939e-05,1,500000
4529,02a4b5f00bc1072169db6cc76e2250178993f1bcf0bcabc4fa3f3b6db758a05240,03a503d8e30f2ff407096d235b5db63b4fcf3f89a653acb6f43d3fc492a7674019,8.813628413819043e-05,1,500000
4530,02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b,0312bf5f0279d315fde0a831019ae0a47461e9cfb65376fee367d987ebc72b1e74,8.812602844901811e-05,2,294000
4531,02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b,03ba4e2c8b5ae8455d4e28646b74db5792611af8ae032290c1960ee65b46b059d3,8.808752849882687e-05,2,300000
4532,0204a2b95b4c208383d7f02e741a8bfd5b5b7e8bea8d1543b1255da8342d9f2c6b,02dbcdb660690f2702a2119d267947e5f3dd4f916327605ae55d085a5a5631c5d2,8.804771893611677e-05,1,500000
4533,030a4f1cb85c463a4115b78900f0159192f033324c12c88aec931b16b27abe22ad,030c3f19d742ca294a55c00376b3b355c3c90d61c6b6b39554dbc7ac19b141c14f,8.803120651896252e-05,2,4994000
4534,024a853d9cdedafc164e49c2cef301966e5a78091322a84175b52d059d71b4d672,02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b,8.802033932081773e-05,1,20000
4535,032d4baebebfdeab7a2ecef2fbe109cbef10de95f05aa54090fdb687789547dbf5,03cb7983dc247f9f81a0fa2dfa3ce1c255365f7279c8dd143e086ca333df10e278,8.800543251901414e-05,2,20420
4536,0276c5e7cac95039994619d34238ce9ab32502199a931b4246d6e6baba979f2f3b,02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b,8.797140872348354e-05,2,400000
4537,028c2f98b483bccf9e2634d6d5dca5cc6606ed6afd17d209da1a95f4b138d11a87,02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b,8.797070260289236e-05,2,300000
4538,03a8334aba5660e241468e2f0deb2526bfd50d0e3fe808d882913e39094dc1a028,03d37fca0656558de4fd86bbe490a38d84a46228e7ec1361801f54f9437a18d618,8.796453694023694e-05,1,9000000
4539,021384cec84342b05b3f675188cbf98b76f1ea6a1e4625fea201b8355f0970806e,022c699df736064b51a33017abfc4d577d133f7124ac117d3d9f9633b6297a3b6a,8.793564704176955e-05,1,44215
4540,030c3f19d742ca294a55c00376b3b355c3c90d61c6b6b39554dbc7ac19b141c14f,03b38f5fb693ae96fda9533c7ba45840c0afc4390544223a18dd676d858bfd5b15,8.791660771955334e-05,2,2000000
4541,02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b,039dc7f11d43dcf73d755ad5216c9f4d091886d8865d9890f4fb9c7729883f84d5,8.791483913735248e-05,2,100000
4542,020b95133888176c1def9d03b5426aa13d6c5c7f3406c946441ce2eaab23c40834,02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b,8.790431832394181e-05,2,100000
4543,028a8e53d70bc0eb7b5660943582f10b7fd6c727a78ad819ba8d45d6a638432c49,033ea15b5dadbdb19b426e63ed33b9cefe916fd5454308b76aea848ee4347addf3,8.785776191409843e-05,2,98606
4544,032b2b3f4abda9677bb9563e226c068d3a2456fb8b036635a81c9bcaa1671d1ada,033fa7b78148b09eb8d6b542e3e19400bd705b1dc03a62da1578f6c480c751de5f,8.785218360379823e-05,1,20000
4545,0279c22ed7a068d10dc1a38ae66d2d6461e269226c60258c021b1ddcdfe4b00bc4,03f38829a9b9131e3a0887ca21fd042f2d07bd7f151fffefcc3d1585f24c1b3e7e,8.785192238303251e-05,2,598939
4546,02cdf83ef8e45908b1092125d25c68dcec7751ca8d39f557775cd842e5bc127469,02fd17656f394299d6b455827e406e54dec4f6f99f6b71a8d9785c263b8ab02888,8.783626529197138e-05,2,500002
4547,0204a2b95b4c208383d7f02e741a8bfd5b5b7e8bea8d1543b1255da8342d9f2c6b,02cdf83ef8e45908b1092125d25c68dcec7751ca8d39f557775cd842e5bc127469,8.782066080511395e-05,2,500002
4548,02309f3556d51e9d855594762dcf68cb283fbfd7e48618b6cecb8cd90e2e34d8ad,025cb2d324ae423d32984c7fc74edd7185b9fc9bd473d389f12483e3738d526600,8.78154400022042e-05,2,2000000
4549,02c919d62ab30b1a91c0c7c687d6d1a4665842ba2d8bea6a68c3dda189d0b8e0cb,0311cad0edf4ac67298805cf4407d94358ca60cd44f2e360856f3b1c088bcd4782,8.780262659113617e-05,1,9000000
4550,031d2bbc75802689312220a017c6b51fa246efc59c7aa9355f6f7395038ffb4d6a,0390b5d4492dc2f5318e5233ab2cebf6d48914881a33ef6a9c6bcdbb433ad986d0,8.776702521363655e-05,2,1000000
4551,0331f80652fb840239df8dc99205792bba2e559a05469915804c08420230e23c7c,03f6909c9c7f32df56567e7b8169c58dde716d341dc714b1596e3f4d5d647476d1,8.773629022885378e-05,2,5000000
4552,0374ecf61ed6c1208c42339f47decde2bc0c4393ac95f07827b3471e939d7eb961,03dab87ff8635982815c4567eb58af48f9944d11c56beb12b91e1049aaea06e187,8.773061422429803e-05,2,16777215
4553,0214924c2304fc7505afb3c5a515f4ac15a2404c9751e0cb186182fdc07e8486fe,03301e633b25d769377bf75ce6b6ed2ec570270bc06c8c02bf33c5bd2aa47da098,8.772536606610717e-05,2,4499630
4554,02a092e6dd299fd9df7dcd0744856d78d00f7f6ef12a07cebfa3d5cfda2320bda4,0303a518845db99994783f606e6629e705cfaf072e5ce9a4d8bf9e249de4fbd019,8.771642408613536e-05,2,9000000
4555,02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b,02ea01e2476f9c6c69f720e369aa302b43e5c101423d7a5dc9f0e5834d1b152fb7,8.768677172479988e-05,2,100000
4556,032679fec1213e5b0a23e066c019d7b991b95c6e4d28806b9ebd1362f9e32775cf,03621032fa1e60c256d48df2daf144c21e90813ca2bc746a02bdf864753895cb9c,8.767218478838929e-05,2,9000000
4557,0323d59673aa265646462e828729e6cdfce137ab74e7800acccd21bacf6c7a9d7a,03f8ab9b7496be92ce370e0224661d5d2de80bca8f505d66f1226d0e6002007d2a,8.763450281843207e-05,1,50000
4558,02087384bbcbab7b57756e8809d7741b3632b405a197cbcbb9270bd8fa9cea2dd3,0391489a933ab83094d1af43b3df3e8c8d467474649361912f05211d0e68a28fc9,8.760217133059493e-05,1,70000
4559,0219091f6e5674be6892a48cbc20cc5a400a5dd043ae33fa1af23fb0178efdb1a0,0391489a933ab83094d1af43b3df3e8c8d467474649361912f05211d0e68a28fc9,8.760217133059493e-05,1,2000000
4560,024bd94f0425590434538fd21d4e58982f7e9cfd8f339205a73deb9c0e0341f5bd,03a503d8e30f2ff407096d235b5db63b4fcf3f89a653acb6f43d3fc492a7674019,8.756072396109093e-05,2,500000
4561,03094b63a5ece2c363ab859952017f95bec7bd9e6975f0c8152f9eff83d0b045c2,0331f80652fb840239df8dc99205792bba2e559a05469915804c08420230e23c7c,8.755276620221905e-05,2,1000000
4562,0290fb6ecd5865f7a973e1d48ffbc2612f80f6a2defbd6a188928bd0492bc2847e,038dee73d2b0587b56bf5d219f294e8f7f0d77eaa6795cdb231c370fe65d3e5e30,8.750792047961662e-05,2,273000
4563,0391489a933ab83094d1af43b3df3e8c8d467474649361912f05211d0e68a28fc9,03da1c27ca77872ac5b3e568af30673e599a47a5e4497f85c7b5da42048807b3ed,8.749627377230305e-05,2,9000000
4564,02ab9dabbf646626d32863e9dc81560e48681d2a49e0da3fbb4b4df11a58cc0fd3,0331f80652fb840239df8dc99205792bba2e559a05469915804c08420230e23c7c,8.748921300283382e-05,2,20000000
