total_transactions,successful_transactions,failed_transactions,success_ratio,average_successful_fee,average_successful_path_length,depletion_events,channels_jammed,jam_ratio,locked_capacity_sat,lost_successful_transactions,throughput_drop,throughput_drop_percent,CAF
7054,4292,2762,0.608449106889708,8.544626980428704,3.0016309412861135,2049,10,0.8,34450124.0,0,-0.0008308684303480751,-0.08308684303480751,0.0
