total_transactions,successful_transactions,failed_transactions,success_ratio,average_successful_fee,average_successful_path_length,depletion_events,channels_jammed,jam_ratio,locked_capacity_sat,locked_capacity_percent,net_lost_successful_transactions,lost_successful_transactions,throughput_drop,throughput_drop_percent,CAF
7071,4297,2774,0.6076933955593268,8.672516755876192,3.001629043518734,2116,10,0.8,75984802.0,0.06091159781885969,24,24,0.0038265591533819254,0.38265591533819254,2.4
