total_transactions,successful_transactions,failed_transactions,success_ratio,average_successful_fee,average_successful_path_length,depletion_events,channels_jammed,jam_ratio,locked_capacity_sat,locked_capacity_percent,net_lost_successful_transactions,lost_successful_transactions,throughput_drop,throughput_drop_percent,CAF
7073,4293,2780,0.6069560299731372,9.104391917074308,3.0910784998835314,2169,50,1.0,266614732.0,0.21372602021345086,28,28,0.004563924739571457,0.45639247395714566,0.56
