path_length,successful_transactions,share_of_successful_routes_pct
1.0,224,4.802744425385935
2.0,1767,37.88593481989708
3.0,1755,37.628644939965696
4.0,661,14.172384219554031
5.0,187,4.009433962264151
6.0,56,1.2006861063464838
7.0,14,0.30017152658662094
