path_length,successful_transactions,share_of_successful_routes_pct
1.0,229,4.909948542024014
2.0,1721,36.89965694682676
3.0,1764,37.82161234991424
4.0,686,14.708404802744425
5.0,198,4.245283018867925
6.0,44,0.9433962264150944
7.0,18,0.38593481989708406
8.0,2,0.04288164665523156
9.0,1,0.02144082332761578
10.0,1,0.02144082332761578
