transaction_id,src,trg,balance_before,balance_after
13,02396bf51e81f8f67eaca3652271b4fe8d3f57bedb9578af711606391c5c66760e,021802799027508e8a8bf9a0ab96ea78a6a995926a0b1310561a74375a06e14de9,16338.695896730704,6338.695896730704
21,02be74b7d8233ddebe1e4d6d76b7887706f091653c7b84abc4a9ee9fcdd4e9512f,02c397cafee99ff94f53ce9ef372b0fc4e8e33cf6ef1f4730aee2b245139e26943,14944.556940656954,4944.556940656954
25,03465ae381147f7a13763c189409d1f251e9181f5c063440e5e7cb177c0a8ab99f,03f72d1183db73532084d7e9290a78e36a796b334677b2f68bc4312de4f89d9c80,18234.140010690375,8234.140010690375
30,02e51b3be5a4bad8a117e564aa30afe0f27c144f416270d839e8f8c2fccb3d41de,0374ecf61ed6c1208c42339f47decde2bc0c4393ac95f07827b3471e939d7eb961,11268.373328610902,1268.3733286109018
37,02f6725f9c1c40333b67faea92fd211c183050f28df32cac3f9d69685fe9665432,032368258aad451e2c70c76d86b194001240f3a2cdff651e57ccbc473ade84a0a4,16597.64253800607,6597.642538006068
38,03ee180e8ee07f1f9c9987d98b5d5decf6bad7d058bdd8be3ad97c8e0dd2cdc7ba,03b9aacb265dc5ebde04b91b28f7c8bb6ba0af146e5f37426915742daf8f195a09,12651.050389838674,2651.050389838674
73,023f1125ae4b6dba7ec047f4d809d0e0aa7232029cd3766c434514dec747535c1a,02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b,16507.860208781232,6507.860208781232
81,02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b,02cdf83ef8e45908b1092125d25c68dcec7751ca8d39f557775cd842e5bc127469,17742.09660174786,7742.09660174786
94,028c1f8d907879ee8691ddab3547e93c5ec2098cc0f38cc39c4ee989cb3a10ae71,028dcc199be86786818c8c32bffe9db8855c5fca98951eec99d1fa335d841605c2,19543.96270321963,9543.96270321963
100,03a74879f51fdf9af8eb09ce6249225e9e2d24e0ec4cc9de3be4461402be2a1ba4,02e7c42ae2952d7a71398e23535b53ffc60deb269acbc7c10307e6b797b91b1e79,15582.526085093836,5582.526085093836
145,02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b,0214041761821afc171b6907ee9ba36cb86307c3454305137b94a23fd81fcb4089,13213.063869685648,3213.0638696856477
