path_length,successful_transactions,share_of_successful_routes_pct
1.0,226,4.896013864818024
2.0,1736,37.60831889081456
3.0,1717,37.196707105719234
4.0,685,14.839688041594455
5.0,182,3.9428076256499134
6.0,47,1.0181975736568458
7.0,21,0.45493934142114384
8.0,2,0.043327556325823226
